99,3,819
105,3,819
72,3,819
11,3,819
61,3,819
11,3,819
79,3,819
86,3,838
72,3,838
57,3,838
38,3,838
76,3,838
11,3,838
90,6,747
16,6,747
58,6,907
66,6,907
37,6,907
76,6,907
56,8,792
100,8,792
109,8,792
11,8,792
79,8,836
18,8,885
99,8,885
18,8,885
76,8,885
34,8,885
84,8,908
61,8,908
109,8,908
100,8,908
99,8,929
102,8,929
49,8,929
65,8,929
110,8,929
10,8,984
33,8,984
61,8,984
11,8,984
61,8,984
99,8,984
49,8,984
83,8,984
61,8,999
73,8,999
77,8,1006
100,8,1006
34,8,1006
28,8,1006
108,8,1006
84,8,1044
61,8,1044
34,8,1044
109,8,1044
80,8,1062
79,8,1062
11,8,1062
11,8,1062
48,9,848
89,9,848
41,9,848
5,9,848
66,9,848
64,9,848
49,9,848
19,9,1013
52,9,1013
19,9,1013
99,9,1013
10,9,1013
58,9,1013
93,10,748
99,10,748
38,10,788
19,10,788
90,10,788
65,10,788
71,10,833
99,10,833
54,10,833
56,10,833
53,10,833
39,10,895
74,10,895
12,10,895
80,10,895
30,10,895
26,10,895
109,11,932
33,11,932
44,11,932
1,11,932
6,11,932
12,11,932
49,11,932
102,14,811
61,14,811
64,14,840
57,14,840
24,14,902
18,14,902
22,14,902
85,14,902
76,18,748
60,18,748
99,18,748
67,18,748
109,18,748
8,20,761
41,20,968
100,20,968
99,20,968
11,20,968
110,20,968
61,20,968
38,20,968
101,20,968
61,20,1022
12,20,1022
52,20,1022
36,20,1022
53,20,1022
61,20,1022
80,20,1036
26,20,1036
65,20,1036
8,20,1036
65,20,1036
11,20,1037
61,20,1037
39,20,1037
9,20,1037
109,20,1037
31,20,1037
61,21,857
109,21,857
39,21,857
34,21,857
89,21,857
90,21,857
106,21,857
61,21,857
33,21,890
91,21,890
3,21,890
62,21,890
62,21,890
3,21,901
33,21,901
67,21,901
80,21,901
17,21,901
76,21,933
64,21,1053
11,21,1053
77,21,1053
79,23,859
12,23,859
91,23,859
94,23,859
34,23,859
99,23,859
52,24,872
109,24,872
87,24,872
45,24,872
87,24,872
66,24,872
83,24,924
4,24,924
66,24,924
46,24,924
10,24,924
37,24,924
1,24,924
22,24,963
81,24,963
99,24,963
1,24,963
72,24,963
5,24,963
101,24,1032
11,24,1032
18,24,1032
1,24,1032
35,24,1032
66,24,1032
44,24,1032
52,25,1051
29,25,1051
38,25,1051
11,25,1051
25,25,1051
57,25,1051
99,26,764
95,26,764
96,26,970
6,26,970
49,26,970
62,26,1040
10,26,1040
45,26,1040
25,26,1040
73,26,1040
64,27,926
66,27,926
9,27,926
74,28,960
5,28,960
5,28,960
27,28,960
16,28,960
70,28,969
94,28,969
26,28,969
1,28,969
45,28,969
61,28,969
65,28,969
81,28,969
39,30,907
25,30,907
87,30,907
10,30,907
16,30,983
33,30,983
61,30,983
22,30,983
22,31,823
26,31,823
80,31,823
61,31,823
65,31,823
1,31,823
9,32,850
11,32,850
16,32,850
91,32,850
99,32,850
11,32,850
106,32,850
47,32,927
82,32,927
27,34,1022
19,34,1022
32,34,1022
32,34,1022
74,36,788
110,36,788
72,36,851
83,36,851
64,36,851
34,36,945
55,36,945
34,36,945
75,36,998
43,36,998
80,36,998
83,38,747
63,38,747
27,38,985
109,38,985
12,38,985
4,38,985
9,38,1012
8,38,1012
8,38,1012
61,38,1012
29,38,1012
4,38,1049
39,38,1049
27,38,1049
109,38,1049
83,39,760
60,39,760
14,39,760
43,39,760
41,39,760
4,39,760
39,39,760
109,39,760
10,39,850
11,39,850
99,39,850
61,39,927
99,39,927
58,39,927
76,39,993
98,39,993
97,39,1029
9,39,1029
79,41,1012
44,41,1012
48,41,1012
22,41,1012
50,41,1012
91,41,1012
26,42,798
45,42,798
39,42,798
61,42,798
33,42,800
96,42,800
8,42,863
11,42,863
91,42,863
10,42,863
64,42,863
35,42,863
61,42,939
63,42,939
11,42,984
14,42,984
22,42,984
18,42,999
38,42,999
