patterns\K,0,1,2,3,4,5
(99- 38),3.52225067193,5.96916278192,-3.41014846905,2.81536094797,7.77142497812,3.45033674863
(99- 72),2.84909011545,3.42721458736,2.17888816164,2.37475976033,3.64901875135,2.553912923
(99- 11),2.58558292832,2.87785118374,3.14309543402,2.5289204878,2.72057073002,2.88240035119
(99- 76),2.70565259722,2.7054073524,3.21452926899,2.65292080189,2.75476097591,2.68379386495
(99- 86),3.01118966284,2.70009853898,2.86239651559,2.62153958821,2.79454222541,2.9366213909
(99- 57),2.57840790432,2.8447487244,2.95859179053,2.65922442466,2.83417832175,2.93408536926
(72- 38),2.96916592192,4.56600291256,3.65866486613,1.71542416559,3.47306647875,0.370894989167
(72- 72),3.02231570409,2.96992044307,2.8491879863,2.47507111633,2.72191130096,2.89750556405
(72- 11),3.4638738756,2.64598314322,3.04710162314,3.22879602125,2.00781325322,2.71622662961
(72- 76),2.37451719871,2.99125585214,2.58480816263,2.58026230354,3.15134506236,3.19390384126
(72- 86),2.7625947438,3.49929264828,1.661536448,3.10915871052,2.83796642602,2.89209567879
(72- 57),2.81976812566,2.48246432844,3.0373732708,2.90071224802,2.68871135632,2.87983027389
(105- 38),2.25318500726,2.64833790186,2.82876542546,2.57265877348,3.50957302658,2.86518335285
(105- 72),3.13274181641,2.757762916,3.09064533851,2.70820560911,2.52356668342,2.72061718332
(105- 11),2.9410461695,2.47943145089,2.60507038208,3.04710607065,2.61952396785,2.99443883253
(105- 76),2.33216812702,2.50267975414,3.14481121743,1.75314350883,4.23860146943,3.01463463588
(105- 86),3.08236293615,2.92804850366,2.71559608683,2.74801455771,2.67452180523,2.79159302535
(105- 57),2.6525815348,2.81086934294,2.89687649137,2.66162358943,2.73435213434,3.10368778003
(11- 38),4.86735690932,3.00987916322,2.37810426102,2.19304711353,5.82671143053,0.159652870395
(11- 72),2.46500400577,2.75371138758,2.77827932939,2.94986216605,2.83120164835,2.64083551574
(11- 11),2.64990613995,3.04067549417,2.64175366224,2.86866700416,2.66106926155,2.83687135436
(11- 76),2.28091926357,3.91011160509,1.70582939776,3.60223565421,3.89193480773,1.36927790282
(11- 86),1.73118804104,4.90895808417,2.97137767342,2.17195882672,2.19777193673,2.79022313286
(11- 57),2.8579262291,3.30208297709,2.88063162279,2.54935776024,2.76535467153,2.57049220556
(79- 38),2.94107688602,2.67873054687,3.12473161613,2.66264202385,2.96183072166,2.50426373091
(79- 72),2.73692314097,2.83545202784,2.61742179831,2.85906897736,2.7764321037,2.97288973689
(79- 11),2.78394714837,3.23970162966,1.60938512066,2.43902542594,3.09283735835,3.93383498749
(79- 76),4.04947017486,3.26368218572,3.623288433,2.42407422404,2.85154465337,1.17523075478
(79- 86),3.09604578795,2.74821440951,2.70321151067,2.92886896852,2.68956654745,2.76140310599
(79- 57),3.05324032802,2.70073056013,2.34158136883,3.47550294693,2.19595174403,3.10005983363
(61- 38),2.77362948467,2.89049648483,2.92078440986,2.70679201118,2.84484534502,2.78694910745
(61- 72),2.77508373867,2.89380487249,2.80215786654,2.60539471311,2.94190012226,2.86264538629
(61- 11),2.90882217679,3.15177363555,2.58188711984,2.47451520791,2.96198205919,2.60481991911
(61- 76),2.60200359719,2.90589382722,3.00035940619,2.64004112485,2.96644299704,2.74642006215
(61- 86),3.04463894401,2.82749762247,2.74401531841,2.7294696511,2.86231725448,2.78608847955
(61- 57),3.7105770432,2.7691459066,1.94211927545,3.19480269847,2.71643381639,2.80379735993
(16- 76),2.28635476234,2.87108275108,2.51762544001,3.12181666996,2.68523433627,2.80547742354
(16- 58),2.58884829912,2.86042774348,2.80022192248,3.02174128695,2.49779269114,2.83577259152
(16- 66),3.0161385026,2.77100584522,2.49235223683,2.79836194913,2.93175550524,2.93822040984
(16- 37),3.01778803097,2.76693879113,2.75848755385,2.83359046261,2.85284745619,2.67963261432
(90- 76),2.87285553689,2.7891828333,2.98544347394,2.70113245727,2.86434084757,2.71230328905
(90- 58),3.17830554197,2.49971140021,3.05906076416,2.64206588626,2.54072720903,3.07012733235
(90- 66),3.06280754548,2.64725956208,2.99408712112,2.71670816763,2.41462407588,3.08145623639
(90- 37),2.73110327525,2.8009845874,2.28404980448,3.35042412697,2.66530520484,2.61946205736
(56- 79),2.92349029919,2.89091162237,2.88961659586,2.71690037032,2.69229475924,2.75486077743
(11- 79),2.53424677612,2.56314053839,2.89875443617,2.75388520942,3.1362138662,2.6494972615
(100- 79),2.27743783449,3.23652773567,3.23467465601,2.40103001558,2.21976143044,2.94756535456
(109- 79),3.53921146298,3.13013404025,2.49957516773,2.69315877063,2.6635906822,2.5501317263
(79- 18),2.85479618381,2.87519474823,3.09188374864,3.88375096241,2.20156813191,1.86984064953
(79- 99),2.29991090804,2.73320882015,2.98382868337,2.5638860054,3.45368988667,2.73660205219
(79- 34),2.84702529969,3.14754488697,2.63063238219,2.6290104887,2.76777693179,2.97324498503
(18- 100),3.31520428103,3.24477414711,2.66337155644,2.41092333201,3.05504011082,2.44172470438
(18- 84),3.10328755979,2.92655076612,2.72222058709,2.74782530188,2.83976368266,2.61403304936
(18- 61),3.0739877871,2.76764141755,2.70882038101,3.17650612453,2.31194392072,2.8485033081
(18- 109),2.92612687156,2.86683924783,2.83393214218,2.704924591,2.79502920029,2.82187764884
(99- 100),2.88468464691,3.22843851114,3.19205043403,2.89352844571,2.0868803863,2.74989682613
(99- 84),2.96295864413,2.87168048828,2.89779567302,2.70201771479,2.71956942974,2.78974760383
(99- 61),3.78037283763,2.9770509902,3.52224641341,2.52783157477,3.45004284334,1.1410292527
(99- 109),3.99777934059,2.75885766382,2.62996334468,3.24918964356,2.05727226578,2.47048207135
(76- 100),3.08648341365,3.40103922643,2.17530141941,2.76118170096,3.20532016961,2.47211322742
(76- 84),2.83983811968,3.3144188347,2.60012122612,2.48220170367,3.25594142286,2.46665671119
(76- 61),2.86808045366,2.86284395008,2.5775823172,2.85432249491,2.94915485194,2.58727771419
(76- 109),1.70382010217,3.34046466316,2.67826625306,2.92819146237,3.06589075954,3.06212024761
(34- 100),2.91123177863,2.61392791562,2.89084441147,2.50763931083,2.88487744136,3.08513398165
(34- 84),2.21849575559,2.94540068935,2.76117948473,3.30254883937,2.30290137058,2.79720885014
(34- 61),2.98283288148,2.8289038249,2.81602220813,2.65244367421,2.93847381022,2.6847769586
(34- 109),3.52530416893,3.30738865739,2.81381263175,2.67884143121,2.46669333471,2.21350378157
(100- 49),3.2097177126,2.60579913639,2.43518829682,2.38412457914,3.14999764161,3.27701019811
(100- 99),3.69080772725,2.83474246347,2.57936833971,2.93378250902,2.61756878184,2.47714789187
(100- 110),2.50813689709,2.82560278827,2.48796131849,3.39572989854,2.87316035383,2.60539733653
(100- 102),2.34262835076,2.81623954786,2.49592693898,2.77797834513,3.54175118955,2.51902222835
(100- 65),2.37101458407,3.98087715955,2.25397912949,3.17658362357,2.35983830707,2.41461361042
(84- 49),3.29156933293,2.98246266231,2.71268888486,2.63280613434,2.6110944085,2.78934011056
(84- 99),3.00713205766,3.63751191802,1.76761977118,2.75989049231,2.57049558162,3.19857182678
(84- 110),3.01651152346,2.62124371879,2.92142726465,2.69013701616,2.53381699795,3.08675834036
(84- 102),3.2014660921,2.8631483285,2.66095714562,2.63671013932,2.84159419343,2.78844623625
(84- 65),2.5525679526,2.85488685851,2.91737507588,2.58097506394,2.87026441926,2.98449459741
(61- 49),2.47365201259,2.62842861544,2.72253412105,2.9414758274,3.06729495266,2.84700099612
(61- 99),2.99598713971,2.46270330553,2.86912706467,2.63516578243,3.08593963314,2.83791686144
