patterns\K,0,1,2,3,4,5,6,7
(1- 1),3.98348168247,-1.02496035171,2.49693133006,4.83197350467,5.1813041804,-0.614568616352,-0.721378001549,8.3235138795
(1- 2),2.63667680103,2.71072634396,2.48053856213,1.67047963033,3.04978085925,2.19628325091,2.42850124257,1.570270305
(1- 3),2.12916642414,2.14057890933,2.22494063724,2.2667215143,2.68325144036,2.33161256379,2.32354143333,2.449215062
(1- 4),2.45458543313,2.31126649151,2.20322150536,2.65278513248,2.29479299839,2.41701661679,2.11625765176,2.32935794204
(1- 5),2.46959607758,2.31991338179,2.37075760826,2.43491048038,2.25198600225,2.23132035238,2.28915956505,2.45537002404
(1- 6),2.14968205112,2.51535463214,2.28469168896,2.15528939929,2.56083261312,2.3127191027,2.39947579278,2.34150029903
(1- 8),1.98081827713,4.00529055055,2.3562074306,1.45986326073,4.40858493419,1.48801591153,2.37513685739,0.707541397024
(1- 9),2.43638733558,2.35420005902,2.06847958416,2.54109097865,2.27706396645,2.30471376016,2.25916800755,2.56634295716
(1- 10),1.72026407329,3.54788095859,2.48348540618,2.67999770432,1.94296827708,1.4320631699,2.60887676682,2.51986523252
(1- 11),2.42866053794,2.37574159306,2.40799985426,2.50767710178,2.11834830165,2.53613918034,2.08087836122,2.37106515359
(1- 12),2.4824768164,1.94323698756,2.42028366886,2.51970484062,2.72489484357,1.96084208288,2.45377937106,2.19276360573
(1- 14),2.36520735305,2.20149978075,2.03644309037,2.32714173959,2.5022344109,2.35436052809,2.36066633142,2.54200641973
(1- 15),2.26663755535,2.1793839429,1.97612600009,2.00152223731,2.56770579458,2.31143734998,2.70504689937,2.825467152
(1- 16),2.44187498606,2.35759057867,2.3491667886,2.36816290632,2.35044081693,2.29938294802,2.16133461044,2.49914630466
(1- 17),2.35146380374,2.14385107919,2.48027060518,2.52044695372,2.25576999856,2.29304409831,2.55012318381,2.03437106773
(1- 18),3.60116173008,2.07879748094,3.24876710127,1.43038887682,2.74367768931,1.61094766378,2.71769380215,1.52109797696
(1- 19),2.34740697672,2.35570903784,2.43825233085,2.25099064991,2.3453307454,2.34702370352,2.34934908917,2.33574123664
(1- 20),2.48562316792,2.2870507787,2.55045907095,2.32926063971,2.49073121512,2.2231561325,2.18149791616,2.27883884283
(1- 22),6.41708375331,1.74183388445,2.72541894153,1.90130652352,0.550662307931,2.29757464035,1.3179312123,3.69107489407
