patterns\K,0,1,2,3,4,5,6,7
(1- 1),6.56366889497,2.59640284097,6.89705722291,2.16783398364,0.168378881484,-1.70883904635,7.0467583375,-0.486008921279
(1- 2),2.18886621891,3.1437951575,2.26688729987,1.85494101455,3.41553094801,2.44757840936,2.08956692887,1.94069047503
(1- 3),2.25448540674,2.23295717562,2.60088292759,2.57552680548,2.46343730665,2.19271135885,2.37767447471,2.26929920772
(1- 4),2.4186848558,2.03940056244,2.39223920385,2.62882584541,2.24740034007,2.29710976947,2.56487772076,2.3920152197
(1- 5),2.41278528566,2.39850598385,2.20081510716,2.46984105234,2.48930026035,2.24953790104,2.35672307926,2.50105711032
(1- 6),2.43042916083,2.39574640315,2.42940224498,2.52226731552,2.3899937569,2.38091365777,2.10356936572,2.3901791162
(1- 8),2.26957397652,3.69615600275,1.38920266517,-0.336622426359,3.21234547301,3.96464148118,3.05071187159,1.55216392505
(1- 9),2.58032230764,2.60325394917,2.33966467872,2.39875023498,2.29480158567,2.26427095705,2.32842473158,2.290328236
(1- 10),1.68321483552,3.49093817212,1.92515564317,0.771664266928,1.90472671678,2.2695368876,3.08502715315,3.80059245661
(1- 11),2.53654923938,2.09743350742,1.85217706967,2.24192150307,2.42474926758,2.78270251945,2.61202822568,2.50638703723
(1- 12),2.74251604095,1.8239484988,2.23881339301,2.43967136922,2.10165370644,2.51160086775,2.67986972665,2.48647913073
(1- 14),2.05253896733,2.10998342808,2.43387228484,2.50736129676,2.72310391942,2.29488002173,2.54798108474,2.25478723494
(1- 15),2.55123906659,2.10780161385,2.60825999478,1.56857467459,2.1573949887,2.74217361042,2.55002011263,2.6136193137
(1- 16),2.48501451025,2.24209508019,2.45767627456,2.47663233692,2.53385417737,2.21803056192,2.42118555391,2.30338569647
(1- 17),2.5928734834,2.24560331321,1.85696068684,2.64863417477,2.04604514251,2.64598833423,2.5464019924,2.21809872098
(1- 18),2.63884991085,3.35934132274,2.59950300398,0.959460373433,1.63238318419,3.0687695853,2.87299155626,2.03527756292
(1- 19),2.39227924166,2.31932381797,2.51803048981,2.42888646974,2.42457644964,2.16338358514,2.37863630545,2.47291025744
(1- 20),2.59672140316,2.43881889944,2.28157282503,2.03882690027,2.68012503766,2.60112175719,2.33872744644,2.13569147797
(1- 22),2.97913038125,3.75225413063,3.17081497839,0.261984773635,2.72492367015,0.476932658147,4.3473832112,2.94883536989
(1- 24),1.84245006946,2.39542159096,2.35886638343,2.23746905786,2.33691105377,2.55185581597,2.08445824668,2.67849138986
(1- 25),2.60924393658,2.06522291119,2.40334611929,2.59568895692,2.32743961381,2.16313796887,2.51824059653,2.3306202002
(1- 26),2.31714962402,2.01180526787,3.20811337575,2.2746719519,0.896054748356,1.30903815219,2.896111892,3.8354180852
(1- 27),0.59431946369,0.807847155783,2.95623745216,2.71599130064,1.56791238547,3.14059849628,2.90136858169,3.57342934989
(1- 28),2.31784499771,2.35695584057,2.42775915828,2.29876371497,2.32223232037,2.53472764677,2.33989018095,2.33289680104
(1- 29),2.71887230886,2.42909609833,2.29934090987,2.37712493576,2.35834256287,2.1798598336,2.19323317516,2.51848300331
(1- 30),2.67379076279,2.42280887138,2.54225233672,2.31319448587,2.32401012953,2.37692948169,2.20297744631,2.25036588682
(1- 31),3.13602937769,3.80010701519,3.41367411219,4.23689493524,1.34727148707,0.520582757332,2.02354103222,1.71650773723
(1- 32),2.71028555114,4.01528422702,1.82657989853,2.06807996096,2.42914968756,2.31788093402,2.92924754548,1.27312248127
(1- 33),2.56296782553,2.5204614961,2.25213929797,2.55571630775,2.28519449118,2.32902326024,2.49324342099,2.14762357122
(1- 34),1.87267994832,2.16722217584,2.4093446246,3.14569863497,2.72627459395,2.47948383053,1.70068821479,2.3949630727
(1- 35),2.47699925701,2.37003716218,2.34190588566,2.47920274621,2.37665386585,2.34278143813,2.23825026569,2.43551339016
(1- 36),2.39176530712,2.43068541856,2.46333534881,2.3240067874,2.43271806631,2.31938158495,2.33908732675,2.34357693103
(1- 37),2.27788402224,2.44333260822,2.05182780113,2.35821776722,2.52803390984,2.48190852314,2.54840186443,2.19757579392
(1- 38),2.50771483919,2.32520664944,2.5107868976,2.39603263258,2.30818909448,2.30188364902,2.53140512999,2.23151459131
(1- 39),2.3530619091,2.48207268151,2.33720791841,2.48350959425,2.64174003095,2.17926203049,2.19710490276,2.44187854469
(1- 40),2.72398324352,2.00769991408,2.07583269925,2.4689398494,2.82472629361,1.81296761571,3.35589354292,2.32892090212
(1- 41),2.01197004934,2.404531681,2.08660053907,2.49858536634,2.46754649655,2.44527790728,2.30894919471,2.52441259785
(1- 42),2.13037677632,2.41156761759,2.06247590274,2.49352692606,2.5621028396,2.05317318032,2.38134654757,2.87419838733
(1- 43),2.65423094713,2.18547075028,2.59834906871,2.6206088323,2.07319633639,2.22674405299,2.70828752302,2.07922297819
(1- 44),2.46245183124,2.43214976607,2.27725933903,2.23143287282,2.47282000217,2.34585941698,2.38957408209,2.44611922535
(1- 45),2.45074995907,2.51277776622,2.49104421672,2.27510289836,2.298867002,2.38846727829,2.33800541483,2.36224811378
(1- 46),2.63185782454,2.2062668054,2.63280448637,2.48580699416,2.30482694993,2.32047619792,2.59027706199,1.8947545026
(1- 47),2.44435623505,2.16313599522,2.50102014369,2.29590816709,2.44519619577,2.16785610141,2.34548974356,2.68782237769
(1- 48),2.13906037637,1.61330620223,1.96538343771,2.31803410371,2.08759292685,2.86201860078,2.82732249714,2.44275627622
(1- 49),2.40135736549,2.51153401268,2.35418199146,2.34246341668,2.47364596464,2.25950025386,2.38465737344,2.34006358326
(1- 50),2.18091878604,2.29791376466,2.65738334557,2.24299570087,2.40120998237,2.28339444907,2.29621617768,2.3425883753
(1- 51),1.71086768649,2.26654027213,2.43315977925,2.22226314566,2.53832734639,2.21184115047,2.60304806794,2.66265887886
(1- 52),2.4438022828,2.67274117216,2.63221115857,2.40128901573,2.5368330592,2.11184270752,2.31411278148,2.10811153442
(1- 53),2.51074920617,2.85588867689,2.03448767278,2.77458195758,1.57747353857,2.27912836088,2.66491742036,2.55748328968
(1- 54),2.36489283345,2.28637588476,2.20560858547,2.54918106722,2.60946341254,2.30343946601,2.44929955714,2.31192906902
(1- 55),2.13755350588,2.5220117455,2.3266888134,2.41277257669,2.35613713874,2.24228566688,2.52747886429,2.54794295762
(1- 56),3.0190277792,2.4093568116,2.38957735835,2.75583656462,2.12895654346,2.18969837135,2.37274543082,2.01272840509
(1- 57),2.60992787958,2.30835474991,2.37019385956,2.30230804801,2.15514274733,2.32055405963,2.834692125,2.21857375038
(1- 58),2.15465863143,2.19138047629,2.66228042695,2.63591229277,2.33441830093,2.53695237355,1.85168514768,2.55732288184
(1- 60),2.06209203928,2.44171151019,2.59444586175,2.22291133756,2.44725398745,2.52969226038,2.48246236395,2.26327039101
(1- 61),1.98837980679,2.89040688286,2.91260523933,3.03046108705,2.36165415546,2.26250145932,1.76839649312,1.91744583107
(1- 62),2.42948011304,2.35594721373,2.40845937791,2.27413120748,2.48195768619,2.29944762882,2.38351599438,2.46685769042
