patterns\K,0,1,2,3,4,5,6,7
(1- 1),-2.70323420605,6.66636049869,7.24484450585,3.41594024178,5.48778147644,-1.98366872788,2.41314876228,2.60228706855
(1- 2),2.24604255344,1.83955477351,1.9283713885,2.09393475693,1.99910178611,2.6213741739,3.89053054708,2.35598991465
(1- 3),2.5854390877,2.28009033704,2.3657417519,2.55166057183,2.46315679616,2.47531878236,2.38817147587,2.10293748253
(1- 4),2.5212555706,2.27286928622,2.60211542891,2.60923025852,2.44434958469,2.11505741244,2.32572056328,2.36119247829
(1- 5),2.27995138979,2.35194906038,2.36731998725,2.3885161575,2.48758555324,2.46177153782,2.38636257669,2.49788058069
(1- 6),2.51668766138,2.36379229876,2.15103602315,2.43533687479,2.42624377667,2.21153763929,2.52351036642,2.54343735437
(1- 8),3.1766706714,1.46373325684,1.58728948828,4.63457423308,1.43936487358,0.505156375076,3.16147050078,2.96048442143
(1- 9),2.35612650386,2.18256251995,2.5423810193,2.49515785366,2.51836633813,2.31233543048,2.5020822301,2.33136284193
(1- 10),2.35218683154,2.46690399277,2.49170502903,2.41426828,1.03748276602,2.48827496512,3.29405908824,2.11628150888
(1- 11),2.61131221083,2.47525836363,2.2957214882,2.50175132653,2.04039240112,1.92126396575,2.56752217247,2.73876049064
(1- 12),2.39487224009,2.96833473695,2.97907011977,1.90045513479,2.40785894641,1.55321111807,2.22855520607,2.6372781722
(1- 14),2.52168811014,2.49867151264,2.38111142609,2.36437246502,2.33372134917,2.28297823388,2.29849496366,2.45587663995
(1- 15),2.34276656277,2.09677516171,2.45768811088,1.93195518417,2.24490409555,2.58606783072,2.88001460241,2.46783870683
(1- 16),2.29629905092,2.56943770657,2.38532225502,2.39534216382,2.58219791777,2.3565919244,2.15984629296,2.49108434952
(1- 17),2.32593615895,2.22849408783,2.58044289652,2.35017385866,2.56635870689,2.59288783217,2.14016378662,2.29555377023
(1- 18),3.04725973003,1.59192380075,3.57612485586,1.725951346,1.86294203536,2.12397735483,1.54257871534,3.87152573735
(1- 19),2.36273388103,2.30049258349,2.37220864219,2.61246830522,2.4333278705,2.43546667163,2.35869329839,2.41289254095
(1- 20),2.34387807029,2.11891877758,2.41964394452,2.33934195955,2.72936532501,2.11576729478,2.63799212448,2.49008639984
(1- 22),2.584099323,1.11032922646,2.20727718518,3.76388932982,-0.0555659406432,4.65776631809,2.03643449413,4.18498860773
(1- 24),2.58284805903,2.76291618894,2.07869264638,2.32688982191,1.43810155115,2.80115936527,2.19449864784,2.40211139905
(1- 25),2.37103656867,2.3876967237,2.36055510253,2.37726499818,2.54889646123,2.48762070906,2.15937452131,2.5309790513
(1- 26),0.198349996131,3.08464409466,2.3484322228,1.93007092603,2.96581771292,3.00162907106,2.24830879233,3.53740766876
(1- 27),2.65212796955,2.01332752958,1.36072071831,2.57972344668,1.78112776324,0.749758898404,3.77745937649,4.01530158204
(1- 28),2.41854842555,2.33376914041,2.00594059915,2.75094058403,1.822104727,2.45833950302,2.7188326955,2.36905574784
(1- 29),2.27375508666,1.95601571603,1.72479468727,2.23380897993,2.50705874536,2.54282039981,2.86765384351,2.4853121109
(1- 30),2.45261353053,2.39046618996,2.94927824407,2.00482618829,2.36226426536,2.16336749655,2.34207515724,2.52565189526
(1- 31),1.61421560137,3.21709002456,3.80789939065,2.37550992109,3.6411392204,1.87598245272,1.86663308431,1.57554781327
