patterns\K,0,1,2,3,4,5,6
(64- 99),3.19675874306,2.87190510775,2.22049091233,2.3120470411,2.80573276461,2.01211353882,1.21670623991
(64- 10),2.30052327642,2.72901222719,2.50126097196,2.39093307427,2.83416923375,2.32289271064,2.73896957503
(64- 19),2.21747510694,2.74136115687,1.59539342588,2.26734881132,3.31989204432,2.33812798629,2.87614055474
(64- 52),3.10810192174,1.76545652608,2.82674691239,1.63563279646,2.85216768322,1.62467183625,2.31030992913
(64- 58),2.45683438311,2.74300312155,2.02048439056,3.05866040178,2.570288148,2.86581383341,2.21247498374
(66- 99),2.69906555766,1.92909783623,2.60243796074,2.68670311719,3.43468483983,1.94764311069,2.70206244072
(66- 10),3.03537288222,2.39315583471,2.71607709513,2.51450742395,2.95901163784,2.10973709638,1.82428352
(66- 19),2.50545375708,1.84949736037,3.20220298144,2.93742718192,2.48994717282,1.63896207245,2.55533114609
(66- 52),2.55481900684,2.72540445995,2.4432388155,2.7095111834,2.1433235306,2.63119625336,2.74121935527
(66- 58),2.5565606956,2.22130467253,3.07977360575,2.89486383496,2.7908801378,1.71085540281,2.38163356843
(5- 99),3.13687664418,1.84405798072,2.11899691806,2.86137043317,2.97527784517,2.85897466934,1.6781906369
(5- 10),0.732127607077,0.456846100164,0.469232097279,0.875821986938,0.841190957891,1.36874230472,0.990812550298
(5- 19),1.15702285831,3.14848942829,2.86642670694,2.41819666823,2.55723868143,1.43857483958,0.722031036825
(5- 52),1.89025886308,3.19090592212,2.98442167517,2.20200057788,1.78602507185,1.88174135885,2.57254169557
(5- 58),2.18202944155,2.05399608011,3.06296542319,2.45767984436,2.77166355405,3.02264309112,1.59853294514
(41- 99),2.53266965373,2.05439079382,2.74260307943,2.67481506266,2.71892081072,2.3391348808,2.83091414691
(41- 10),3.01660933977,2.58682160138,3.0689306452,1.77241561719,2.54619403788,2.14508497109,1.51435952285
(41- 19),2.56983056278,3.16404214992,1.88439948806,3.16724586914,2.43947070693,2.00229347168,1.3790437147
(41- 52),2.89279305285,1.7784491778,2.62685150834,2.64131776855,3.36894784217,2.54602979625,1.54611322967
(41- 58),3.37159040535,3.29338565592,2.00547210492,2.90912520373,2.74021976296,3.43927539537,3.95995236399
(48- 99),0.00703775512436,2.07645436994,1.04568302304,2.02534451792,1.559921846,1.0589674764,0.837943499137
(48- 10),2.4440984176,1.91670111401,2.84972714265,3.15173821985,2.44964792367,2.46012339207,2.59221037355
(48- 19),3.30479160648,2.82298962559,1.52823010546,1.29033050813,1.27202218924,2.59199803621,1.84295013778
(48- 52),2.32512669565,2.43690219507,2.83580430406,2.44359022744,2.62410534468,2.66069352774,2.45132311228
(48- 58),2.36850714066,2.51312229785,2.32026110953,2.46500773392,2.57655952232,2.91877787502,2.88619276654
(49- 19),1.81068645938,2.24663520901,3.27001923399,2.23585426662,2.7890942604,2.94425361134,1.93208037178
(49- 52),2.69355843822,2.42371038902,2.50390001683,2.75685335301,2.97176674055,2.11818443264,2.34744712638
(49- 58),1.35214610785,2.81284006972,2.34550591953,2.19804782032,2.98762149393,2.38086535951,1.16083240164
(89- 99),2.49547982207,3.10251648383,2.1895978342,2.98196117856,1.5163687515,1.70023386429,2.66082913266
(89- 10),0.966821378966,2.9307532964,2.4089425725,2.79435754236,2.23996487569,2.5127480302,1.48849148028
(89- 19),3.04271300984,2.50209021287,3.44580273788,1.64629682352,2.48902853819,1.58550244881,1.78564584817
(89- 52),1.3172292493,1.22669208742,3.05360014074,3.19309497912,2.32334377681,1.1253265887,2.03756834237
(89- 58),2.5415787449,2.77350141635,2.14528224618,2.9230214558,2.62252005482,2.14051566116,2.42305464719
(99- 65),2.48509914398,2.32712015498,2.68175487201,3.14104012267,2.60533739052,2.38517141143,2.17268740263
(99- 90),2.47868497482,2.65789087343,2.28880239729,2.6130202564,2.67590950437,2.78466114455,2.49461529144
(99- 19),2.74312677853,2.42822386583,2.64050545194,2.71999265258,2.47434276621,2.41298852566,2.65610208098
(93- 65),1.94507360059,3.17711163877,1.7872899973,3.20822979483,2.39544465384,2.2200598485,2.1626553802
(93- 90),2.64880481526,2.54678014822,2.17230440722,2.67667410755,2.76704049752,2.56236678861,2.61661162434
(93- 19),2.41502694532,2.40130211116,2.90859254609,2.53021119976,2.55875993588,2.74334473854,1.83337096191
(93- 38),2.72130280604,2.7797370172,2.43191813433,2.51941466707,2.47396683591,2.61344028461,2.38889625696
(65- 56),3.18406087069,2.0969797068,2.19387597683,2.76325932533,2.43016589101,2.73916564483,2.44360108233
(65- 53),2.45393277259,2.42393711297,2.40065095504,2.57768617294,2.67727471553,2.78488256595,2.42298675526
(65- 54),2.43031378535,2.30190011688,2.65105502974,2.92246140594,2.32677865609,2.43566488838,2.70445347474
(65- 71),2.68598421381,2.24129930686,2.86540943896,2.30741573758,2.7857599945,2.57608692092,2.21617371772
(90- 56),2.8079832457,2.36917481686,2.50433068192,2.34662732599,2.6138700498,2.73323252218,2.70098652996
(90- 99),2.41353328754,2.6682291869,2.65972062931,2.79353186136,2.77404386217,2.05702657176,2.36718890917
(90- 53),2.85868512136,2.13844755067,2.39297045015,2.38089292015,2.68212401526,2.71128341217,2.93865731112
(90- 54),2.70521260705,2.25681202902,2.90276812678,2.64703612982,2.32466546549,2.32147774264,2.7485092186
(90- 71),1.90835558616,2.31542446225,3.23606191496,2.46184024084,2.38682670149,2.44888803097,2.70140331054
(19- 56),2.41919644872,2.6172559557,2.36270844708,2.78430564714,2.39068088552,2.94254332544,2.20264038996
(19- 99),2.5733790951,2.57434658995,2.68348264455,2.35392825606,2.414307085,2.78614352494,2.58525055819
(19- 53),2.70484961077,2.20716205616,2.78266583339,2.40532174726,2.49157400595,2.55538656499,2.9318039295
(19- 54),1.36374151966,0.668383965894,0.461306218426,0.876553547798,1.3357818048,1.33736976746,1.12034603658
(19- 71),2.00500261912,2.2658473317,3.04728006776,2.88153341272,2.41341752841,1.97817326919,3.1529394652
(38- 56),2.61828531995,3.20013746156,1.9765125241,2.9194504026,1.95979934225,1.92918400811,2.43947160115
(38- 99),2.67150565844,2.87542831456,1.87059132814,2.66189948909,1.91924805697,2.94162292158,1.21539210997
(38- 53),2.12647351713,2.2466481346,3.03364319437,2.62637861816,2.30292906584,2.60822056845,2.98453470835
(38- 54),2.94996131217,1.93823053363,1.81331119817,2.60844699324,2.5424635999,3.64880101681,2.90773250809
(38- 71),2.273458388,3.08856783867,2.1660155359,3.07053644472,2.42653041563,2.79823118047,1.79806263452
(56- 39),2.31883294758,1.90745136861,3.33618473059,2.34586334297,2.30076213031,2.8893746507,1.38255208142
(56- 74),2.0399480616,3.20400987575,3.05648911962,2.13684848498,2.38432148843,2.41227659444,2.39623331952
(56- 12),2.60729903107,2.35276933345,2.30394042437,2.82507250291,2.41162373761,2.8623604564,2.59206457803
(56- 80),2.64693494977,2.81663220143,2.39369922681,2.54219566544,2.36047200275,2.71741559911,2.51386108396
(56- 26),2.46585072484,2.73696987143,2.15298751175,2.53906712155,2.6500078413,2.81247568935,2.71447003149
(56- 30),2.78313964857,2.35960668333,2.36641571942,2.4910119664,2.54452370603,2.77567810156,2.72910218434
(99- 39),2.47678027886,2.64937982959,2.72126094744,2.3166429159,2.57997711087,2.34996817595,2.70061173747
(99- 74),2.79101377057,2.38446790542,2.46857658019,2.77635198593,2.57135483091,2.31901425417,2.75521510118
(99- 12),2.54504492945,2.74940572264,2.78147488133,2.66464065668,2.16319525713,2.10057226994,2.52259987022
(99- 80),2.48705497686,3.26123770883,2.67410079487,2.70854340562,2.10746840062,2.31341836453,2.45668316728
(99- 26),2.48031316988,2.92997218454,2.36265847379,2.78147364633,2.31918214689,2.66524195879,2.24620082878
(99- 30),1.70419277073,2.74150007991,2.85276412874,2.91988168158,2.06250197312,2.47709510708,2.75773035052
(53- 39),2.54640813798,2.20280379724,2.84347842428,2.31537844517,2.98561366997,2.47499531865,2.5467711374
(53- 74),2.21005527139,2.43756224763,2.46060078196,2.45801821295,2.51456167896,2.45712878688,3.26242931096
(53- 12),1.94944148047,2.99956445335,2.76307071472,2.66812711262,2.55221138793,2.0413193773,2.77858472167
(53- 80),2.54299353749,2.47282891116,2.53474128034,2.63078649777,2.66836448101,2.42768997842,2.70710639252
(53- 26),3.22377441991,1.9854488925,2.51212239331,2.39284293392,2.52653728594,2.69931402709,2.92084846587
(53- 30),2.7191495011,3.001296293,2.78330710894,2.44327777488,1.85243230525,2.64431785535,0.599695468782
(54- 39),2.29144650873,2.62745816479,2.29923620504,3.02212600873,2.37988027994,2.64823472668,2.37291458673
(54- 74),2.66175247051,2.97485930633,2.72385938706,2.19257515392,2.91953828497,2.33311005881,1.49849878311
(54- 12),2.41910541345,2.08616940317,3.45550227167,2.29634537718,2.39048474877,2.40567636192,3.06014225676
(54- 80),2.1675450918,3.18500204233,1.88386869661,2.81666908721,2.22540915539,2.54330587338,2.59543300255
(54- 26),2.7607300721,2.28261761085,2.87178207064,2.2469840793,2.49725046872,3.06276904558,1.75184432093
(54- 30),2.71435077216,2.56703269514,2.79038428654,2.74029521708,2.58833237385,2.09134963043,2.47758122707
(71- 39),2.42746639345,2.01556495858,2.66032621722,2.88972214954,2.43565121596,2.64593941475,1.89293612089
