patterns\K,0,1,2,3
(1- 1),6.32574978334,1.70248976681,9.69355207027,-0.728348399024
(1- 2),2.94556076096,4.53371645441,3.84682495387,2.76500343977
(1- 3),3.44666440143,3.64608314662,3.66328749826,3.21625123728
(1- 4),3.11695824937,3.63473247483,3.61115643049,3.52649434647
(1- 5),3.43600840149,3.5641760482,3.58792230555,3.40661289654
(1- 6),3.40447068897,3.67677989635,3.36903932912,3.532265836
(1- 8),3.04739761622,2.84718419207,3.6132526453,4.56957592185
(1- 9),3.60923742425,3.41652282159,3.81936311495,3.2039106378
(1- 10),4.12748125972,3.02420086137,3.08996732407,3.8474912468
(1- 11),3.59341845421,4.04423841049,3.13683092228,3.20988973184
(1- 12),3.14907291934,3.77537549796,4.50250025194,2.54823172744
(1- 14),3.39202247839,3.37604602129,3.68858927049,3.51334599471
(1- 15),3.60163202133,3.87230732414,3.37707865762,3.13621926426
(1- 16),3.55589734749,3.34632706736,3.57749963151,3.5318937096
(1- 17),3.824611227,3.57172959264,3.17889479078,3.30491307482
(1- 18),2.0177618415,3.58630981296,4.520300437,3.88278734002
(1- 19),3.54508173231,3.70939603298,3.60113551513,3.22160802472
(1- 20),3.58021350039,3.53103821517,3.16984055628,3.64697983804
(1- 22),1.72722358043,8.17769262231,2.64508899913,2.11984318541
(1- 24),3.11527926675,3.1886768291,3.24881677384,3.86465936442
(1- 25),3.9701381755,3.47725650922,3.4003403571,3.12566329813
(1- 26),3.57416416178,4.14192116463,4.98613153981,1.84525886382
(1- 27),2.86863185176,4.35375795633,2.7531272675,4.06756575083
(1- 28),3.35578463192,3.72014332357,3.61343940358,3.30399024647
(1- 29),3.07620509525,3.83729239084,3.57118853192,3.35287167662
(1- 30),3.64101273434,3.29725375792,3.55743831476,3.47198594439
(1- 31),1.96592085914,5.77127656968,2.46817345388,3.90301319109
(1- 32),2.26809573228,3.9667474212,4.16284208296,3.72514497113
(1- 33),3.5344503382,3.66807528289,3.50319101144,3.30039669482
(1- 34),3.59597609146,3.3683185754,3.44799670547,3.63137086248
(1- 35),3.82500569301,3.43225822864,3.41747869439,3.31681674388
(1- 36),3.42772781338,3.64248831369,3.46074271086,3.44789423639
(1- 37),3.15283152759,3.54901516868,3.04496442982,3.86975151033
(1- 38),3.13673153789,3.31655223302,3.9742841267,3.57935646868
(1- 39),3.70891240971,3.46644862458,3.44813008649,3.44324412103
(1- 40),3.94335634444,3.40766798621,3.36421490125,3.50813554608
(1- 41),3.4397840773,3.51438289372,2.97604711086,3.74146113051
(1- 42),3.40616708205,3.23706187503,3.68891684656,3.56859710699
(1- 43),3.72614624596,3.64591827484,3.54669734404,3.14711297709
(1- 44),3.37639917141,3.668110032,3.65412671937,3.30372655666
(1- 45),3.39645381113,3.67254531305,3.61977069584,3.3587607533
(1- 46),3.42787539643,3.63501647012,3.38157873931,3.58291373668
(1- 47),3.86128287433,3.54899506518,3.07382462815,3.55157671879
(1- 48),3.30836045847,3.50646701095,3.22228177746,3.67401287012
(1- 49),3.55595013469,3.38615287672,3.62423398392,3.40646376135
(1- 50),2.66732547501,3.8159458052,3.76625402417,3.38944503409
(1- 51),3.45571973435,3.71168554094,3.01362431716,3.56717172071
