patterns\K,0,1,2,3,4,5
(99- 38),5.21678445736,-0.25421852484,-1.12339682668,9.98105653911,3.0433604211,2.54749801542
(99- 72),2.75306037956,2.53937327242,3.22070057519,2.69469091055,2.92663573987,2.455092854
(99- 11),2.83983322873,2.40239863751,2.71292150467,2.66421505402,2.87524535497,2.9091101947
(99- 76),2.79130633424,2.54095153632,2.87131007864,2.90227041932,2.71435180914,2.68296591579
(99- 86),3.02918968326,2.85400941503,2.67991149714,2.60210114357,2.74790834416,2.66434285514
(99- 57),2.52849842985,2.9368297456,2.85813100575,2.67096990494,2.57174704818,2.91315128769
(72- 38),2.7524502807,5.34847702934,1.18155828646,1.53584555364,3.0117807217,3.01316531921
(72- 72),2.99135557904,2.69774649257,2.72492725934,2.58083554129,2.89649087646,2.66445836826
(72- 11),3.40209482093,2.64573502318,3.22783758473,2.17895863086,2.50145604143,2.74477041741
(72- 76),2.70606141794,2.81464760953,2.78121743289,2.63903578012,3.15903671209,2.52718613661
(72- 86),2.38988867626,2.93451248432,2.65327943829,2.90870144138,2.94513186163,2.66388989708
(72- 57),2.78558095035,2.93397637259,2.56622404446,2.78282558129,2.95720563242,2.5607383985
(105- 38),2.78237815353,2.38798325386,2.73140092931,2.64875836992,2.92802611779,2.97749686899
(105- 72),2.72876096272,2.90903872705,2.73116792365,2.7728315654,2.60414310868,2.78697720162
(105- 11),2.65374442775,2.37175344484,2.86259156689,2.57151180963,2.81975712964,2.92238637003
(105- 76),3.14889297243,2.13488548513,2.87431297092,2.96391835415,2.24384385438,3.18533012455
(105- 86),2.6397150717,2.97773538763,2.49063253945,2.77629942884,2.90260407352,2.73522752026
(105- 57),2.58480000622,3.15646393901,2.85011773248,2.66232006487,2.35116224915,2.81152533886
(11- 38),0.599217581088,7.28297485983,1.03202858576,4.57415754304,1.1536027225,3.09304043467
(11- 72),2.42909623139,2.47766302993,2.344623697,2.73915795677,2.17860034347,3.61642966592
(11- 11),2.8629031486,2.93610070666,2.86227402668,2.72946731455,2.43975029544,2.66660934859
(11- 76),1.27908526412,2.16223943208,2.2330772916,5.00839281057,2.18634639935,3.52644694528
(11- 86),1.54733521929,1.52003828062,3.74005684803,3.56901272346,3.04304523858,2.87079253862
(11- 57),2.97225768418,2.29201282096,2.67059133683,2.63780551342,2.66587935658,3.12271920675
(79- 38),2.89011342519,2.68004101004,2.71999622042,2.3771579623,2.85037298781,2.86224267596
(79- 72),2.78101931652,2.75341771815,2.59118827164,2.79063746849,2.76731449024,2.84553597391
(79- 11),4.97744304877,3.32056330587,3.54267450993,1.95709509154,1.78534412942,1.72207207013
(79- 76),2.63186127837,3.75486777964,2.26101453234,3.15200723171,1.93191448909,3.1023451528
(79- 86),2.92891333359,2.76361586583,2.74114506106,2.53373101196,2.96020215973,2.61376540936
(79- 57),2.51647013544,2.85055753873,3.02895508081,2.81352286301,2.84002759017,2.57605025177
(61- 38),2.72497455696,2.77299445856,2.71544631462,2.7081926428,2.89020967317,2.74735832602
(61- 72),2.65709504326,2.81372754429,2.69953240649,2.87553292447,2.71392056904,2.76887175774
(61- 11),2.83341292145,2.71004916896,2.49864479038,2.366871558,2.07811853749,3.54193549341
