patterns\K,0,1,2,3,4,5,6,7,8
(99- 38),5.79707401198,3.06771860918,-0.25628691066,5.48350830667,6.5326617717,2.15068064375,-4.2937868514,1.28203756396,4.15631387006
(99- 72),2.80475285156,2.32903524629,2.37646871578,2.33763107549,2.01514952565,2.4131632144,2.04478806867,1.91206882826,2.41677592949
(99- 11),2.3055641088,2.23170642119,2.46024987149,1.90928604516,2.29701260586,2.24822297657,2.30702201422,2.25384097145,2.24089775387
(99- 76),2.13004055029,2.43573020451,2.27525601499,2.17489046741,2.20279844848,2.20192452346,2.18433477201,2.18004061566,2.37211263007
(99- 86),2.29393253125,2.13299759424,2.37220344793,2.26452375502,2.29221327426,2.30468851453,2.14598191667,2.25072361577,2.21564302323
(99- 57),2.48800550218,2.09647263548,2.23979431538,2.45906430744,1.7006046337,2.3507625591,2.33479846853,2.33430429376,2.12717316689
(72- 38),3.68781731275,1.6099522902,1.04942739089,3.61371166043,1.11613074363,2.92604057875,3.60497469306,0.853093851615,1.74388053208
(72- 72),2.25037022855,2.19633094073,2.53720492757,2.14379884633,2.14501779029,2.25259550877,1.96565652933,2.39172741463,2.37674966519
(72- 11),0.774200557574,3.79648987718,2.08004939966,2.18359083277,1.80233294391,2.52328860981,1.91410591437,2.78995520881,2.28353585308
(72- 76),2.02738950091,1.95831200804,1.80563606772,2.89114603687,2.25471842352,2.12980700664,2.29487170707,2.47149717889,2.09797955966
(72- 86),2.38756544363,2.41802215249,2.08386586035,2.40514560372,1.79514656238,2.06197549441,2.19513233158,2.48941321613,2.30087769398
(72- 57),2.22619887051,2.37282417223,2.37791638579,2.23788131933,2.26437319259,2.15087822491,2.02317869525,2.12605047572,2.41225557206
(105- 38),2.3144137743,1.92695179725,2.0771482346,2.51525572826,2.3280976929,1.99933563022,2.14512172999,2.33371733224,2.43628006361
(105- 72),1.97263399049,2.06239842494,2.37595313246,2.15426015056,2.17134369425,2.38798814452,2.22639848321,2.54073203082,2.22105309594
(105- 11),1.84289678513,2.43273607536,2.3094467162,2.05531364354,1.85866431508,2.22019398998,2.22863171723,2.27733154826,2.60585395107
(105- 76),3.07941273247,2.81920952792,2.50248665093,2.00212774477,1.45841422336,1.21026697815,2.92466887041,2.35007237383,1.77543002816
(105- 86),2.25513456287,2.32959466474,2.40515057869,2.18329010063,2.05819144689,2.31318522906,2.15621445064,2.45521930605,2.10487874352
(105- 57),2.35668962066,2.29455999143,2.01769390364,2.48048692085,2.14796787271,2.27460131435,1.91273537472,2.46069559002,2.19604710515
(11- 38),0.676429707281,0.553110128731,5.03632007674,3.40862987963,0.763817698164,3.66534954416,4.86065939817,1.51469457367,1.11967263305
(11- 72),2.35972986261,1.67167194326,2.29035555612,2.45318161354,1.99643684708,2.08974531365,2.05676204452,2.91655493488,1.95515812133
