patterns\K,0,1,2,3
(1- 1),-0.979303261869,3.69474424809,4.02006114578,9.31584775879
(1- 2),3.8395771115,4.42282549764,2.64689122756,3.54616847879
(1- 3),3.33088633975,3.71633685105,3.59967733228,3.63198770558
(1- 4),3.62396983134,3.49650915382,3.67557910836,3.61142591777
(1- 5),3.82924150752,3.29108902031,3.70836893017,3.66812018056
(1- 6),3.50708600037,3.76246435749,3.29007542901,3.73549919119
(1- 8),3.19435797847,4.50767636736,4.86794880883,1.98541971814
(1- 9),4.01959457722,3.30599059605,3.46111532012,3.70992927136
(1- 10),3.76004774198,4.24999099306,2.94993843241,3.38767649023
(1- 11),2.59643449759,3.93468332359,4.24018620165,3.54442003814
(1- 12),3.00109204169,3.90373061288,3.54497083873,3.85228068652
(1- 14),3.76841182023,3.51110144401,3.76946245778,3.37500915644
(1- 15),3.71851240609,3.97436994154,3.05137527012,3.48689709748
(1- 16),3.79828281782,3.28624485346,3.86535256963,3.57097275105
(1- 17),3.67506700129,3.72320663039,3.13296334501,3.70911220561
(1- 18),3.62653665943,3.62557146932,3.75998622516,3.55520861367
(1- 19),3.85782501311,3.63780125975,3.31595345699,3.62194779073
(1- 20),3.6045541248,3.39381551045,3.45272771364,3.9284813757
(1- 22),7.09933617455,1.30356188507,1.62303298163,6.0079348165
(1- 24),2.65852541092,4.37019041394,2.49109862365,3.19827795875
(1- 25),3.31178327203,3.98364958106,3.00952729607,3.5903642008
(1- 26),2.96101544148,3.33727246289,4.79681229373,3.54915274694
(1- 27),4.62021450965,3.34064919453,2.66848712298,4.07986821023
(1- 28),2.64837312929,4.30582111614,3.70402477613,3.22090192422
(1- 29),3.50752950104,3.74381755143,3.16832680007,3.70163511645
(1- 30),3.56081306351,3.59681418073,3.42102645323,3.73877120301
(1- 31),3.92735393946,3.56384324289,5.27570595754,2.08091738552
(1- 32),3.60672707683,2.77390619304,4.7402125135,3.69548067776
(1- 33),3.86214572228,3.24842958931,3.60840106685,3.77044294775
(1- 34),3.39731259351,3.64556348827,3.96189909264,3.44469300447
(1- 35),3.64591889894,3.15215586359,3.72017673974,3.9863966177
(1- 36),3.71413607431,3.76801188776,3.36733869535,3.46896485239
(1- 37),3.43298384171,3.71140634851,2.95928149507,3.81569657971
(1- 38),3.62029249383,3.71302306437,3.76357431397,3.28726102823
(1- 39),3.54411136113,3.42562132462,3.99966119439,3.55121447831
(1- 40),3.81841216901,3.17183924578,4.23707109935,3.70628769923
(1- 41),3.45576761511,3.89253314921,3.49854023731,3.17485992819
(1- 42),2.84681276765,3.78621407683,3.54509431991,3.87211551434
(1- 43),3.39247774622,3.5998985492,3.70404609588,3.76525935094
(1- 44),3.67747835967,3.37207217919,3.82114029379,3.60171099909
(1- 45),3.64224021517,3.31645019225,3.99213629761,3.58621770334
(1- 46),3.49663850979,3.39044965918,3.75369140705,3.88122913401
(1- 47),3.98349702348,3.12070822456,4.02502097329,3.36890193576
(1- 48),2.90380072269,4.08939794598,3.59259667343,3.23126170908
(1- 49),3.27889561359,3.82148876957,3.38979985608,3.77579617317
(1- 50),3.3383825067,3.78325867997,3.55547318909,3.07837581896
(1- 51),2.30159850406,3.34902847336,3.67641934317,3.85716829594
(1- 52),3.56787067297,2.92202181371,4.5125736296,3.76905823938
(1- 53),3.74027640328,3.53257595133,3.59489516923,3.79969797189
(1- 54),2.48308320049,4.09817427226,3.65795897623,4.04184650063
(1- 55),3.9212221624,3.4509700363,3.26283889892,3.78643627202
(1- 56),3.96073137549,3.43606958056,3.68520892844,3.54530927888
(1- 57),3.68859200643,3.34520576821,3.52014016669,3.91113024386
(1- 58),3.46775204861,3.54006600146,3.85493338998,3.59958876035
(1- 60),3.70309058505,3.47111716692,3.80659703041,3.5111970993
