patterns\K,0,1,2,3,4,5,6,7,8,9
(99- 38),5.93742392605,2.67834979526,-3.37066871181,0.802445394261,8.6149214595,4.03739711483,2.31389045455,-1.96143391247,3.16404262558,3.48741571565
(99- 72),2.11164507476,2.33109504042,1.74822393013,1.92855845585,2.59145129936,2.5627469555,2.68597571297,1.66947729078,2.57672481021,1.72083303271
(99- 11),1.92250053771,2.08492742267,2.36516395541,2.18155132411,2.06268459181,1.81574549874,2.13835549962,2.77963592284,1.97921567994,1.93466671313
(99- 76),2.41569552573,2.09814726509,2.11731872671,1.98150643627,2.32269548365,2.03682924667,2.25708934432,1.95066339638,2.06693362343,2.27393157351
(99- 86),2.28105549422,2.0050045076,2.13748407193,1.97911370056,2.18432019805,2.11492546759,2.31360170447,2.39491774613,2.10164185254,2.07365527423
(99- 57),2.16483726641,2.28359651322,2.16568987828,2.18422059226,2.14579763974,2.54779794839,2.00404745103,2.45584775431,1.83396092622,1.69775961189
(72- 38),2.67993962235,1.23730005997,0.715883138138,4.52412300169,2.58660190206,1.66221796604,1.37439145859,3.42859928269,0.82393226158,2.61490901029
(72- 72),2.32953128063,2.0362989235,2.37518931554,2.04616654947,2.16917314997,1.93366743204,2.14197688939,2.14610777469,2.19538095497,2.24343099904
(72- 11),2.6002506513,2.71048321186,1.71335869247,2.98401624555,2.08135261829,1.15271113811,2.49749220175,2.05996130355,2.2539463244,1.51981274061
(72- 76),2.07060462831,1.85700762685,1.90435874809,2.4378233394,2.47355317634,1.63389672959,1.94800958714,2.66073162096,2.15983901985,2.33380330797
(72- 86),1.96191467937,2.0423328002,2.2684598277,1.97983953988,2.52369975353,2.20901287302,2.01582554741,1.94775642493,2.35469819016,2.29559893695
(72- 57),2.08879157684,2.01719406239,2.17803274057,2.27362224135,2.18115066932,2.31913572775,2.09639789332,2.13102728953,2.19508023865,2.06816953692
(105- 38),1.77455516888,2.1850819395,2.18678979684,2.50250206401,2.12028367913,2.14677724768,1.80332432484,2.03545592509,2.45318863287,2.25882944886
(105- 72),1.89153676431,2.3743964989,2.04357244401,2.02641230297,2.25119462155,2.15366764545,2.1339385443,2.19028397612,2.277445749,2.2548780435
(105- 11),2.17387130485,1.85456356867,2.31187515081,2.29383265242,2.09445053489,2.384628711,1.99659200376,2.16181857714,2.21482774511,1.91145810747
