patterns\K,0,1,2,3,4,5,6,7,8
(99- 38),6.49385828479,7.60834650582,4.09979731184,-0.520669619982,4.33641066954,-3.02279338486,1.86775309496,3.85740904306,-0.291753677936
(99- 72),2.6790576514,3.15302148722,1.91721367017,0.569738767074,2.87229439767,2.8791384371,2.85939992659,2.242833202,0.990860405443
(99- 11),2.12854008585,2.0518880289,2.33171370195,2.20444030469,2.22737159059,2.20220815115,2.3681125228,2.39916554863,2.29064795959
(99- 76),2.11615876688,2.36648597138,2.50440822044,2.32731391279,2.19234887583,2.14244513807,2.08214528868,2.10762664822,2.53879841039
(99- 86),2.22904098941,2.35335086306,2.22117384172,2.2997361344,2.24585014085,2.36228394017,2.11857167845,2.26887474257,2.21601050417
(99- 57),2.02511074189,2.02445612658,2.63607807732,2.17316762259,2.40294863766,2.18645350282,1.99033855439,2.50110955134,2.41388772297
(72- 38),3.97406473656,0.964481484854,0.234578915332,3.19840993061,1.2066425302,1.96388280623,3.28508310265,2.75204723106,2.67706729166
(72- 72),2.20354135116,2.26342186189,2.19070546672,2.2909957335,2.07367560276,2.12321811504,2.42268877003,2.3496046836,2.37086337869
(72- 11),2.3878529441,2.16480358589,2.12511205429,2.13965696559,1.75541673137,3.49763874099,1.33642388753,2.76040376851,2.16799054968
(72- 76),1.91061102861,2.47201033965,2.30743261485,2.41199917016,1.81123744379,2.15657699033,2.29594045956,2.52528724999,2.40604725672
(72- 86),2.36292386512,2.54700879494,2.26725438624,1.79093025404,2.16135327049,2.19134529238,2.47990244995,2.47815780645,1.98378314785
(72- 57),2.24564840546,2.36458408564,2.35932430501,2.4130522421,2.33588830349,2.24456086797,2.03334076325,2.04106739319,2.33704502193
(105- 38),1.91891660473,2.15582128061,2.05949543664,2.530624869,2.05655600361,2.43861555879,2.39189258384,2.77706450054,1.80428812432
(105- 72),2.11075702197,2.08223930817,2.40517622513,2.29782069008,2.23671098467,2.27003896614,2.40703277459,2.44285710186,2.08145936856
(105- 11),2.29946840603,1.76289837634,2.81310763541,2.34303246766,1.86713068682,2.24929942384,2.55137966222,2.34239987129,1.6397404896
(105- 76),2.65094470279,2.64368843761,1.27305684497,3.03826947649,2.50576936754,2.10621789645,2.56624482607,0.703382192082,3.05007019379
(105- 86),2.40179700684,2.33264926093,2.41511695667,2.24195909745,2.22968606295,2.09041636209,2.03310829764,2.17190570893,2.46079392009
(105- 57),2.34022710038,2.20035306775,2.41189414383,2.64996365526,2.01981362738,1.95439932112,1.71512547021,2.509979198,2.51484383951
(11- 38),-0.39782165755,2.82888297147,5.60614099199,4.30832489272,4.17835847141,2.58869899123,-0.166391754799,3.48758348609,0.416997630042
(11- 72),1.7340554748,2.19868644813,1.93475338709,2.85786984107,2.27351091147,2.08089450381,2.39286950091,2.15209592844,2.18124185568
(11- 11),2.14626626423,2.42940208796,2.19588279121,2.18673682116,2.15798172061,2.19218400024,2.39828226504,2.1846102281,2.33563138304
(11- 76),3.48974952293,2.34305877841,1.57386369557,0.912559294558,2.89630812394,1.88738053289,3.16227264902,2.52143221514,1.51195564059
(11- 86),1.45854137578,2.53277370198,0.949364252839,2.37181437871,2.714044618,2.62065209415,0.97743135788,3.42347520608,3.0858758963
(11- 57),1.87785552521,2.70250906472,2.60907348702,2.70423088125,1.94144107237,2.25247654195,2.00144823085,1.71162288026,2.39361856626
(79- 38),1.95963078396,2.39439979146,2.48043876299,2.11353456514,2.3085762226,2.55273286613,1.88812548928,1.91835622453,2.47260894472
(79- 72),1.96712083521,2.47854801235,2.71481765466,1.95792741565,2.42566080478,2.24841440771,2.35594565436,2.34496108816,1.88450628758
(79- 11),3.87222023737,0.476385770439,2.07530028523,1.80211844693,2.56697125312,1.36524870529,2.43786377592,3.2066068079,3.14954507091
(79- 76),2.04793237619,1.70673769944,3.35820933789,1.56592211913,2.75220769203,2.62098935813,2.37550942159,1.66763939172,2.72663459507
(79- 86),2.22815964999,2.20350896146,2.52104053732,2.33680644653,2.22761191176,2.15367076782,2.03936909406,2.20929630426,2.48423816656
(79- 57),2.10721550049,2.1935960514,3.47644468534,2.13731294049,2.44924549342,1.9950581402,2.38829741316,1.63612152002,2.29350551352
(61- 38),2.20865244048,2.38849277306,2.59812523293,2.17669601643,2.25665939286,2.12705348261,2.271862814,2.26551723203,2.08940351388
(61- 72),2.34126012036,2.26072936801,2.20236489129,2.2951120038,2.30809128055,2.27688053681,2.16188624818,2.18755359822,2.24409699042
(61- 11),2.27787051221,1.94936202699,2.25599631958,2.00132684955,1.60371480006,2.8058412563,2.60457686798,2.12784711422,1.92527813398
(61- 76),2.10519080643,2.09883514513,2.28630943166,2.52060964201,2.4294550461,2.34178098535,1.86547086751,2.15622636532,2.54114924711
(61- 86),2.39158761447,2.27541533098,2.40546785434,1.90146979448,2.29970097941,2.21278814241,2.42639121986,2.02733267815,2.3591513123
(61- 57),2.90833887737,2.41459338787,1.84600956133,2.20403253228,3.34642977025,1.59534648345,1.66496848823,2.15719094971,2.63783999259
(16- 76),1.99730402751,2.07877494387,2.31328466597,1.99684589183,2.23828282631,2.81155020081,1.99231532785,2.4153792782,1.98936066947
(16- 58),2.49315520038,1.90505036562,2.15042103589,1.8504290924,2.35400158518,2.62205830064,2.20354347811,2.08793681139,2.37610107496
(16- 66),2.30812936873,1.94086597447,2.45206993389,2.57007342729,2.22247766003,2.15850393142,2.15708214806,2.40021678717,2.22544145373
(16- 37),2.3805257927,2.29641558638,2.29590331702,2.31161433469,2.19822981367,2.27493508019,2.22010048761,2.19426330254,2.15894548904
(90- 76),1.88846204682,2.48278815903,2.28565307218,2.3222989078,2.41081092304,2.53913959151,2.07495626238,2.16105995575,2.20328909433
(90- 58),2.43758153841,2.07984991683,2.29552855319,2.39421958709,2.13255919415,2.37810641515,1.99508428771,2.07757862102,2.64074641442
(90- 66),2.4098794466,2.14643125729,2.11815524107,1.78076105096,2.45792194188,2.17619846496,2.56555328498,1.94082313737,2.64439169766
(90- 37),1.9862765549,2.83250736882,1.84905988205,2.64561349329,1.90120520208,2.18234866252,2.22992367227,2.48137057897,1.60245132389
(56- 79),2.22981292049,2.48276892565,2.32581974976,2.21093781035,2.36502041765,2.21716294281,2.20310845293,2.13159622486,2.22660907279
(11- 79),1.92760275355,2.23595830822,2.05068027885,2.11567338362,2.22400447376,2.27851979066,2.77820538882,1.98002440315,2.01180375935
