patterns\K,0,1,2
(1- 1),-0.719311061169,9.63476070026,5.89023132538
(1- 2),4.96122010764,3.58448881671,3.60650417644
(1- 3),3.95315438708,3.99531563297,4.31953258668
(1- 4),3.95710761977,4.25615781737,4.06036922131
(1- 5),3.88442521847,4.11941011156,4.28225033474
(1- 6),3.97423852911,4.25407386037,4.038777204
(1- 8),4.82289810952,4.27093405163,3.29497267791
(1- 9),4.05777193618,3.9945552273,4.201738086
(1- 10),4.19944348068,4.32259160774,3.7693495507
(1- 11),3.96219822348,3.59372925213,4.740454205
(1- 12),3.27053410173,4.33705856908,4.85905151638
(1- 14),3.95778722601,4.17284638736,4.12656336642
(1- 15),3.79495229903,4.27018882722,4.27922320507
(1- 16),3.76740417484,4.20945551128,4.34108713218
(1- 17),3.75704307423,4.2911613647,4.19366408831
(1- 18),4.00116209295,3.98252116268,4.36964688983
(1- 19),3.95803049292,4.23129318047,4.106294265
(1- 20),3.96543811355,3.99887387846,4.31393771806
(1- 22),3.06793719112,2.94512471395,6.68100546108
(1- 24),4.51711051943,3.40435510982,3.64169596799
(1- 25),4.35961623667,3.63149205237,4.05013854693
(1- 26),2.31819972051,3.78569695415,6.68797969027
(1- 27),5.21094839672,3.42765180231,3.46289256057
(1- 28),4.01069245491,3.75734426303,4.48733029132
(1- 29),4.11581819286,3.88342782252,4.14347732741
(1- 30),3.97674485904,4.03230876243,4.21098397327
(1- 31),3.95995527863,5.22590667651,3.16122774178
(1- 32),3.61787812776,5.42077272661,3.46487602316
(1- 33),3.77359704812,4.20699466288,4.35976806533
(1- 34),3.90076452864,3.76885371714,4.67082052129
(1- 35),3.73087522097,4.17406257852,4.45839039786
(1- 36),3.98053329755,4.1303857242,4.16353649535
(1- 37),4.42183338513,3.5594557251,3.95619174572
(1- 38),3.96395277878,3.89223421082,4.44275516505
(1- 39),3.84235540138,4.14992889359,4.32334199435
(1- 40),3.64863245295,5.02167153953,3.71630221562
(1- 41),4.31809948398,3.55438364129,4.08037813956
(1- 42),3.97831785524,4.09363965132,4.1502339624
(1- 43),4.20552335583,3.93040721024,4.11582283874
(1- 44),3.90898329668,4.2542923696,4.12725483481
(1- 45),3.83196014232,4.16624040411,4.3382678653
(1- 46),4.02496691964,3.96060765122,4.30885724105
(1- 47),4.03026000104,4.20209911067,4.06336910061
(1- 48),4.64072857848,3.84658878283,3.38695870022
(1- 49),4.06384657977,3.98816315222,4.16089412923
(1- 50),4.56762146127,3.21290734503,3.82421913245
(1- 51),5.05802501101,3.63280496103,2.55818410175
(1- 52),3.50942506999,4.51475879088,4.43036287267
(1- 53),3.95572130148,4.20773522236,4.15279799101
(1- 54),4.10175003955,3.57975657552,4.58931279139
(1- 55),3.92843689562,4.1117709936,4.30349174618
(1- 56),3.9822826515,3.37281574368,4.95356062699
(1- 57),3.75626811814,4.32017711112,4.26063966499
(1- 58),3.99441502684,3.77644439211,4.54011924211
(1- 60),3.9151034511,4.10440882293,4.36056122423
(1- 61),4.24907613036,3.84033455307,4.25988858661
(1- 62),3.95201984393,4.152412999,4.19557153295
(1- 63),3.19505048955,4.72115167705,4.65749723399
(1- 64),3.64201672074,4.30663244413,4.47611716702
(1- 65),5.15872811872,3.67826500428,3.16260603527
(1- 66),3.67519780679,4.18805104308,4.44917478339
(1- 67),4.43107839363,3.64517119693,3.74337425456
(1- 70),4.50992886157,3.4615755955,4.28384356546
(1- 71),4.31348678891,3.36338027737,4.35935708774
(1- 72),4.62901725915,3.75524648091,3.58050960389
(1- 73),3.79925476186,4.21352740902,4.31295145061
(1- 74),3.75399723129,4.68628829058,3.98780921578
(1- 75),3.65332830988,4.53487288369,4.1703877983
(1- 76),3.65218892295,4.2028763635,4.55108881295
(1- 77),4.15583742877,3.98581801214,4.11006336447
(1- 78),3.93105262127,4.20143836131,4.18967698395
(1- 79),3.95198817794,3.52038841205,4.72060603332
(1- 80),4.0581801094,4.26147612978,3.96995700187
(1- 81),3.36366561621,4.20602344366,4.85412586392
(1- 82),3.92145994121,4.17955443385,4.18585569705
