patterns\K,0,1,2,3
(1- 1),9.09177083091,-0.973215014569,0.818795074598,7.79061703339
(1- 2),3.04103017882,4.10151253549,3.85565068741,3.23951626874
(1- 3),3.25462424975,3.29275686109,3.80934080911,3.70047423757
(1- 4),3.53789222588,3.56119170631,3.49587716062,3.49224297099
(1- 5),3.55921303292,3.63805726841,3.37558340141,3.55967447568
(1- 6),3.68020293103,3.3304773653,3.70820614536,3.3629008363
(1- 8),2.52721627541,3.05756563203,4.58736151449,4.05358493648
(1- 9),3.44136051224,3.62838782041,3.39934275291,3.63958631202
(1- 10),4.29198640937,3.46526373024,3.5540895525,2.97921525726
(1- 11),3.449826731,4.1922155198,2.80083588993,3.72084749282
(1- 12),3.79704550528,2.62706968049,4.00079704248,3.67302441856
(1- 14),3.30821705525,3.63707875408,3.43362282556,3.70447615729
(1- 15),3.67330620391,3.61997439149,3.30577057899,3.495569057
(1- 16),3.38299036278,3.53127745771,3.70807284398,3.48939725096
(1- 17),3.30482040249,3.83387750092,3.4476289046,3.40162616429
(1- 18),3.41090964656,3.0865760031,3.97232259577,3.76171157441
(1- 19),3.4685385722,3.57671761507,3.69392108551,3.40312275162
(1- 20),3.62373458644,3.57323242587,3.4647399614,3.4885944385
(1- 22),2.45083696675,5.43817858698,5.74919725692,0.93495000324
(1- 24),2.88979848123,3.79549270317,3.27861671635,3.57777638889
(1- 25),3.55753265363,3.75695060761,3.08642181475,3.71976646837
(1- 26),3.97495485369,2.12649534568,4.08965738752,4.12518812091
(1- 27),3.19186512494,4.62098009099,3.65272428151,2.73199742537
(1- 28),3.20258145787,4.16916339337,3.14665794588,3.4242754444
(1- 29),3.70457183187,3.57439007921,3.55669558797,3.1681649881
(1- 30),3.71303502202,3.34376811128,3.5575868525,3.43127394683
(1- 31),4.12609702616,3.6433109933,2.47195287473,4.14438360795
(1- 32),2.92897055678,4.81576105977,2.98594528201,3.80970756129
(1- 33),3.37864738125,3.38583923135,3.6082951267,3.74597455229
(1- 34),3.72257489448,3.46163646417,3.5097052613,3.48419578339
(1- 35),3.30982571561,3.62178378903,3.38859547998,3.83239251944
(1- 36),3.61914769539,3.57710353826,3.26118729421,3.65960895373
(1- 37),3.96361024767,3.19491145615,3.4141133474,3.46719195286
(1- 38),3.33861031362,3.56222898648,3.47098914562,3.7535292278
(1- 39),3.50103067092,3.3121190047,3.42084333778,3.95599791986
(1- 40),3.69587275871,3.89213521169,2.684105096,4.14679303971
(1- 41),3.37370391502,3.39147323024,3.42425166132,3.73045581864
(1- 42),3.3481510309,3.83449328185,3.51763799393,3.2706142531
(1- 43),3.84189190046,3.40121927013,3.24599246274,3.73418770631
(1- 44),3.50099415158,3.51224835056,3.30665182932,3.80951120107
(1- 45),3.64079246604,3.60334336787,3.34995769442,3.56310325118
(1- 46),3.46529949333,3.84958638388,3.44111637756,3.40238186588
(1- 47),3.66612412301,3.57774869862,2.69731027283,4.14072619871
(1- 48),3.57797926289,3.4188955832,3.27434216465,3.71258052228
(1- 49),3.57200468687,3.35119144897,3.4987341623,3.68565164861
(1- 50),3.49850232668,3.41079714204,3.46710048398,3.48467209551
(1- 51),3.19589453523,3.70661133428,3.87055224317,2.6736647826
(1- 52),3.62781868036,3.72199388508,3.12073703321,3.72369588353
(1- 53),4.13996343925,2.636792239,3.88572102532,3.69373754219
(1- 54),2.86854657339,3.71062524284,3.22421807962,4.32052144344
(1- 55),3.23535900371,3.7999915271,3.66773909786,3.40011695431
(1- 56),3.48498553465,3.17238205446,3.94602519039,3.69143014518
(1- 57),3.41386797603,3.57781167802,3.62215829891,3.46837494447
(1- 58),3.62180611338,3.47841863805,3.4151471526,3.6386056898
(1- 60),3.72614507037,3.81268456828,3.26720629075,3.35618397098
(1- 61),3.819173132,3.40480650086,3.8114819571,3.26777427411
(1- 62),3.49033177712,3.56673092415,3.38379447963,3.71024144521
(1- 63),2.44727668025,5.51104067968,2.86920396642,3.45012657459
(1- 64),5.89612930239,2.70488677755,2.06692852356,4.01023652309
(1- 65),3.19301286971,4.21887243482,3.39328026407,3.42959354962
(1- 66),3.2688022282,3.320810236,3.4642761729,4.10379045069
(1- 67),3.48591458338,3.35684599647,3.27092556851,3.80881036084
(1- 70),3.63581203985,3.6116789828,3.42510936576,3.62967460463
(1- 71),3.33084942174,3.73703801158,3.40959047737,3.5778004143
(1- 72),3.91601296284,3.09117215525,3.41518220439,3.37839306985
(1- 73),3.87245869883,3.36849591254,3.66197000818,3.10910077834
(1- 74),3.59508740324,3.78810665892,3.25742847047,3.56306235704
(1- 75),3.71339243138,4.25864446745,3.07732262072,3.30147659337
(1- 76),3.77842684744,3.40784286319,2.58534402543,4.49971181927
(1- 77),3.36904033768,3.6542420907,3.73313723228,3.35284550984
(1- 78),3.251954935,3.31123158991,3.7604696657,3.82039704729
(1- 79),3.38388969952,2.76076711629,4.48889395651,3.39241899821
(1- 80),3.51493474992,3.80251632966,3.37244203453,3.46292808453
(1- 81),3.84831722184,2.66778357512,3.9749592235,3.57105301879
(1- 82),3.1637993175,3.89511975598,3.47324813957,3.5408458451
(1- 83),3.29457171893,3.80470484274,3.42731174258,3.51283276727
(1- 84),3.41446647851,3.74024740309,3.32095767911,3.58222567312
(1- 85),4.00195803747,3.73458697763,3.27216679525,2.94914356252
(1- 86),3.54362088821,3.2633898618,3.7647306099,3.51198470417
(1- 87),3.43938010622,3.72720055584,3.37577379781,3.59330920505
(1- 88),3.5870655793,3.56781077897,3.0011759676,3.9783122677
(1- 89),3.57675706835,3.16449350485,3.80233024332,3.60090922008
(1- 90),3.35577646784,3.66058773903,3.39815476782,3.71049301355
(1- 91),3.04403884606,3.82470561143,3.54521443662,3.50896121052
(1- 93),3.6634426954,4.04134062621,3.14506862716,3.45707513496
(1- 94),3.43225490407,3.8501966662,3.09518568759,3.71092128469
(1- 95),3.74818845499,3.9389731952,3.12977395793,3.29216760656
(1- 96),3.07443562073,3.8980945009,3.91083086681,3.20418151087
(1- 97),3.50197513863,3.5495871923,3.52692805242,3.48835055143
(1- 98),2.70773416157,3.8501898677,3.56664945141,3.72553077839
(1- 99),2.83574717497,4.206837901,3.99822718659,3.07831593777
(1- 100),3.67125277804,3.43001613038,3.2793779213,3.734705748
(1- 101),3.62871488566,3.52557663808,3.38195231117,3.6574669792
(1- 102),2.60329366531,4.04095747268,3.32845560621,3.97113720649
(1- 103),3.70322243259,3.21441144154,3.66865351583,3.53260570567
(1- 104),3.38281305608,3.3612240929,3.45270358969,3.9271410238
(1- 105),2.9755679733,3.7721700631,3.2973637623,3.80028826784
(1- 106),2.97322677512,3.49367643658,4.12298813723,3.24675993951
(1- 107),2.83741110433,3.8807688473,3.64020806156,3.618708586
(1- 108),2.68285355107,3.9010893724,3.59878850267,3.66954252154
(1- 109),3.86784497038,4.21014883023,1.7021236421,4.70840586563
(1- 110),3.3112651802,3.41988854332,4.27988456746,3.17137501378
(2- 1),2.96160571177,4.1637911799,3.11438430736,3.61820080726
(2- 2),4.14379436423,3.32180155528,3.23931207482,2.22847536363
(2- 3),3.58004052657,3.25350819099,3.09252581595,4.00707637404
(2- 4),3.5491816662,2.68945600797,4.04479184449,3.5931303997
(2- 5),3.61483694851,3.18912461979,3.62527700391,3.6419770989
(2- 6),3.44539444609,3.61545959326,3.41702500896,3.59117185847
(2- 8),3.44883725309,3.66874104474,3.65147607738,3.3070735268
(2- 9),3.95854394242,3.70027629274,3.49450039278,3.16412931951
(2- 10),3.8480911002,3.78538849021,3.1944277617,3.27071004044
(2- 11),3.32500369027,3.66974435426,3.37903552439,3.75058662208
(2- 12),3.16686871621,3.669719406,3.44733275881,3.82264074247
(2- 14),3.76665579611,3.88422565446,3.14692139366,3.35483340403
(2- 15),3.3923573689,3.66823628582,3.60730710623,3.29544075402
(2- 16),1.98788392251,2.62070335701,1.812748768,1.9375086628
(2- 17),1.90093462911,1.81732731802,1.57394647068,1.50975709761
(2- 18),3.67703538698,3.7205273893,3.19573234115,3.51115396097
(2- 19),2.38359038363,4.71299477754,3.3137825115,3.71791828213
(2- 20),2.8606913986,4.14185942624,2.75650787878,3.97336871532
(2- 22),3.39964424348,3.71668748935,3.35499443678,3.66254351291
(2- 24),0.411721375711,0.621265363207,0.749586106081,0.785757610305
(2- 25),3.34680136286,4.09412864097,2.73250095084,3.71372764554
(2- 26),3.71476895365,3.35940726647,3.63758336333,3.36590412228
(2- 27),3.25666339168,2.90836816201,4.08000695681,3.71576632104
(2- 28),3.24247164033,4.20535966118,3.2397288308,3.2841575617
(2- 29),0.917877684066,0.735446706356,1.36174105647,0.464454147406
(2- 30),3.56365559999,3.45625009016,3.98290950449,2.89876962734
(2- 31),4.23104123378,3.4508146361,3.01439594622,3.50069638003
(2- 32),3.49388430758,3.32508134966,3.21478329451,4.01308473738
(2- 33),3.71890170814,3.52379489559,3.29039689863,3.64176369537
(2- 34),3.10001653405,4.03037202234,3.79759189572,3.31541172388
(2- 35),3.58690284882,3.18031220855,3.93998849607,3.39730287392
(2- 36),3.65698030897,3.39178732614,3.53783966801,3.63420480716
(2- 37),1.74842357634,1.77450405857,2.19793769232,2.21838518165
(2- 38),3.63809309294,3.07645099611,4.13121857336,2.79574669095
(2- 39),3.29863970145,3.63899329714,3.00209103235,2.29340484772
(2- 40),2.45089521923,2.06736536996,3.38201403223,2.67078404531
(2- 41),3.50570507914,3.15949111336,2.65446168294,3.52632081608
(2- 42),3.76110678136,3.19293079012,3.33367296594,3.71129704387
(2- 43),2.77006697049,4.13111179515,4.14453592732,1.74369254459
(2- 44),3.60301708939,3.39582957891,3.48774109193,3.5918685653
(2- 45),3.41724133495,3.76959441165,3.80820306301,3.02052994146
(2- 46),1.41985068353,1.27594059419,2.07050387369,1.47778246029
(2- 47),1.02326592457,0.976188615153,1.0119698165,1.00260078647
(2- 48),2.89173187613,1.51028438597,3.88483851691,2.72732586921
(2- 49),2.52627101657,3.51907874936,3.94654103928,3.08837701413
(2- 50),3.8434070288,3.60777336941,3.60879779889,3.27977541248
(2- 51),1.1092609593,1.48514351513,1.81562495955,0.993615271313
(2- 52),3.57190864885,3.03645694669,3.73490915127,2.77441242829
(2- 53),3.75676502698,3.37359260413,2.97324463761,3.91014940845
(2- 54),3.84988752895,3.06646475067,3.3295601315,3.44818335035
(2- 55),3.8326898291,3.20697086607,3.09989331492,3.88281464164
(2- 56),3.2735088655,3.19769266504,3.88402644062,3.68641293538
(2- 57),3.20135799929,3.2656066952,3.0768178556,2.83497062902
(2- 58),3.50650981431,3.4259322684,3.31659268328,3.92468889333
(2- 60),3.54161462595,3.47045611021,3.81617418171,3.27863094242
(2- 61),3.48341737774,3.74557200091,3.34659934325,3.54689131119
(2- 62),4.05090838341,4.03242146698,2.82902725798,3.0968243135
(2- 63),3.82951504509,3.33925254203,3.75450352775,3.0879077674
(2- 64),3.3724685607,3.47476494459,3.50083930532,3.81082406278
(2- 65),3.87754383182,3.77717601854,3.48549695803,3.17738270491
(2- 66),3.02846521457,4.07710584653,2.85870421644,4.00516954444
(2- 67),2.67795269926,3.87623524285,2.43391138927,2.86736960875
(2- 70),4.36692974409,3.5431046375,3.39423495471,3.05413207215
(2- 71),2.1264103484,3.63283810612,2.48981657359,2.77134692888
(2- 72),3.14606628135,4.47951725903,3.30643054862,3.0719058185
(2- 73),3.75713865693,3.90934994879,3.3567921548,2.6558639714
(2- 74),3.19717403214,3.80497677322,3.34429731364,3.75512035006
(2- 75),2.84057619438,2.93742943872,4.44954786935,2.68067862251
(2- 76),3.94203989247,3.23808685844,3.51767034417,3.24339044708
(2- 77),4.10292814851,2.75298931625,3.6473353315,3.11380673085
(2- 78),2.60206474495,3.03447294871,2.94256609511,2.92524094324
(2- 79),3.86482701264,3.23364478389,3.69548239034,3.08367352961
(2- 80),3.25695987054,3.4614285183,3.67192897029,3.75054921002
(2- 81),3.55211168636,3.39597710179,3.96381196007,2.87392419238
(2- 82),3.29032441502,3.94649702765,2.92878398819,3.21074086377
(2- 83),3.15918543498,3.65716898951,3.78830462569,3.21690871363
(2- 84),3.43389181179,3.90144750564,3.6033097415,3.20108802268
(2- 85),3.87418228842,3.01134322621,3.92048801798,3.30581742142
(2- 86),0.753073699062,0.439939765551,0.353408985403,1.08372871388
(2- 87),2.93794697972,2.58312912822,2.16149767163,2.00325660263
(2- 88),2.7039158376,1.9797070277,4.01323915464,2.65915280731
