patterns\K,0,1,2,3
(1- 1),3.97136364776,-3.24017248865,9.29756961782,6.34619925837
(1- 2),3.49061249156,3.61605123835,3.02948037854,3.97341347693
(1- 3),3.58658686665,3.81764910824,3.21309262058,3.10206047226
(1- 4),3.76867160669,3.15400833815,3.51812964476,3.50354021574
(1- 5),3.91103374201,3.18239152343,3.40539482032,3.48222464104
(1- 6),3.51365957865,3.22064902136,3.52220245562,3.72706304529
(1- 8),3.60022438098,4.11483729162,0.775471247434,5.31780385836
(1- 9),3.73033791251,3.16734122836,3.69269864135,3.37299983693
(1- 10),3.20456261195,3.80970509534,2.87899556827,4.05151245054
(1- 11),3.92231505249,3.60430020744,3.39755052837,2.97179490942
(1- 12),3.09213635952,3.24619129732,3.59762495107,4.01697175786
(1- 14),3.68122656527,3.4719188765,3.2848557738,3.48452096099
(1- 15),3.29479657302,3.462493076,3.83608326156,3.29318067713
(1- 16),3.69715164009,3.39311394008,3.47579322372,3.40164264687
(1- 17),3.37665590881,3.44867827977,3.58541867458,3.40625109665
(1- 18),2.51703901472,4.70375521307,2.86360256027,3.73458373812
(1- 19),3.42321214518,3.46931694289,3.36747627315,3.70497175139
(1- 20),3.68723675742,3.40768880558,3.44954826205,3.41195348462
(1- 22),2.67602924504,3.50474463234,3.48282842872,4.51674352719
(1- 24),3.16726561538,3.76951626839,3.35030328334,3.36486077521
(1- 25),3.52691080276,3.43678497412,3.38879290945,3.52686112337
(1- 26),3.45673252692,1.90378857876,3.51604422369,5.50547932913
(1- 27),3.26245304445,2.89000915387,2.44780875448,5.55007827577
(1- 28),3.78484671694,3.48087136284,3.64725404802,2.85626259991
(1- 29),3.77774990183,3.43998515835,3.15310251286,3.54861784466
(1- 30),3.73538067112,3.22811566422,3.52871687132,3.48185178671
(1- 31),3.35872098404,2.86426745012,4.36933363795,3.55623656997
(1- 32),3.47828603715,3.3860699969,2.67312507831,4.59773555417
(1- 33),3.75452407838,3.24874527615,3.52276660147,3.44653190383
(1- 34),3.46374487411,3.56722176391,3.82606643405,3.07468026515
(1- 35),3.6312947174,3.42302618833,3.43808664602,3.48040174967
(1- 36),3.52130857889,3.31804729772,3.50550003356,3.62001760267
(1- 37),3.88040665397,3.41483640484,3.21357226936,3.31945146301
(1- 38),3.5861328981,3.03461392423,3.75920293733,3.63344557318
(1- 39),3.52096574046,3.45023099248,3.54630575901,3.45125091705
(1- 40),3.44955635572,3.32883985657,3.20399228594,4.2008010057
(1- 41),3.46693255069,3.58087376979,3.15625074126,3.52222079911
(1- 42),3.79058837146,3.28298079896,3.14684170017,3.74365134789
(1- 43),3.53049577454,3.208186083,3.73272110208,3.55705508195
(1- 44),3.68589139082,3.29721084313,3.57001248048,3.40198216666
(1- 45),3.62708674418,3.2303162462,3.51852254766,3.64600241248
(1- 46),3.55463295115,3.2151759964,3.71965286339,3.5497994208
(1- 47),3.25027920759,3.6231013263,3.43707360103,3.61403181177
(1- 48),3.01826967222,3.72004731651,3.25819288307,3.4917583808
(1- 49),3.72372812531,3.30854074284,3.47464796574,3.38809641027
(1- 50),3.57925745796,3.6650905722,3.23743591117,3.2341816964
(1- 51),3.05437316222,4.31075446328,3.44157442136,2.44797890715
(1- 52),3.47084786769,3.31800108238,3.6015534671,3.64002854163
(1- 53),3.73115695372,2.84762423871,3.58397735827,3.99884538241
(1- 54),4.05461207863,3.37442442029,3.50834520026,2.98188384771
(1- 55),3.51661399897,3.49826817104,3.49729409504,3.44895692258
(1- 56),3.4545762375,3.30160062568,3.9174166628,3.31289877951
(1- 57),3.70017212298,3.24226454118,3.52761837668,3.51414601559
(1- 58),3.44691561262,3.32854677062,3.87360110398,3.32784254446
(1- 60),3.62342658677,3.34901949406,3.40091322548,3.61864614507
(1- 61),3.38423958257,3.26384963498,3.32349156308,4.14981746958
(1- 62),3.5622734258,3.35012590827,3.55105413778,3.51232680253
(1- 63),3.28362868671,3.44147699883,2.70223583783,4.676269339
(1- 64),4.51350943432,1.8128462849,5.013696059,3.00972112132
(1- 65),3.53515403806,3.51047035579,3.43466117527,3.63036901542
(1- 66),3.65194414795,3.51330199188,3.17878837438,3.61655635419
(1- 67),3.43568654311,3.57058546627,3.28845864848,3.47456154405
(1- 70),3.90980682579,3.20384312917,4.08187265249,3.01634697642
(1- 71),2.94876922131,3.77232691067,3.34769753442,3.58058261632
(1- 72),3.82166987063,3.29033920972,3.50241116959,3.21378600905
(1- 73),3.36062954926,3.4085269903,3.67677770072,3.4718074148
(1- 74),3.43772386296,3.52177367952,3.66218868716,3.38961155541
(1- 75),2.65152194635,3.51892350193,3.62432082392,4.23551119223
(1- 76),3.73504209077,3.26414717654,2.83377105462,4.26660173446
(1- 77),3.45850827936,3.3057024761,3.54906023144,3.69507000594
(1- 78),3.68737268109,3.48325437079,3.586721612,3.11380138738
(1- 79),3.18454407128,3.02556598115,3.53998984732,4.25941521443
(1- 80),3.80288326721,3.10724601272,3.41549387541,3.7254096509
(1- 81),3.08519198304,3.2134947646,3.67384600552,4.02860558246
(1- 82),3.48521786351,3.48885726275,3.50101447935,3.44544312797
(1- 83),3.77809174578,3.39260623777,3.27233360058,3.47910348949
(1- 84),3.37483911422,3.57799017206,3.59830727725,3.3189948576
(1- 85),3.04242342558,3.3657977224,4.25997432564,3.20381910948
(1- 86),3.7740465736,3.34827337353,3.40505691171,3.41416235405
(1- 87),3.67237382118,3.3040548123,3.58088395818,3.44844008114
(1- 88),3.59569381146,3.36050037554,3.32860812914,3.64373872473
(1- 89),3.3609998284,3.31875491459,3.91909172201,3.41177600863
(1- 90),3.68647759167,3.32548594008,3.54167970229,3.44550175991
(1- 91),3.40975616174,3.47836799522,3.63410253572,3.28362482977
(1- 93),4.37508060501,3.32978803499,1.25067853974,5.10206721504
(1- 94),3.43234324302,3.70295850979,3.16656806673,3.5640646055
(1- 95),3.5265840716,3.32336480401,3.38497159384,3.77116464381
(1- 96),3.85906664942,3.11126806673,3.60678479495,3.4895867181
(1- 97),3.46850656099,3.64959346889,3.18496594056,3.50660349304
(1- 98),3.58528269262,3.1517895733,3.61675344341,3.62850555028
(1- 99),3.67702032748,3.07814930472,3.56123415831,3.76049195938
(1- 100),3.66378369655,3.2904060381,3.57362797029,3.45036359848
(1- 101),3.63866029829,3.31286290448,3.44430691902,3.59899253194
(1- 102),3.97536975037,3.51728083555,3.20659268982,3.28046315656
(1- 103),4.04569433743,3.13449681359,3.79333986887,2.87307846971
(1- 104),3.49845667612,4.23944693848,2.68867279966,3.18639965725
(1- 105),3.393725485,3.58090173937,3.50713787116,3.40990957708
(1- 106),4.19047661828,2.79450489873,3.69721964143,3.17514207729
(1- 107),3.86465850061,3.59775827675,3.31343085489,3.0955709877
(1- 108),3.39694878592,3.91424632629,3.18715585671,3.34709761044
(1- 109),3.96348657881,2.88120308011,3.06707491987,4.4310810778
(1- 110),2.99137400771,3.37016413238,2.95995567269,4.81829813703
(2- 1),3.33074207356,3.68946961896,3.16748515114,3.58723573265
(2- 2),3.37782272288,2.13605557412,3.14786656892,4.29254807874
(2- 3),3.44825343143,3.21418198594,4.13724838278,2.75594075401
(2- 4),3.07476613974,3.36659156466,3.72044376627,3.76578889475
(2- 5),3.23386052351,3.92544317796,3.60416976716,2.91265338164
(2- 6),2.65216163928,4.31744616567,2.94621546735,3.44671239424
(2- 8),3.37255434673,3.75184950848,3.2496553892,3.4992808728
(2- 9),3.47148931063,3.90778941053,3.43727934392,3.18260448309
(2- 10),3.38932586256,3.0457573713,3.40490775021,4.12806448035
(2- 11),3.30522199811,3.60958536213,3.69220107741,3.32640741832
