patterns\K,0,1,2,3
(1- 1),-1.50058556601,7.41229414611,2.1921133428,7.56380822441
(1- 2),2.43899367887,3.80605378843,4.38621517595,3.44466515614
(1- 3),3.51330051977,3.33117320254,3.72898565108,3.49892002857
(1- 4),3.94142846261,3.36243414393,3.33251970129,3.52638986987
(1- 5),3.69601939366,3.59830740927,3.55514273802,3.3891738786
(1- 6),3.37006082007,3.7982066271,3.55373163275,3.47296209867
(1- 8),4.01031412287,3.26101869142,3.22433608164,3.95642781375
(1- 9),3.95816381924,3.66295862742,3.11860352618,3.46916390615
(1- 10),3.85349991508,2.9810497021,3.93070256761,3.54372964019
(1- 11),4.26639526486,3.59802266741,3.77320793246,2.74875640338
(1- 12),2.82742383581,3.19205534103,3.69032404941,4.27650975701
(1- 14),3.72095051595,3.69548464889,3.40828099374,3.40564086319
(1- 15),3.427128189,3.73435783911,3.62598058819,3.35560870324
(1- 16),3.71937163579,3.36954009978,3.83500719502,3.31244649244
(1- 17),3.28042262148,3.54616105675,3.50640764002,3.68448957228
(1- 18),3.50787343676,3.63895758802,3.65673094457,3.54500108263
(1- 19),3.77576633053,3.48068550107,3.55173555067,3.4626429622
(1- 20),4.11997853359,3.70922328719,3.22428405663,3.29480423225
(1- 22),4.92922854461,5.98909079985,5.17537217431,-0.310695586101
(1- 24),3.39460646856,2.96603588727,3.49812234049,3.7766329176
(1- 25),3.58527686927,3.75471724327,3.61883896506,3.2173406073
(1- 26),2.48875600442,4.46320422715,2.435685963,4.74766199799
(1- 27),4.52148883675,2.95227172414,3.87276287809,3.11993115585
(1- 28),3.82613414272,3.3838865007,3.61192688838,3.42859178405
(1- 29),3.22062624856,3.31930357286,3.51245229256,3.86974113254
(1- 30),3.14447770145,3.30787896287,3.7660436284,3.77716177139
(1- 31),6.33773770643,2.78648427025,2.94291090978,2.77835691004
(1- 32),3.75976596654,3.62868139006,3.57541266686,3.4711876002
(1- 33),3.91746520711,3.64808565437,3.35160695214,3.37225364029
(1- 34),3.56301730921,3.59713043339,3.40497556732,3.65896076876
(1- 35),3.74252726113,3.50812396965,3.75371718428,3.27883414797
(1- 36),3.63274817375,3.58056634638,3.67072604428,3.33129298908
(1- 37),3.44522047158,3.45871732077,3.04052038901,3.94910695663
(1- 38),3.83742833889,3.36807256112,3.6913920722,3.35711029568
(1- 39),3.66810259209,3.78447009638,3.36173044787,3.46025403765
(1- 40),3.43107676475,4.80949767855,3.29196940999,3.14817928462
