patterns\K,0,1,2,3
(1- 1),10.1634289336,7.7745062241,0.090173665288,-0.891766257199
(1- 2),2.26705277057,4.75189670862,3.18251647483,4.26100780723
(1- 3),3.12273033423,3.77013524428,3.55379952085,3.74652670642
(1- 4),3.77790087262,3.63662218737,3.36767536481,3.46844160363
(1- 5),3.82027417203,3.73013487096,3.43534046818,3.34774216341
(1- 6),3.37196623152,3.49568332108,3.81938687609,3.58266142234
(1- 8),2.20989633065,4.44391316399,3.45091474461,4.39519789575
(1- 9),3.48433749459,3.70877214552,3.90999304848,3.16795537187
(1- 10),3.44860720704,3.3749943798,3.52973240242,4.01146412486
(1- 11),4.86178177261,3.47059806231,3.21676661681,2.89469110758
(1- 12),4.30698668735,3.64336452879,2.66639992823,3.64266696704
(1- 14),3.76236056944,3.73108649506,3.67490076791,3.13886865215
(1- 15),3.36503957902,3.99899616721,3.70678174506,3.29339916546
(1- 16),3.56130161257,3.60825407193,3.55010384263,3.62740728827
(1- 17),3.73561935255,2.85810618403,3.6907507665,3.69318438177
(1- 18),3.98609616409,3.35482399663,3.26631307747,3.78246431651
(1- 19),3.48095330989,3.84402687422,3.5928806558,3.423296592
(1- 20),3.39887086081,3.13341534831,3.81573791014,3.74510065285
(1- 22),8.07214721577,1.96634979905,1.36008814812,3.89956005807
(1- 24),2.6972801194,3.20349447677,3.28179401308,4.30227600701
(1- 25),3.44864449553,3.44663177122,3.80007124539,3.5040807635
(1- 26),4.72751527729,3.37908028533,2.12616080992,4.11783295569
(1- 27),4.34186418031,3.40810869053,3.21885629896,3.48736926451
(1- 28),3.101883281,3.31478634798,3.98964308138,3.69503840322
(1- 29),3.16753943095,3.07637293465,3.99578786893,3.68892422321
(1- 30),3.89587089048,3.36342574734,3.79016289296,3.16850712156
(1- 31),3.84725028469,3.22881843544,1.91352888902,5.48447500207
(1- 32),4.16251787253,3.74721595512,4.40182684126,2.24415642389
(1- 33),3.55015384139,3.61578190593,3.7716570017,3.36312392552
(1- 34),3.33303558718,3.71147337343,3.51387304374,3.77536281868
(1- 35),3.54521221389,3.65447503746,3.61163547376,3.5481924603
(1- 36),3.72931191255,3.77240364054,3.48459707339,3.36109762991
(1- 37),3.4245238678,3.25013999744,3.59120052257,3.93001806544
(1- 38),3.43353606151,3.95660753042,3.70770713537,3.24117123348
(1- 39),3.876660771,3.70566032323,3.63855652494,3.13894596636
(1- 40),4.38606439616,3.80775617799,3.24510943821,3.06055994002
(1- 41),3.39202415248,3.43459658104,3.58802307952,3.64905443608
(1- 42),3.66540188038,3.13939748176,3.51777766584,3.75807772028
(1- 43),3.7668673574,3.62764082452,3.74123709266,3.19747083637
(1- 44),3.50902591254,3.81662067781,3.76754097792,3.21543574713
(1- 45),3.64248650744,3.77419251506,3.4776461473,3.48382656139
(1- 46),4.01629952125,3.22942702732,3.75424877747,3.32157002583
(1- 47),3.7385762959,3.55557274602,3.74507920907,3.30495640507
(1- 48),3.39326637356,3.28622016444,3.42457144116,3.85581549422
(1- 49),3.30950947452,3.93188095072,3.50958077401,3.51018306028
(1- 50),3.01733328485,3.3498102138,4.10339225046,3.42582618007
(1- 51),3.47191391484,2.35592438264,4.28047785383,3.49686352279
(1- 52),3.77008307752,3.83094972459,3.41654645464,3.40910375895
(1- 53),3.96836789253,3.4577539439,3.70940142227,3.31803391097
(1- 54),4.81051990571,3.40282067917,2.94653840467,3.27478303492
(1- 55),3.10508934689,3.18393100351,3.85804801066,4.01770696398
(1- 56),3.22977463598,4.22749009121,3.44027810619,3.57867084765
(1- 57),3.02723097037,3.68298987554,3.85809137011,3.66734373008
(1- 58),3.53460842095,3.72153659021,3.57622601615,3.50659834805
(1- 60),3.75491530659,3.67369114307,3.67952770945,3.25410184797
(1- 61),3.83135759571,4.22829246138,3.08978723674,3.37919858349
(1- 62),3.63095284286,3.76212691289,3.57999174956,3.37948302968
(1- 63),3.67460983344,4.39319077823,4.11261561456,2.42324071231
(1- 64),2.96046133956,3.91659160887,3.42085521859,4.08950022323
(1- 65),2.77486268208,4.52473531188,2.98151671128,4.32393003869
(1- 66),3.54081067068,3.60925615554,3.64825405836,3.55294110769
(1- 67),3.34354664896,3.40117584044,3.55677314041,3.72505916008
(1- 70),3.59411385171,3.77292533106,3.35106362078,3.75236739883
(1- 71),3.3393073937,2.98900356978,3.85579363456,3.85531844065
(1- 72),2.8240688014,3.19905106125,3.96552000097,3.71173023249
(1- 73),3.35356047904,3.79753103491,3.3296749069,3.78641200159
(1- 74),4.30946378338,3.20292001359,3.73669990843,3.19790120375
(1- 75),3.86228468923,3.68881231819,4.14726062933,2.77982364256
(1- 76),4.34882453578,3.77442469839,3.39338310327,3.02695467149
(1- 77),3.70170375785,3.38600641227,3.65563149846,3.55590453439
(1- 78),3.5384517902,4.28966961779,3.38047504744,3.02822338349
(1- 79),4.3249582861,4.40352802615,2.28393600931,3.32184367345
(1- 80),3.46607185453,3.75723578113,3.49555373556,3.63966748218
(1- 81),4.28537744218,3.68665229038,2.62298426116,3.68093079011
(1- 82),3.93518184286,3.57561411379,3.85553930685,2.91574583039
(1- 83),3.69594470718,3.55820460588,3.85414577992,3.18370937975
(1- 84),3.56596758332,3.50123123713,3.72600823006,3.4582380711
(1- 85),2.61969984644,2.95490162102,3.96270254253,4.23235553695
(1- 86),3.50787625617,3.56235727432,3.46763991631,3.7040743769
(1- 87),3.02180330315,3.91238030031,3.62638571817,3.70371213367
(1- 88),3.80983419982,3.0176696001,3.67867619839,3.62466450894
(1- 89),3.61911677033,3.44384050973,3.36132878516,3.85591178869
(1- 90),3.63838989253,3.54870470515,3.58162359605,3.5366521257
(1- 91),3.3379060951,3.49640071291,3.77646401816,3.55336100404
(1- 93),3.80200261347,3.35474045219,3.43609167778,3.92817248843
(1- 94),2.71004808699,4.13787857712,3.69847018525,3.46416097668
(1- 95),3.64312088343,3.52731346837,3.59915672984,3.53490621747
(1- 96),3.17625750868,3.48680473535,3.8952454177,3.69831395643
