patterns\K,0,1,2,3,4,5
(99- 38),1.60306822857,-2.30588941494,3.78204213225,2.96304305549,3.77754158485,10.3208176093
(99- 72),2.35281000399,3.40215199648,2.20856796989,2.6024688194,3.54099997994,3.18386712011
(99- 11),3.08588182391,2.73846334044,2.63143418921,2.94862787927,3.23372534109,2.47801188345
(99- 76),2.78961815344,2.80258322168,3.0817608971,2.64796411552,2.78996537361,3.03787550758
(99- 86),2.7373438897,2.96061177667,2.90973693528,2.66587230579,2.78675447398,3.11255329433
(99- 57),2.99450995813,2.63302639313,2.67669995238,2.87724700183,3.08017978674,2.9534487195
(72- 38),2.67934569026,4.28213509186,2.81702171854,2.16943572014,1.83290976118,3.31775930796
(72- 72),3.01006430776,2.56130866395,2.78022045657,2.8731282918,2.95519230047,3.04229678283
(72- 11),2.5242131568,3.27890119793,3.12923330109,2.18411219646,3.10572555711,2.86494331691
(72- 76),2.53868394869,2.62151152806,3.41467825547,3.62308208931,2.57824119579,2.45136266997
(72- 86),2.07198539424,2.86125442421,2.81052515091,2.91858351309,3.08106103854,3.40140863324
(72- 57),3.05902814445,3.22595289605,2.53067703589,2.96123962565,2.72540056796,2.54816817382
(105- 38),2.82010105424,2.95893426994,3.08120498002,2.73546482222,2.53930557783,2.9367993635
(105- 72),2.7456310346,2.80084965208,2.56435925496,2.82756540348,3.22890858316,3.08024725126
(105- 11),2.68345071521,2.57832344765,2.55346367828,3.06147144072,3.14504235732,3.0113231725
(105- 76),3.14561140073,3.39556013589,2.40230757552,2.80993849388,2.72845601798,2.77216154063
(105- 86),3.09233077026,3.10651734088,2.52581552825,2.83276498898,2.84448337223,2.7647218082
(105- 57),3.05764316573,2.73402590723,2.91654949353,2.92352385346,2.47905389721,2.97730239495
(11- 38),1.67414533713,2.6771992302,0.692704571591,5.5047736297,6.96402065795,1.64557369263
(11- 72),2.1857242868,2.83808999747,2.97275988927,2.44459347907,2.37189978149,3.35242790617
(11- 11),3.29790322975,3.42500086021,2.35586129263,2.75842939029,2.56848878058,2.40286069924
(11- 76),1.606226146,2.61361107593,2.99928327391,3.86133585667,2.59056804556,3.51476078808
(11- 86),2.16866873783,3.52897451251,3.09330789251,3.93203448699,2.12127169143,2.35068972212
(11- 57),3.19117139064,2.17343693937,3.36506635326,2.59694822961,2.8671855933,2.83707089191
(79- 38),2.68199101808,3.10766660097,2.73911678585,2.3766047318,3.1894844256,2.72835983124
(79- 72),2.9038306694,2.59645310112,2.77783537227,2.69746647883,3.27913888085,2.94223991714
(79- 11),3.63948528048,3.07315635476,1.52833097509,3.23097797985,1.7808904981,4.22985806066
(79- 76),2.74780828009,3.56091777816,2.65308869743,2.56873751979,2.91504526911,3.06351109586
(79- 86),3.00152007929,2.80254946934,2.79971760985,2.86048379957,2.978219107,2.74040826873
(79- 57),3.19671294578,3.12434094256,2.37560495176,2.82684395926,2.93139242236,2.75016089876
(61- 38),2.93576884166,2.59292085196,2.80676561601,3.17985289551,3.04279597294,2.66995738861
(61- 72),2.81177851779,2.87108938226,2.87919389641,2.89643252497,2.87428658692,2.84690247981
(61- 11),2.70479156275,3.00032995077,2.25184085248,3.01572736153,2.62127801755,3.3750743178
(61- 76),2.77704021338,2.97426399108,2.85093043668,3.14351915105,2.57219590725,2.85187630552
(61- 86),2.69218579797,2.75850765762,2.96894909466,3.07650141965,2.85341367139,2.84464135798
(61- 57),4.0626372554,1.29111686039,3.78112676256,3.72176955601,2.58784787833,2.21387005555
(16- 76),2.84202136023,3.2174430156,2.97181111294,2.49525971354,2.53253542913,2.62763165104
(16- 58),2.65261160937,2.72018224817,2.77041041263,2.40297918776,3.37601030588,2.95019918768
(16- 66),2.77625976587,2.83660366426,2.96291668267,2.72842228087,2.92180353943,2.9853923569
(16- 37),3.08360092466,2.86784503317,2.78734180283,2.99768029625,2.67164812835,2.74310493915
(90- 76),2.93813978069,2.83186480039,2.82993321578,2.81943223192,2.89976053447,2.90730741681
(90- 58),2.78887859795,3.03673911482,2.38040501556,3.12682572779,3.00566398645,2.87984968522
(90- 66),2.50736368887,3.2789480208,2.55119918731,3.1055216677,2.76295781414,2.9415568162
(90- 37),3.15176776354,2.53615872132,2.52637039472,2.53426914192,2.63708954209,3.43077381369
