patterns\K,0,1,2,3,4,5,6,7,8
(99- 38),0.90681085693,1.08645071689,0.1416025757,-0.622408194342,8.29687523023,7.49086129533,6.62545261132,-0.369618602657,0.897713224961
(99- 72),2.66992326457,2.43819014663,1.22047294815,1.98094844497,2.60022766373,1.86952886001,2.60228118728,3.26483480777,2.47505412114
(99- 11),2.28514814177,2.36452840532,2.43693890276,2.0781481963,2.11651899787,2.49830882377,2.34741619127,2.05678845939,2.34453142792
(99- 76),2.25076815228,2.41386543565,2.14634643794,2.24617189314,2.51414101712,2.42911651293,2.23660380887,2.06727888239,2.26144843617
(99- 86),2.27535055674,2.47765842233,2.20724564673,2.24573189508,2.16664624286,2.37078929851,2.1997800812,2.33567812623,2.29798543379
(99- 57),2.3857070647,2.17653584647,1.96183785723,2.42986660754,2.32066932414,2.49517778562,2.17438899387,2.34500754842,2.23515217843
(72- 38),4.29950307765,1.7939315664,2.93373204189,2.83904302545,2.46946068646,3.01309496138,1.49884321435,0.614604231278,0.824176660413
(72- 72),2.34028223324,2.25435724811,2.20158878689,2.24557626666,2.07854817304,2.2438024936,2.54748274075,2.11444885436,2.53358301995
(72- 11),2.47130543509,1.6860087708,2.421382789,2.12177473862,2.21866291221,2.22405869538,1.83953271115,2.73130769538,3.16651432599
(72- 76),2.38440512952,2.24235948537,2.21734324299,2.29674939495,2.63177739387,2.35395103637,1.9682468654,1.92707718472,2.63256748799
(72- 86),2.35877282859,2.69444431063,2.09117015789,2.24809378525,2.43909860044,2.16645962544,2.24712521953,2.11406238792,2.20955725701
(72- 57),2.29605761988,2.17923067134,2.46209227844,2.42042872716,2.10049922727,1.90455920544,2.11844780418,2.54876162914,2.44507452571
(105- 38),2.26151793211,2.26850609075,2.51822086259,2.3719406453,2.4228982298,2.56826735776,1.89343266601,2.28946256276,1.88186075457
(105- 72),2.21848048583,2.34242474264,2.3017056519,2.17256509734,2.11921971636,2.24986239152,2.26367539924,2.52366500796,2.3902249834
(105- 11),2.68717710635,2.46204090833,1.73780271979,2.63351598045,2.38207152291,2.29276204133,1.64959396067,1.97523323021,2.43536093742
(105- 76),3.07050810474,3.16265500778,2.40175407557,2.68504948558,1.32352829687,1.80507844826,2.81729456794,0.975515434562,2.23334006486
(105- 86),2.54230971174,2.30245931109,2.20793251392,2.12478426741,2.18349083719,2.25992183166,2.27100935459,2.4365730309,2.31768524657
(105- 57),2.35946545675,2.62340274435,2.19029726552,2.05762427138,2.13430603004,2.67442961873,2.1302644203,2.22192460653,2.26376522353
(11- 38),5.22835695706,5.7219420972,2.07625393772,1.05106835918,3.12796185731,1.50014998555,1.22309861476,3.08055900807,-0.68561413167
(11- 72),2.36380521209,2.52024479591,1.99105897198,2.62959901881,1.79312300949,1.86404695192,2.31840062471,1.61437245665,2.76755927662
(11- 11),2.43437891745,2.51870022834,2.43197459942,2.07835577603,2.35134879546,2.20701287861,1.7439532537,2.39608325102,2.25327737259
(11- 76),1.12565200389,2.79429907053,2.12311627983,1.88910808679,2.66814768239,2.78276663129,3.24481629263,3.05467862708,0.741808369415
(11- 86),2.76875292628,0.766349294086,3.2553803524,2.47831729345,3.34131061089,1.82584234849,2.26566946898,2.20906159462,1.59758679802
(11- 57),2.11338714667,2.15929162283,2.37976839221,2.58910224738,2.32405215933,2.18422520307,2.28783632833,1.7208737063,2.64062686278
(79- 38),2.35049334374,2.47605905881,2.04270827782,2.43232855752,1.86237125856,2.07489723464,2.32675273568,2.31287603235,2.35670003036
(79- 72),1.86810393671,2.08642652175,2.31566287104,2.26851903272,2.27890472484,2.55925872687,2.19562184958,2.42149480932,2.57123306884
(79- 11),0.985648205857,0.630922366827,3.49362049281,3.00474748123,3.0476009211,1.40307329953,3.51236597376,1.16272600033,3.60361303007
(79- 76),3.41165447915,2.33270171275,2.22744466922,2.04116550169,1.77908913866,2.47513554771,3.29338080047,1.43728781828,1.83363702873
(79- 86),2.33425031262,2.20330451372,2.25674507178,2.25033041982,2.30500865987,2.31905622221,2.06659922697,2.4426007868,2.40437158827
(79- 57),2.30466469423,2.70139091129,2.63012460525,2.0392347511,1.86602477021,1.58595687357,2.12145616997,2.02192954194,3.34064739059
(61- 38),2.2482086084,2.26425795459,2.19752559274,2.2828983705,2.15520871358,2.45637658667,2.24649426367,2.3001805901,2.52117158486
(61- 72),2.32278852417,2.37107731622,2.22318230682,2.10110967824,2.25521755687,2.29295840163,2.18178125672,2.45816101745,2.41304100669
(61- 11),1.84338705664,2.44345535796,2.04631538364,2.46358165455,2.16706924279,2.18974159443,1.85437372865,2.31879182101,2.5108379857
(61- 76),2.24263577391,2.36050004198,2.11884068052,2.05609539692,2.16055215123,2.20731325927,2.45613646947,2.58855925003,2.45804737643
(61- 86),2.16420514431,2.42941184088,2.24266077707,2.15423318409,1.95283385529,2.4487956051,2.41505670735,2.41981084852,2.42461740214
(61- 57),2.32844163399,2.4279233173,1.58704991588,3.25082053616,2.32845831673,2.04870437729,2.19184004067,1.68853249526,2.97193478423
(16- 76),2.28769185216,2.22423708287,2.55042698615,2.30206499516,2.26135522053,1.99252399236,2.12979718795,2.07687900127,2.27103435689
(16- 58),2.37160025163,2.4109618594,1.89197251886,2.730023934,2.32273675362,2.49919470878,1.84581555678,2.1069775761,2.32414964826
(16- 66),2.40876031306,2.25780246207,1.95916390378,2.30452392152,2.3678592635,2.32019500924,2.32195964619,2.26522551667,2.44950531123
(16- 37),2.47462291566,2.26270988112,2.32067343537,2.2521850838,2.12022064521,2.38749667331,2.21990155737,2.17778795659,2.31973036439
(90- 76),2.12447404406,2.37247948857,2.20463300176,2.41200815235,2.12067198012,2.27464293373,2.40256722105,2.48932981174,2.21204404339
(90- 58),2.2518219036,2.44989286525,1.8798764048,2.39123933613,2.0915564869,2.33834027418,2.52790771566,2.15100445564,2.63099084211
(90- 66),2.09082282398,1.87321540844,2.01977054583,2.67051864496,2.15715808455,2.48651427536,2.36034148691,2.566351883,2.19782378297
(90- 37),2.21556766188,2.51957350068,2.36393435733,2.12059553873,2.40397029542,2.05021371741,2.43286280197,2.01481067789,1.79361395667
(56- 79),2.27920664744,2.35918778914,2.34131560971,2.22468225771,2.27407171927,2.17262722144,2.22378733541,2.25070763153,2.36258785569
(11- 79),2.14238236624,2.32837429851,2.43736157217,2.3590044407,2.14731664269,1.86584357918,2.05167304649,2.36919742864,2.32220355467
(100- 79),1.99969311758,1.54721585979,2.34168527768,2.1793983734,3.01064493377,1.56806226202,2.65342988131,2.08730852541,2.00138027868
(109- 79),2.74733193154,2.45905605716,1.92221735594,2.26878476833,2.48079949186,2.28101047655,1.71168946689,2.26263033483,2.53852497596
(79- 18),3.26833651757,1.04146490545,2.46425492494,2.14747984922,2.15932377872,3.01872961938,2.3340258403,2.84342109517,1.48432204328
(79- 99),2.3550846487,2.02935598648,2.40311720716,2.04152440447,2.57659040073,2.26673213327,2.35532583973,2.15691605611,2.39865799132
(79- 34),2.54017651474,2.41257543234,2.3254247842,2.57791281532,2.23281253799,2.29890382328,1.82896841578,2.2018439795,2.10902145104
(18- 100),2.25687779255,1.88628917124,2.19217216032,1.95517831718,2.38752550298,1.81026445449,2.55473857591,2.5462246678,3.13224110279
(18- 84),2.51178624697,2.24171222651,2.02447497767,2.37176958326,2.2237380191,2.59063832486,2.19539865439,1.93350543174,2.48595467192
(18- 61),2.4107309703,2.05084487292,2.41158626847,2.22162768958,2.11008811403,1.98362833074,2.27749598337,2.25553371683,2.87208609152
(18- 109),1.71394453397,2.13827084396,2.51512652917,2.26313557744,2.40392173136,2.33843132967,2.04959822988,2.41849474533,2.77024405706
(99- 100),2.60296782875,2.10873791551,1.5362469736,2.88535531151,2.94724390662,2.11657835377,1.94079242704,2.55072298669,2.01806128246
(99- 84),2.46189365021,2.3790071031,2.1789081441,2.21356085529,2.4001770679,2.3296505296,2.12586283753,2.30181555207,2.20842963969
(99- 61),3.14754468472,2.81514801467,2.2912923248,1.9451231079,1.75127573467,3.10732383871,2.34034900497,1.44985485989,2.14891080296
(99- 109),2.42302778763,2.88300528027,1.7150041982,2.28913966841,1.8349669196,1.78991125007,2.0979001566,2.91676664381,3.09279148882
(76- 100),2.55238423376,2.3994250835,1.25046998369,1.8650157132,2.34683262941,2.69926021248,2.83889353789,2.78287666244,2.39377488559
(76- 84),2.68456208985,2.3343726948,2.27425641429,2.14255290793,2.11555232586,2.36654608316,2.47788268843,2.081517286,2.17441880167
(76- 61),2.24689892151,2.17136657148,2.74615699053,2.56922940315,2.15866885524,2.13627999017,2.15757855286,1.83600588505,1.64220251528
(76- 109),2.31014019893,2.37266023818,1.65733623972,3.16211370481,2.31952510827,2.19184498003,1.83266673863,1.97494336968,3.04462806938
(34- 100),2.53074112393,1.70386475022,2.79584375355,2.66470041834,1.75097190644,2.0567987237,1.78525403926,2.51194336981,2.31988082542
(34- 84),2.46266925174,2.45102949871,2.14734184193,2.06484019063,2.89593499548,1.66774622384,1.66884518889,2.26925419468,2.46227114948
(34- 61),2.16111804638,2.17249679972,2.3048014219,2.30657919367,2.30347830724,2.35207849888,2.41866481992,2.22246450451,2.26994339823
(34- 109),2.67135278978,2.66440700484,2.28359900615,1.89726832339,2.61393713865,2.25067118816,1.66426273087,2.09700762546,2.46175176154
(100- 49),2.12984955541,2.37900967943,1.36998812916,3.13653458156,1.81853848086,2.55431117094,1.9109335931,2.36185946292,3.06040163051
(100- 99),2.56176193243,2.83601521833,1.69410423971,2.24577505994,2.63106988626,2.14164177683,2.39391551882,1.91345976703,2.41600467494
(100- 110),2.518235361,2.45069064591,2.80168198102,2.76947444892,2.0019682577,1.72163031935,1.96523331302,2.26095265506,1.76691554755
(100- 102),2.33782698698,2.49221571573,1.73296028571,2.45620771312,1.74835106013,2.61424532348,2.27745843497,2.34373730909,2.41243757096
(100- 65),2.89276834639,2.02298517136,1.44506512938,2.97240571224,2.45033892463,1.91577589286,2.06282320854,2.21135825702,2.28010714236
(84- 49),2.27264733348,2.14504295289,2.33344386421,2.43420491338,2.06969909813,2.16998745604,2.18834665404,2.5422557094,2.41675402954
(84- 99),1.98715598895,2.64115746739,2.32232583755,2.17048150522,2.50374084392,2.26493084418,2.49200627792,1.92811360689,2.20520196372
(84- 110),2.29264157435,2.09922572249,2.39142193078,1.91236623976,2.41914012,2.09734738264,2.52683468045,2.28650867735,2.51329356095
(84- 102),2.35503933053,2.21810863594,2.26308111912,2.17593707914,2.07932515124,2.23880146508,2.1590824513,2.53329030651,2.51136323188
(84- 65),2.16761600607,2.37176741625,2.225384213,2.17143653153,2.25297691502,2.23057860283,2.50518502885,2.18709729978,2.43438387476
(61- 49),3.11315756832,1.59841604331,2.80127540573,2.2230239348,2.17164416456,1.73353176162,1.89920268279,2.13075168547,2.44649383848
(61- 99),2.09464083646,2.10410210791,2.50206299167,2.20537646399,2.1899796929,2.38843481539,2.12073964342,2.40541650209,2.44770826905
(61- 110),2.42831060927,2.39431616854,2.2822755602,2.03055979837,2.51871760369,2.15276698387,2.31380792493,2.01502714566,2.44536195179
(61- 102),2.37474817945,1.91568581154,2.32533485799,2.25028878532,2.22082187217,2.64066266176,2.3635863515,2.20872839902,2.25638274119
(61- 65),2.24556171311,2.18768842795,1.91911094372,2.34323162293,2.31755789026,2.31642781309,2.81966237191,1.96922444666,2.48051278196
(109- 49),2.32124835246,2.38014179745,2.36036232767,2.23931829965,2.15145381774,2.24317108828,2.24888491305,2.297440785,2.3100274072
(109- 99),2.31693333155,2.32927056712,2.37763076491,2.13028151005,2.45503195769,2.14960886024,1.85226271256,2.35022063705,2.39158848764
(109- 110),3.50313266612,1.10797728985,3.18362515597,3.04270349137,1.50998341691,2.06980073592,2.55510939873,2.7385337657,0.649480134612
(109- 102),2.36743051154,2.05638179048,2.07849235213,2.36681377053,2.11515240285,2.68027632361,1.91560544362,2.6158247375,2.27384954853
(109- 65),2.22136541,2.49804458067,2.46047140014,1.94938576198,2.1429843518,2.22322040555,2.05369796044,2.66360776462,2.35176660182
(49- 33),2.65489433609,2.55668852154,2.48927708664,2.12726198497,1.76812981338,2.25308022184,1.96949139789,2.33022085121,2.25144816075
