patterns\K,0,1,2,3
(1- 1),4.62309290714,-2.51073672752,6.80161806607,8.91384709992
(1- 2),3.65842687284,3.83882006639,3.18152415348,3.85083064428
(1- 3),3.87693701494,3.13946560031,3.40277638409,3.84322896588
(1- 4),3.82978695754,3.71528682331,3.41440496804,3.19024148299
(1- 5),3.49018134906,3.46918835032,3.61865505423,3.74170497424
(1- 6),3.98298659737,3.5644732304,3.20093161117,3.51267691143
(1- 8),4.39466767717,4.32192676038,3.02958348368,2.59968999249
(1- 9),3.57096660043,3.49093910932,3.37606435731,3.91149448204
(1- 10),2.76869396396,4.03897448852,4.10464837106,3.38548158798
(1- 11),3.68791753717,4.2830601347,2.97860321646,3.22192879134
(1- 12),3.00663421369,3.20241067507,3.62609999415,4.57443852501
(1- 14),3.59460019079,3.49920515372,3.47651834461,3.73351209459
(1- 15),3.58818780829,3.36036415641,3.88819503727,3.54134481127
(1- 16),3.4981904089,3.35732577649,3.62033403468,3.90054213623
(1- 17),3.90102795458,3.28806313345,3.71863896375,3.05280322836
(1- 18),3.90705162029,3.98455681336,3.01498844015,3.46431995769
(1- 19),3.78741888307,3.44936811744,3.66047093495,3.39187901606
(1- 20),3.50846913085,3.84304844335,3.57286891324,3.18703445665
(1- 22),0.903834503097,6.14908946666,2.85247918527,5.5459570204
(1- 24),3.97072642394,3.26290539818,3.33054924504,2.75524207958
(1- 25),3.41676499615,3.87211295801,3.23786240512,3.61940234366
(1- 26),4.25329491654,2.60180812206,3.99933433123,3.83149677012
(1- 27),2.89792179045,4.67654609935,3.32658678396,3.34514620776
(1- 28),3.70791631515,3.70976656178,3.53575819356,3.13139716071
(1- 29),3.2094272168,3.84587751076,3.56892200479,3.35482767588
(1- 30),3.56754133432,3.44423773944,3.44471675697,3.80273533901
(1- 31),3.1641103299,3.75627074296,3.0048797841,4.65603844819
(1- 32),2.82565446412,4.45591367506,2.03482107279,5.34111429978
(1- 33),3.56908862495,3.50264565431,3.57584389524,3.63955027866
(1- 34),3.66274479165,3.73603276126,2.97808316111,4.01314179094
(1- 35),3.43926579804,3.52647807491,3.55830850104,3.78750274868
(1- 36),3.56168327532,3.44001432495,3.74798843785,3.52196474471
(1- 37),3.51983041725,3.09479663851,3.95855275464,3.61931127399
(1- 38),3.71782047676,3.66735838963,3.27487464222,3.66541550017
(1- 39),3.59801741995,3.28797682738,3.43163849583,4.06215564336
(1- 40),3.73350457992,3.70724082847,3.26733945898,3.93683111431
(1- 41),3.00748957905,4.09573787616,3.46290857507,3.04126112128
(1- 42),3.32296480411,3.83338251015,3.26778613252,3.6247264861
(1- 43),3.61690055749,3.53621128212,3.50874184066,3.68534566097
(1- 44),3.78266409418,3.38810725079,3.35246820211,3.80384576313
(1- 45),3.80017515297,3.37650488182,3.4646542064,3.71697481321
(1- 46),3.37791002459,3.62616980475,3.56356774813,3.76476694779
(1- 47),3.93911310141,3.70996325191,2.89428354143,3.67374521043
(1- 48),3.35076891476,4.01075163013,3.22575605758,3.24505784769
(1- 49),3.6854381184,3.78538704649,3.22589960543,3.48725541041
(1- 50),2.98274385478,3.4561564711,4.01986549172,3.37553584882
(1- 51),3.21523141885,3.2726937293,4.25991405853,2.40012443289
(1- 52),3.78110815903,3.23067299619,3.34954295444,4.22519427892
(1- 53),3.17347589102,3.45789039353,3.65303012468,4.25248903934
(1- 54),3.31597315504,4.39957889291,3.07451519911,3.41234713999
(1- 55),3.71290018045,3.41358537253,3.86097922711,3.15148760056
(1- 56),3.53361106698,3.13322916316,4.12806884437,3.77137883093
(1- 57),3.57418884447,3.68181473865,3.5476578153,3.4471970035
(1- 58),3.51646712955,3.72002536503,3.17916551087,3.93769223013
(1- 60),3.22438743084,3.61847712197,3.78318900718,3.73114948716
(1- 61),2.97514992446,3.85337399659,3.41591464094,4.28238712701
(1- 62),3.6011373516,3.60781817278,3.40825918267,3.71273869285
(1- 63),2.45842916152,3.58476989869,2.90730793432,5.78008783432
(1- 64),3.2838450549,2.58490915065,4.46456850594,4.47076886429
(1- 65),3.7651819972,3.12351762695,3.27674437358,4.40644811647
(1- 66),3.20874930047,3.82364184281,3.54039818735,3.69067144462
(1- 67),3.49389341682,4.10772178772,3.04683294263,2.93824876452
(1- 70),3.46093587576,3.59394515494,3.97374467932,3.42522188057
(1- 71),3.72345367112,2.85665198294,3.71472290054,3.91207914961
