patterns\K,0,1,2,3,4,5,6,7,8,9
(1- 80),2.2366448329,2.04119778949,1.49971920318,1.99153795736,1.95398007472,2.02202066918,2.29752890009,2.25310952798,2.1387529189,2.27514764816
(1- 81),1.88216698277,1.82949257349,2.16663110204,1.66548968342,2.21482068225,2.45052802729,2.32191088899,2.12142799519,1.85755438512,2.17672182914
(1- 82),2.10028909888,2.03626617825,2.36617714848,1.78689895045,2.34528312514,2.05280913087,2.00519867802,2.13108939361,1.9561820978,1.82940502103
(1- 83),2.07942461926,2.09224685264,2.01607355825,1.92833818164,2.33811981368,1.87679498447,1.8755308475,1.91373409287,2.19334008886,2.29255425593
(1- 84),2.00463233873,2.19618764098,2.02514512992,2.06061141157,2.00750548649,2.13161037619,2.02485499109,1.97804665396,2.03392979715,2.14753508278
(1- 85),2.06785785771,2.22937398908,1.5835171338,2.13712406003,2.68655095659,1.96573555468,2.04614823352,1.90676453478,1.81379723454,2.02810105068
(1- 86),2.18058360462,2.04964324052,2.08556077765,1.52158787299,2.10251153162,2.35530087536,2.40326489333,2.03421581769,1.79159751679,2.00302598139
(1- 87),2.01983744637,1.81275534039,2.30913877777,2.10252583835,1.89521888523,2.09185784248,2.07746030231,2.12195118495,2.05779736423,2.19769857719
(1- 88),1.79209070869,2.40097180056,2.05389589307,2.0355929855,1.87635033387,2.36192565027,1.82400748494,2.04879636373,1.71958414113,2.39713400452
(1- 89),2.29454497073,1.83978427514,1.88193721581,2.22343272725,1.80305817093,2.0390481598,2.15201256089,2.38759870073,1.92687307793,2.21025821133
(1- 90),2.37605509658,2.09899642986,2.04427296435,1.74842399173,2.214377841,1.90231229262,2.02050447222,2.16289054439,2.11282232869,1.99801051343
(1- 91),1.8969500201,2.03856281989,2.12903828123,2.11744767053,2.21487315017,1.99633360694,1.88293565179,1.94876923953,2.06291134676,2.22952125854
(1- 93),2.82788586191,1.22832808219,0.154230997567,1.53712596844,1.74580731544,3.29046052074,3.45574580099,2.83548861914,2.14492912465,2.12501203877
(1- 94),2.13395083919,2.12016318304,1.85026926912,1.78023542707,2.14076892021,2.15569530216,2.3572355029,2.19202578078,1.83320262875,2.04813143533
(1- 95),1.85935508473,1.87449723208,2.34385301595,2.37845915965,2.06615984241,2.26189813496,1.76116523841,1.77033610044,2.11846734732,2.13253712497
(1- 96),2.37785249285,2.10896556806,2.06876715986,2.08843489279,2.01143923746,2.05834745546,1.83861650697,2.03128368048,1.84452319408,2.20047856054
(1- 97),1.90325356009,2.33338800353,1.91854505126,2.16291611329,1.9343217226,2.06504716832,2.05129459012,1.96156504966,2.24532809083,1.89916563465
(1- 98),1.70646295458,1.969289151,2.50165307639,1.9845478851,2.19333067024,1.69746229049,1.81437425435,2.41326861989,1.9637530307,2.32813318466
(1- 99),2.22990454924,1.73430308715,1.64527275225,2.46615210127,1.76267230804,2.2215192531,1.81442121312,2.49795881359,1.87684848704,2.60655766051
(1- 100),1.98592978062,2.18470738046,2.10989699661,1.90827263644,2.02901318839,2.01588837421,2.2821640228,2.1267220617,2.1970720803,1.75905485609
(1- 101),2.49593354643,2.3485317607,2.36464110581,1.62261821058,1.43594371479,2.02315300788,2.3337219688,1.71261312156,2.27227884481,2.20604014733
(1- 102),2.21432868345,1.77850003391,2.28925272735,2.04906468085,2.21857773122,1.89807402938,1.96743245199,2.14651677691,2.10900252033,2.0090198264
(1- 103),2.24361548132,2.18332566041,1.83623757339,2.70573105697,1.90888949143,1.67566139386,1.76727850297,1.57529616568,2.09547319236,2.36610721578
(1- 104),2.40281461777,2.19487199448,1.83936005641,1.97236056164,1.99328863841,2.04565658066,2.25536367893,2.0393973053,2.12022800104,1.55433263671
(1- 105),2.18255845886,2.22169838376,1.58354648571,2.2373652114,2.31763694879,1.97489028955,2.12098266035,1.87479673167,1.85398388554,2.12087250033
(1- 106),1.79712619106,1.96525956306,1.9605576849,1.98652317073,2.337285438,2.48503070165,2.21213904555,1.34884758389,2.21735111994,2.04695686949
(1- 107),1.98922152931,1.97958458853,2.29180145162,1.91380423624,2.439856784,2.36710767123,1.59380572395,2.12585964885,1.64249476822,2.13072461532
(1- 108),1.9311275046,2.35486778469,1.88690994467,1.882437525,2.17140319181,2.64343831461,1.62769971242,2.27301793311,1.70955080715,1.93071640588
(1- 109),2.22030404262,0.725920602036,2.5495195219,1.79951122482,0.577934129319,2.67956115608,2.89513934395,2.6838563268,2.25230187667,3.23719832315
(1- 110),2.48404554465,1.24536946223,2.38949348781,1.60626126603,1.90972489093,1.72012829504,2.3423300443,2.88140513021,1.83272923589,2.46599609938
(2- 1),2.0533059663,2.17230086837,1.94931238269,2.58601723771,2.11300342601,1.95656720775,1.89360943827,1.66582013029,1.8823529652,2.04029739078
(2- 2),1.87745467478,1.88668059848,2.65685163967,2.04552871705,2.08713512385,1.37995253575,0.98201034516,2.79871913155,1.38810211618,1.64486757436
(2- 3),2.06627389593,2.6157233619,1.80172957244,2.12473554946,1.75959009419,1.89719430061,1.77239047507,2.49891681533,1.42129607314,2.23500672236
(2- 4),1.89647442221,2.87302542637,1.90042296724,2.21345489201,1.23373572623,2.22270030807,1.75405963753,1.86954646717,1.67230100561,2.5373357827
(2- 5),2.39190036401,2.01480383975,1.49444438711,2.51844096062,2.3574574342,2.24043549402,1.51050996772,2.06358743606,1.46018802445,2.21189099197
(2- 6),2.44371441153,2.6371165324,1.2221304333,2.37538293973,2.2907549558,2.00167026183,1.2877068599,1.9316552644,1.86335443601,1.99210131163
(2- 8),2.26793717399,1.75378068771,1.76804389011,2.48465675233,2.23657214454,1.43729260804,2.27874723727,1.67444593958,2.11478434988,2.49420850954
(2- 9),1.70452489717,1.73785639512,2.58417914356,2.79256929531,2.05183689058,2.39754645057,2.55408567043,1.55783669113,1.71560487869,1.32175476643
(2- 10),2.10878092781,1.91216002617,2.23890821322,2.03671384747,1.60907836986,2.43262926028,2.40952116814,2.06360894306,1.94096284839,1.79800184276
(2- 11),2.0883005703,1.92140666739,2.0147406979,2.16506420282,1.88181802385,1.88240045729,2.40306866876,2.03917544893,2.10654622278,2.17571980297
(2- 12),1.97801257435,2.00272633826,1.9464793117,2.27011257195,2.28996815706,1.80906977373,2.33204978838,2.0159236205,1.44954655307,2.35216711023
(2- 14),2.41456757439,1.63946162518,1.91617968234,2.06904365005,1.79986378116,2.2456069625,2.43772804813,2.24758269056,1.82170124205,2.1822733563
(2- 15),1.79382926474,2.21752925966,1.73793681512,2.77420203142,1.92026853691,1.94060533582,1.85881525626,1.7119208979,1.90343850312,2.29360677608
(2- 16),2.27551063068,1.62005388407,1.69618052874,1.4619765353,1.6073728516,2.18810925474,1.10819820428,2.81983722646,1.85653636438,1.14075955315
(2- 17),1.74579543762,2.87409072239,1.46618852077,1.64359971953,1.91759433654,1.40281121381,1.7860136074,1.4843838793,0.92524148972,1.56595553273
(2- 18),1.81199144209,1.84640304765,2.26982637688,2.33233740993,2.10458688813,2.26360959312,2.03616994003,1.77960721509,2.10735163509,1.98992621892
(2- 19),1.82907314898,1.17737952327,2.42540217182,0.947531190434,2.97185617808,2.40789711973,2.98438504176,1.88831651234,2.17304056961,2.19564298198
(2- 20),1.6352342435,2.0922039599,2.50904071843,2.44730537849,2.02438801373,1.85759044792,1.93507665543,1.7376816895,1.8366134213,2.25402044673
(2- 22),2.08509790355,2.26477708623,2.36734904709,2.0669410127,2.04818175951,1.79378508136,2.08619956727,1.89108414879,2.07085457934,1.88843420965
(2- 24),0.919182356175,0.684193170006,0.993232005534,1.00550778366,1.0732954635,0.580922722689,0.57567246056,0.51356640195,0.210451851031,0.319156645028
(2- 25),2.2431855678,1.812260167,2.56268967155,2.05027019259,1.53011889247,1.94364891773,1.75327863336,2.29251444146,1.99708870282,2.37216109171
(2- 26),2.01903258976,1.81331848922,2.07943104183,2.03777328678,2.23214869301,1.914831131,2.15302127677,1.75029799427,2.11151665192,2.44005446933
(2- 27),2.47580801801,1.53903700597,2.55559757097,2.171555562,2.24091294475,2.6207573999,1.77289802914,1.70594833407,1.78091003087,1.67453467355
(2- 28),2.66444089535,2.15529682181,2.32675959778,2.03931716693,2.21672451863,2.204797116,1.47509179024,1.45349915969,2.0079280829,1.75089107344
(2- 29),0.298111107006,1.18661148622,0.326721639533,1.30866547861,1.20904262471,1.08288084191,0.492676050236,0.954649309876,0.82983955355,1.41888567426
(2- 30),2.13233862452,1.93417588277,1.34852260573,2.31671762323,2.14162328954,2.50903249601,2.00107304421,2.14326300402,1.57729115214,2.15786675533
(2- 31),1.75873188008,2.03278971509,2.27938878751,2.46459642577,1.63273242457,2.39730877586,2.24454453138,1.66984991017,2.1970074507,1.82112735951
(2- 32),1.8292750272,1.81574709738,2.03186468305,1.71470954406,2.00809707258,2.60914061776,2.06705658585,1.70169926476,2.26496983088,2.42079158483
(2- 33),1.52011662695,2.03586993768,2.20192418207,2.03756656988,2.08488407842,2.4159178322,2.09645577826,2.01920746774,1.90722157938,2.29110923908
(2- 34),1.28408329247,1.81633022844,2.85726501966,1.84883463712,1.99523543866,1.80362029096,2.81580393717,1.75437789799,2.51657914484,2.22833810758
(2- 35),2.56103696827,2.42570863225,1.96793014343,1.66844192505,1.67755599691,2.1947659998,2.06782803573,2.15028906627,1.6859705121,2.21675386275
(2- 36),1.98766705435,2.08506764817,2.35091848931,2.49367842827,1.46224042975,1.70951356107,2.48277120512,1.99137198714,2.04052579865,2.07230610781
(2- 37),0.899424095444,2.07443350301,1.29155399296,2.02847518011,2.24349942371,1.35902901386,1.22754019278,1.66319957464,2.44207513435,0.65557154257
(2- 38),2.04991912597,1.77508558452,1.62301116619,1.87669343271,2.08729247314,1.21045356956,2.63531907426,1.87702502625,2.15854770731,2.66064567831
(2- 39),1.61921032143,1.99587299523,1.02854044475,2.0960012087,2.32530082103,2.54447024272,1.58234435051,1.82688935543,2.646182657,1.66598524033
(2- 40),1.1102809679,2.72027924142,2.70769734284,3.17883185906,1.37955172844,2.24339466832,1.53261506682,1.85921346602,1.04834611973,1.33344747109
(2- 41),2.8902326898,1.74134823598,1.06893126145,2.15914421421,1.75910683026,2.48233716782,1.90149951243,1.5644347509,2.08125017818,1.45578739171
(2- 42),1.96343794503,1.89183732821,2.38057374347,2.51448541842,1.67350589102,1.68007762053,1.69986441143,1.53331255886,2.0767914649,2.70431930023
(2- 43),2.7726131654,1.45826744879,1.90198633659,3.03143808286,1.6844345425,2.18359322164,2.10295252178,1.83633855081,0.849520350825,2.25011217197
(2- 44),1.84417632598,1.99246189271,2.22055500696,2.16409637002,2.19359103315,1.82070645013,2.2196393175,1.99536016741,2.1161258618,2.00320012356
(2- 45),1.9673422486,1.80471560145,2.0681104083,2.28226847745,1.85617179676,2.22324897963,2.42482327982,1.76255670684,2.09455631545,2.14926562477
(2- 46),2.25339602583,2.53144528247,1.5233192445,1.52705131186,0.848250290203,2.23015686783,1.88066020653,1.80194615574,1.4686355061,0.764519774025
(2- 47),0.87634838185,0.835703588687,0.926458369616,0.939422789725,1.28537863063,0.585733068195,0.924082056685,0.973840384335,1.05720020776,0.239657771738
(2- 48),1.48791013587,2.51206286427,1.64503762272,1.67694075448,2.6738960552,1.75739115573,1.15274644801,2.08237824163,2.28241925837,2.03212266614
(2- 49),2.04951702543,2.41841369539,1.2144621072,1.47617037699,2.66405409596,1.54206410155,1.26993679429,2.79187132501,1.99901502908,1.91647656965
(2- 50),1.73162566716,1.63666698095,2.03876987853,2.82083221254,2.00097012652,2.4891682801,2.64888182203,2.15250992098,1.87523383656,1.1660553686
(2- 51),1.48988749318,1.84418451298,1.28011884078,2.04935509698,0.957329382675,1.0042587098,0.398186364567,1.65912259047,1.3004830308,0.00457650847271
(2- 52),1.72679195992,2.20244888005,1.53967124196,2.07901833754,2.49808214402,2.59409736832,2.17652155109,1.61008328764,1.19192361967,2.01361808485
(2- 53),1.8578032508,2.5636153316,1.9269254561,2.4092217388,1.75336331042,2.11398191686,1.5956665879,2.0862979957,1.9318695439,2.13475969267
(2- 54),2.45470373601,1.74845600062,1.70979742243,2.34622304805,2.34112568932,2.37543506062,1.43757792082,1.72649743288,1.98954038054,1.76310451199
(2- 55),2.07202781909,2.10666490664,2.4276553665,2.24337668192,2.05735061637,1.39157533607,2.1108412012,1.90970658491,1.65590021525,2.28508996039
(2- 56),2.03811113863,2.46941276256,1.84864749365,2.11089732543,2.23497445851,1.80209432089,2.423583745,2.01467994497,1.81877038828,1.41043394104
(2- 57),1.66369626819,2.13648786123,0.46883054158,2.8377952275,2.27917293392,2.47984649382,1.42897909052,1.95342587521,2.1328120374,2.12796771287
(2- 58),1.94391452376,2.19768458385,2.39051505912,2.36768033246,1.82988476503,2.1263317432,1.91998789162,1.88620955964,1.9837917691,1.87146950887
(2- 60),2.11937654252,1.83290314399,2.06228645389,1.79750665054,2.00010999046,2.15086993972,2.01562093349,2.3330103586,2.28114724789,2.01909317634
(2- 61),1.95225272168,2.11696894492,2.04696719026,2.18660877239,2.04732610274,2.13000413863,2.03590916276,1.99416375234,1.9430237364,2.16210223857
(2- 62),1.91406817663,1.96054247871,2.10129424547,2.12446515022,1.72998598057,2.11152845673,2.26218283169,1.91580165416,2.37948438179,2.19754752997
(2- 63),2.15889493074,2.10731734296,2.02190182493,1.86918265617,2.01333168603,2.13510520799,1.84954398496,1.72197289289,2.21225559041,2.40379946661
(2- 64),1.79453705529,2.54781273758,1.63328810496,2.3098170462,1.82942335118,1.94571156253,2.46899441523,1.85332712078,1.64805221049,2.24571368394
(2- 65),2.39555039571,1.73957355923,2.43175523481,2.44842869707,2.41734287987,1.88414848863,1.84899112739,1.87887298802,1.6401499864,2.38072523051
(2- 66),1.98586501662,2.26387295187,2.17568838224,3.01972368561,1.42114627229,1.98980967871,1.98186957391,1.65818890039,1.87235187842,2.06361626892
(2- 67),2.92040678626,1.67278791229,1.78204194403,2.45366890653,1.55991675978,2.0111194185,1.66391891699,1.88080131786,1.90733081376,0.776069033201
(2- 70),2.15501308388,2.11152692748,2.17985057504,2.99818044607,2.08115391667,1.90128008492,2.18811071665,1.85203123433,1.63221040591,1.66614077319
(2- 71),3.16294911609,1.86914458255,2.08051597821,1.28285795027,1.86178711198,1.8865389855,1.29077627695,2.10069957452,2.39324544944,1.36950201846
(2- 72),2.07713247549,1.57351763476,1.63422423678,2.03544528057,2.09286531693,2.17971352002,2.2670166797,2.03067304617,2.14679419283,2.40254946902
(2- 73),2.2692774693,2.37928837018,1.95597651708,2.57365278632,1.54471097573,1.44219300468,1.8341769253,2.06485366486,2.20268741093,1.5530735329
(2- 74),1.56698722654,2.92296490641,2.31546066941,1.72247989727,2.57390862557,1.29587324618,1.94990440425,1.58859570236,2.28458998499,1.54454627473
(2- 75),2.20024741698,2.0455408856,1.74765750164,2.54198106692,2.75726262303,1.64313799312,1.76556491018,1.96042994864,2.05415305943,1.18404507046
(2- 76),1.84311358043,2.14859049802,1.79970792773,2.07759854463,1.97121847988,2.48173641334,2.33345293028,1.67750715689,2.19225457716,1.9135836264
(2- 77),1.99225118838,1.49590995175,1.08709575639,2.48813995456,1.93483181524,2.05984164144,1.73022362876,2.70556633581,2.40799887957,2.0324331522
(2- 78),2.79415390399,1.60260222412,1.4776619891,2.71698481068,1.48477766548,0.94798177362,2.31010924812,2.16335324013,0.483890872362,2.45272158201
(2- 79),1.97616955614,1.91797519233,1.88513847084,2.39466666904,2.31881654624,2.02968513709,1.76654894492,1.94791604228,2.2219119775,1.95226301119
(2- 80),1.74448193614,2.3162321275,1.82681096988,2.92185867219,2.5623632586,1.6074815191,1.75240945376,1.88333962864,1.87330120714,1.88274884113
(2- 81),1.62463800477,2.00423718026,2.32724546631,2.76794905954,1.72955311163,1.5389163831,1.9016185965,1.66391114007,2.12380639081,2.50372951816
(2- 82),1.60887268152,1.84229394029,2.10607048552,2.60582135792,1.07792700202,2.25593967326,2.66029201272,1.84564668957,2.31109103404,1.6841030373
(2- 83),2.12479468962,1.93103649853,2.17913464736,2.10752847332,1.97322903871,2.21437665847,1.39178475807,1.60833554267,2.31963941122,2.55767535513
(2- 84),1.83481751727,2.06403112162,2.19735385003,1.98529817465,2.39801658979,2.33816061887,1.86498798534,1.66556361475,1.88977136334,2.33933035342
(2- 85),1.42724258358,1.95971130642,1.815179127,2.68345329696,2.41355225198,2.11707893633,1.7969910696,2.41311029411,1.69636931916,2.15075273695
(2- 86),1.33091664857,1.45063744349,0.497799686108,1.17668602346,0.65741851156,0.524916705874,1.10724455381,0.889824142117,1.43633666315,0.889006280796
(2- 87),1.560831012,1.40515402556,1.02014377774,3.03432975812,2.32075494198,1.55248444529,2.95305057306,1.86025745913,1.737059749,1.62036558405
(2- 88),2.03910751215,2.35223019244,2.04006082514,1.45622238666,2.43006331893,1.93716048789,1.3107394947,2.32795982995,1.80045300179,2.20334893525
