patterns\K,0,1,2,3,4,5,6,7
(1- 1),4.56549939653,0.42290520053,2.65333306454,-3.80391041945,2.68843505359,7.26081338966,3.14595087593,4.87233732795
(1- 2),1.95276235011,2.11906035192,2.07951748121,2.11048822368,3.07431140842,2.52328877696,2.88436904877,2.14479505457
(1- 3),2.270197644,2.39634264013,2.30195234005,2.11638215575,2.25982879656,2.45216136008,2.41284979051,2.33990436618
(1- 4),2.09179751329,2.34896620615,2.21455227285,2.35130063442,2.41317572145,2.46029348193,2.27320490332,2.33142117217
(1- 5),2.27340782797,2.29178568867,2.38776703098,2.21165275542,2.31309085854,2.52950607021,2.29890612339,2.25187959056
(1- 6),2.44072627944,2.58578267647,2.25889325412,2.32027647755,2.16705521713,2.1915598152,1.93524293188,2.51409393631
(1- 8),1.87411789261,2.33349507935,3.94524513444,3.20655229039,0.557721021578,0.986651254473,1.66436032217,3.85022336356
(1- 9),2.14191796472,2.38762223774,2.58849039613,2.34580523452,2.16320012835,2.30286219829,2.20915057676,2.35150876586
(1- 10),1.29342094049,1.87639801187,1.71985089944,2.89892814071,3.73112796432,2.7185658354,2.7921158598,1.54381950078
(1- 11),2.36968675885,2.39693721974,1.79565518343,2.468975295,2.43253101813,2.2191796702,2.52391793324,2.25871502823
(1- 12),2.72904424219,2.46223224668,2.01979524266,2.0229152612,2.36096094615,2.32566621359,2.31978036227,2.27588203849
(1- 14),2.43151956961,2.09723562745,2.22499352079,2.29712938985,2.44460712495,2.37812816399,2.36625425175,2.31338880384
(1- 15),2.42100976026,2.50163746923,2.54899564017,2.34632690192,2.13208601778,2.52063739574,1.9187735439,2.24181926212
(1- 16),2.18587677896,2.12542493377,2.39632787234,2.28638138112,2.20807126769,2.56232827609,2.45126785881,2.37405630565
(1- 17),2.18335474519,2.55447672712,2.07605582474,2.46587508054,2.73051239189,1.88284053761,2.11844991366,2.14060647588
(1- 18),2.14182463369,3.08487244855,2.69186738589,2.27570250388,2.58377382202,0.293658866963,2.01776695723,3.25634595771
(1- 19),2.38601212818,2.24540490942,2.34029841532,2.23882240365,2.42770065936,2.34726961927,2.34142645699,2.25598568444
(1- 20),2.21899060642,2.33568274907,2.07267749256,2.73258502764,2.14010965183,2.12545922363,2.37708362751,2.32783105089
(1- 22),3.61778858272,3.23635886535,4.615227617,1.49349563183,0.328214297502,1.39796570344,1.99761368273,2.79403393795
(1- 24),2.33241248245,2.76410296757,2.37201997662,2.49495983262,1.92385680216,1.99677030061,2.50942864002,1.85310890999
(1- 25),2.41264289826,2.27041390113,1.98807732486,2.60871306389,2.31986241193,2.06170226759,2.37552768099,2.22994732967
(1- 26),3.09933204863,1.59452291396,3.42489285358,1.31051385017,1.48307736014,2.043050757,2.48178482124,3.54150754228
(1- 27),-0.204461661399,2.76461955907,0.75769428599,3.02293710206,2.80464334663,2.91530059725,2.35997119566,3.51549604881
(1- 28),2.5822356548,2.06104524152,2.55699069746,2.18945863582,2.43568118688,1.94402879749,2.1795078645,2.53667282897
(1- 29),2.17489422153,2.54021977857,2.18679940684,2.26911131432,2.51608978447,2.31762529423,2.38480407234,1.95934839867
(1- 30),1.86139927125,1.92206278304,2.35098495569,2.06777306509,2.55781240953,2.99584080635,2.59550013709,2.30403244777
