patterns\K,0,1,2,3
(1- 1),-0.256056806631,6.57151543119,-0.464073123393,10.4062488708
(1- 2),3.30791547591,3.8701273833,4.53183558521,2.87241042717
(1- 3),3.16303875686,4.00617766848,3.36563843967,3.48928280097
(1- 4),3.47947956944,3.39664629423,3.88871015672,3.47435758191
(1- 5),3.83653698253,3.64298157119,3.69949046675,3.13002587829
(1- 6),3.44640704339,3.82099867731,3.45669628645,3.45651006362
(1- 8),2.33012181859,2.90753424507,5.24971259627,3.87177449156
(1- 9),3.3367941468,3.66601699229,4.00493759161,3.27309170161
(1- 10),3.39968665085,3.31531427074,3.50352214323,4.08893574721
(1- 11),3.13326894788,4.76820293183,2.82552023673,3.28441314744
(1- 12),2.74142110493,4.5348243309,2.939710197,3.72801560671
(1- 14),3.33412794109,3.51760488529,3.52787810635,3.83499727497
(1- 15),3.83859179116,3.44808316451,3.4153711978,3.62872125843
(1- 16),3.64535831942,3.37470292274,3.88947921672,3.42222763917
(1- 17),3.77253080521,3.22914009626,3.8178086284,3.37597805606
(1- 18),3.36897300298,3.85880524979,3.86630244649,3.32772066693
(1- 19),3.54611868004,3.5915208119,3.57294381531,3.60270892576
(1- 20),3.74899604367,3.03772574848,3.58337968745,3.97478428309
(1- 22),6.81898280167,3.96496121838,5.28150048124,-0.00253447092717
(1- 24),2.8083682241,3.39693895725,3.02777295385,3.99169350399
(1- 25),3.0343816539,3.90959094523,3.82429236221,3.13382117054
(1- 26),3.308936967,3.26206759822,3.36862214735,4.38950818775
(1- 27),3.19171724502,3.37455552216,4.56765379702,3.2972931231
(1- 28),3.77840136494,4.01252471544,2.96831131609,3.30705977489
(1- 29),3.57966936647,3.46006504244,3.49042456415,3.69285426775
(1- 30),3.80103822135,3.2491944156,3.57045954011,3.64557191782
(1- 31),3.16718107051,3.91215312043,5.30841854461,2.4650768875
(1- 32),4.89425196926,3.61699639252,3.03379076325,3.1032391356
(1- 33),3.66738891835,3.33855001761,3.7220156818,3.58844131071
(1- 34),3.16499644514,3.40826707224,3.60761629137,4.04265107904
(1- 35),3.68559854932,3.28295940631,3.84701534795,3.55392469765
(1- 36),3.78453588421,3.42653292795,3.41844727261,3.6366032717
(1- 37),3.12485876019,4.17576549894,3.06438580584,3.60304371679
(1- 38),3.54754771256,3.518389742,3.71815133846,3.52187550038
(1- 39),3.7147696745,3.57834748516,3.49149898194,3.56302675526
(1- 40),3.76658692119,3.84650355632,3.72555610626,3.34215284404
(1- 41),3.62988100254,3.54158480735,3.63664632554,3.20523943289
(1- 42),3.8650532542,3.50450405021,3.32693249212,3.49025778156
(1- 43),3.62235404112,3.60165982624,3.62845550837,3.4983556992
(1- 44),3.52528698079,3.54540488812,3.78307188951,3.44151967305
(1- 45),3.61543228169,3.51513287288,3.87038606449,3.33677177958
(1- 46),2.98681011654,3.92741315088,3.66948102053,3.68205251406
(1- 47),3.9905689604,3.65277690131,3.67545639897,2.96904559026
(1- 48),3.26284700657,3.82040763403,3.05992270784,3.57531962459
(1- 49),3.61195929115,3.51038538789,3.800314032,3.32041377843
(1- 50),3.27474410814,3.95471844027,3.34894239669,3.34140482217
(1- 51),2.68278250447,3.59396965395,2.79757992051,3.82081126861
(1- 52),3.56812293944,3.53504675536,3.97893243222,3.38766297351
(1- 53),4.19714340457,3.34825361572,3.42863359068,3.52505868161
(1- 54),3.32343563428,4.82462268419,2.61555997358,3.33843208851
(1- 55),3.27194451844,3.07372551253,3.99055729097,3.93323753502
(1- 56),4.52792753565,2.85690643635,3.96595598657,3.26973113091
(1- 57),3.64300579707,3.38695570664,3.45919210524,3.79306385256
(1- 58),3.44995149405,3.4207484435,3.57600924214,3.86126393861
(1- 60),3.61466459535,3.69607532191,3.74843165331,3.29242780145
(1- 61),2.66279349951,3.74887151724,4.50241661946,3.51896136677
(1- 62),3.80274689214,3.4202355414,3.57830522698,3.55409733042
(1- 63),5.10786588524,3.28812439957,3.18016185683,3.06424173956
(1- 64),4.56096034003,3.25119657584,4.94825947653,2.1865358008
(1- 65),3.46134488704,3.81202080002,3.99915497463,3.31563472412
(1- 66),3.34488345828,3.52946341043,4.28878136389,3.18315250214
(1- 67),2.76065181852,3.87930942673,2.72005299839,3.86554913347
(1- 70),3.87878598885,3.48052984654,4.02426203092,3.12484848631
(1- 71),2.6581966913,3.63440711815,3.79875932667,3.79997720678
(1- 72),3.43392062303,3.59152774878,2.99323031802,3.39192690263
(1- 73),3.35010321687,3.79663900953,3.67959374962,3.41476881083
(1- 74),3.72244645401,3.53040030687,3.77767973911,3.4978402288
(1- 75),4.29711482789,3.2321727647,3.60030972075,3.46230496442
(1- 76),3.23033174978,4.14098450249,3.18599606102,3.85610351446
(1- 77),3.20583184226,3.63333752866,3.34617995871,4.04880432359
(1- 78),3.57153115974,3.69700969711,3.0300129511,3.81739057349
(1- 79),2.62327765806,4.42341046754,3.02569605823,3.67656225068
(1- 80),3.40060812826,3.92676632828,3.26823506509,3.67995290882
(1- 81),3.44357916133,4.22675744989,2.67016989204,3.79028312635
(1- 82),3.3529130787,3.30264956143,3.84812093331,3.78160129603
(1- 83),3.5889817987,3.64377715398,3.45256645423,3.54559777089
(1- 84),3.46938977311,3.80371826271,3.3650605482,3.51407476882
(1- 85),3.58539443138,3.20725306414,3.87511775597,3.64173051865
