patterns\K,0,1,2,3,4,5
(34- 109),3.06817116531,2.94524330478,2.55864296664,2.59682022515,2.78756179497,2.82158818903
(100- 49),2.125079822,3.45872342708,2.61281746906,1.84796408599,3.7610748497,3.01771797092
(100- 99),2.03875037578,2.95884706555,2.83886906717,2.68033046199,2.7606909609,3.47181559078
(100- 110),2.4047034288,2.30382960741,2.88376163558,3.05951136572,3.06651552972,2.93417824457
(100- 102),2.32177402234,2.80600244653,2.81704213314,3.0659445047,2.65067787044,3.04228186099
(100- 65),1.30422672474,2.45743238355,2.88771263564,3.3525639861,3.40896133523,3.14999363393
(84- 49),2.95675233128,2.94062547101,2.90456385339,2.67919150725,2.80205082786,2.51467734174
(84- 99),1.99565215365,2.7991422844,2.72623239921,2.70117212993,2.83528761085,3.54729898097
(84- 110),2.96348916538,2.93422879046,2.66914005848,2.35211084411,2.90750157151,2.85630843506
(84- 102),2.70064557857,3.0131573273,2.53206018179,2.7686214718,3.05420631807,2.64269275899
(84- 65),2.94005075567,2.47461123345,2.62998740636,2.92433396452,2.76073421355,2.88499532369
(61- 49),2.09715471477,2.63902679216,3.03046228142,3.16699316214,2.85511315066,2.67260247878
(61- 99),2.62824508909,2.84375409215,2.50722056521,2.93540276139,2.65829120202,3.04790991652
(61- 110),2.26134664059,3.07251569989,2.78292457119,2.60560843186,3.0515649061,2.88293001111
(61- 102),3.10073264724,2.74875892426,3.01260126049,2.37585862739,2.87793538956,2.4165378102
(61- 65),2.26536760919,2.63015117175,2.74791631053,2.82839486712,3.01357411971,3.21080359402
(109- 49),2.85207132124,2.8283718396,2.7091259583,2.58095339962,3.06619478047,2.69487860231
(109- 99),2.48077584427,3.00652650837,2.65180980287,2.89977518957,2.90179702355,2.67913095611
(109- 110),2.96451345655,0.910450527562,3.65717976995,2.99841212553,2.20458741878,3.8877054518
(109- 102),3.12136149532,2.92794143576,2.80763315215,2.28912092621,2.5513308579,2.86814502014
(109- 65),2.60611624455,3.03762925988,2.64025777759,2.59092682572,3.17887315648,2.68497331207
(49- 33),2.14735207665,3.09733836962,2.59790351025,3.24389514641,2.83601897825,2.70054060565
(49- 99),2.84852056903,2.44303324603,2.60132461277,2.822876596,3.17362817838,2.75662254092
(49- 10),3.07109698182,2.30023244269,2.63161718314,3.08235036648,2.42160527753,2.93555433518
(49- 11),3.39530098874,3.11376783405,2.98193490367,2.85689820942,2.42560431828,2.13308730876
(49- 49),2.50304560722,3.10272311743,2.65733627579,3.05197071584,2.6490070343,2.72230951852
(49- 83),2.96123108767,3.07609217088,2.68981903853,2.48245168802,2.72866115012,2.83544384325
(49- 61),2.64506620152,3.43658604209,2.53427653532,2.94807367031,2.55676656397,2.59391902754
(99- 33),3.13388358787,2.21246189054,2.90301866299,3.00061809365,2.72880362397,2.54257052982
(99- 99),2.95056500686,2.93823760374,2.96538993146,2.12614744606,3.10205834296,2.61559816527
(99- 10),2.61253026643,2.83586069063,2.52045977517,2.93623136444,2.46450896027,3.05415983925
(99- 49),3.07968954014,2.52792403285,2.20556031769,2.35193618097,3.28052155728,2.76026068207
(99- 83),2.61833821891,3.10063892063,2.67426693718,2.75251653668,2.98256555929,2.62816890878
(110- 33),2.70983581276,3.24626950413,2.47426847807,2.91534424023,2.86831533186,2.48260466759
(110- 99),1.49202485301,3.58186077853,1.24962499067,4.56837933465,4.61885995321,1.82808953581
(110- 10),1.87456516224,2.6519105515,3.25363529678,3.29520213085,3.18700520409,2.49356383422
(110- 11),2.80622444856,3.0551726573,2.66426083175,2.42806232687,3.24704981896,2.53396179313
(110- 49),3.44486978761,2.1148992095,2.12086670978,1.80177690295,3.54820358501,2.25081426373
(110- 83),2.92320024223,2.57028741752,2.2943991796,2.7198630767,2.34325759086,3.37641904792
(110- 61),2.85745591446,2.70973738191,2.65338148768,2.9132945617,3.02137210248,2.51533400343
(102- 33),2.73370501504,2.6173212394,2.92300926321,2.9491032465,2.28322432532,3.04119079895
(102- 99),2.0911237128,2.62110139682,3.0727712162,2.62457697285,3.14360093051,2.81126928783
(102- 10),2.83756345965,2.75505860716,2.92528967557,2.59802308919,2.49513167743,3.05786406301
(102- 11),2.53507183906,3.76577897222,2.85005036321,2.58167001972,2.65705781932,2.46302594642
(102- 49),2.5806239429,3.08420711521,2.56075103246,3.0640936504,2.82828829298,2.5830125402
(102- 83),2.71629209871,2.70335146397,2.83825484241,3.31372853803,2.55434086726,2.52383275021
(102- 61),2.83340499133,2.72842251282,2.68829585564,3.03661665265,2.54039196407,2.79899311294
(65- 33),2.99928306383,2.91972386477,3.03437937108,3.31144841114,2.31928205407,2.13820652549
(65- 99),1.99114870552,2.3780309007,3.22756335694,2.00641294547,2.78562529456,3.53521183127
(65- 10),1.61427395318,1.84157657556,2.13435564193,2.25774543846,1.73295195919,2.45260376817
(65- 11),1.2039612971,1.67435650946,2.09973312007,2.23526600253,1.76919807431,2.19749047775
(65- 49),2.83947681277,3.05550258162,2.69209032524,3.17042314848,2.59936692276,2.40745282269
(65- 83),3.63964731305,3.46801670034,2.24778642086,2.9058152594,3.31444842489,1.44233500717
(65- 61),2.86646661428,2.83717741329,2.61267408446,2.49917991515,3.01743210491,3.02188304859
(33- 73),3.15316250028,2.8980299757,2.66116872337,2.53739393225,2.43847536203,3.04198789099
(33- 61),0.969206540033,0.679895032411,0.92599690963,0.933958508952,0.653865083009,0.286950732771
(99- 73),2.95677729838,3.430350309,2.44784869908,2.26635618813,3.20910202902,2.41394621894
(10- 73),2.37159541145,2.97788659067,2.74148164441,2.68938953865,2.96836509677,2.90909538491
(10- 61),2.98432657486,2.50251041899,2.81956509532,2.89504357512,2.56077283523,2.94460575044
(11- 73),2.75148086378,2.59506749457,2.90208037384,2.90411171878,2.59664218024,2.91269446217
(11- 61),0.365044475394,1.28436985058,0.830003271387,0.992409648264,0.69491131005,1.38817360991
(49- 73),3.02273945776,2.64195428079,2.92017532506,3.00277463137,2.36430448974,2.59588630041
(83- 73),2.844449334,3.12990472552,2.54437103437,3.52413342456,2.49504092359,2.01339290177
(83- 61),2.3888017465,2.32618046307,3.12155334212,2.60682190879,2.85978520014,3.35085953642
(61- 73),2.88098782207,2.3200987297,2.43538400507,3.12076289117,2.79502381307,3.00412816226
(61- 61),3.79275667324,3.12225658299,2.02489549129,2.41549152896,3.32380417715,2.30514917655
(73- 100),3.02099384763,3.11248768095,2.39586807721,2.75832795921,2.94336380375,2.48281688885
(73- 34),2.83896900073,2.93888024461,2.56508197851,3.01432149947,2.88634964677,2.53637291713
(73- 28),1.11314733929,2.65162712333,2.25554775842,2.57234611312,1.18722910563,1.72165434936
(73- 77),2.23387623261,2.50669384463,2.67628895254,2.99082195689,3.54725029826,2.5070789514
(73- 108),2.30891175049,2.30540319653,3.45026374615,2.37087590588,2.91567992905,2.36873749064
(61- 100),1.59568080489,1.70182888924,2.6973758888,2.83405974228,2.70909592811,3.26929380178
(61- 34),1.39991189714,1.98428526713,2.39356719197,2.43829113666,3.58320913517,3.39123326912
(61- 28),2.31283436508,3.08666946697,2.5910506621,2.58901157258,2.80716197159,3.15901001896
(61- 77),3.68073538885,2.84122382156,3.02794608399,2.81258778005,2.38129643842,1.93786133965
(61- 108),2.84637852666,2.66208201399,2.8757180952,2.48336612281,2.99115538708,2.80006919562
(100- 34),2.84315960832,2.92224305789,2.47354651865,2.94739110207,2.363290917,3.06575785868
(100- 84),1.10152064789,1.43502808769,2.66606219614,1.54743305918,2.29714170629,1.48920333434
(100- 61),0.366172922462,1.14887609297,1.12922062425,1.16984698632,0.796085780043,0.8578628425
(100- 109),2.84371055097,2.02615060717,2.84221100618,3.29618853059,2.13968189138,1.54024010235
(34- 34),1.92697394601,2.38472068768,3.00572528163,3.63677946864,2.44927770985,2.0825887547
(28- 34),3.12773541684,3.19918593169,3.22934326398,2.25809363984,2.75920772712,2.30429403037
(28- 84),0.692385393428,1.40738995849,1.80251875741,1.35337273503,1.32505510095,1.23110464223
(28- 61),2.13866665169,2.47786553016,2.72778762473,2.54365053858,3.49614345378,2.71819715702
(28- 109),2.94906957838,2.93727917609,2.67282253977,2.26139960815,2.75477905019,3.04615375057
(77- 34),2.95665104033,2.90793524673,2.25958386105,2.29952883808,3.13586828082,2.83379021286
(77- 84),2.48792534869,3.40640243155,2.44970583088,3.01700837667,2.09045764059,3.00361472119
(77- 61),2.78128784451,3.04503928651,2.4413690264,2.99810753343,2.68939407672,2.6898594768
(77- 109),2.39726944567,1.37519730541,3.60949803101,2.41755643513,2.74924946685,2.3274390134
(108- 34),2.80789266812,2.92766671252,2.80916555183,2.59662457302,2.78357071554,2.78296445679
(108- 84),2.57731131353,2.99439808137,2.34208705466,3.21767756848,2.4082833126,2.92615598435
(108- 61),2.93108383696,3.0506487137,2.63948779853,2.67811160876,2.79489875923,2.68228681196
(108- 109),2.74612066829,2.85575008367,2.75735203394,3.35732044712,2.39468995851,2.63836309735
(34- 80),3.03167837473,2.63116510892,2.96380118234,2.6765323026,2.52056358074,2.80466120122
(34- 11),2.77828589966,2.89333784917,2.58215313658,2.50590315089,2.62549162421,3.14763791522
(34- 79),2.54172708842,3.79618905003,3.13495216423,2.01171924806,2.73649233557,2.46982485577
(84- 80),2.84162256346,2.66041939069,2.90693991059,2.52210926668,2.6155056007,3.10902467055
(84- 11),0.879864472461,1.76519317766,2.25675523236,2.09923182265,3.30335861715,3.43317987978
(84- 79),3.13106571712,3.76918228158,2.64670906266,2.10942856727,2.49310149346,2.64116580384
(61- 80),3.28068232607,2.98374366118,3.00179132086,2.05580629484,1.94250572944,1.97973508783
(61- 79),3.27197450806,2.41924753897,2.68517886368,2.65275594834,3.04002548168,2.65525496318
(109- 80),2.81927141626,2.74322278339,2.50321762872,2.50590094329,2.91271837679,3.05165611493
(109- 11),2.92636697023,2.41823919118,2.34096809035,2.88973942676,2.916434173,3.1054620921
(64- 99),2.59127060935,1.91317580876,3.08875610063,2.2371504304,2.80331888884,3.26497535304
(64- 10),3.2446415481,2.59822499411,2.31495318869,2.42316085495,2.85833322153,3.10674872247
(64- 19),2.91802903265,2.19557641093,2.67388951112,3.21104210178,2.28873441495,3.17212171933
(64- 52),3.03678360444,1.19379042681,1.99658805176,2.44538476296,2.70594259767,3.34387233244
(64- 58),3.43165683449,2.65981464858,2.52056772591,2.3116290962,2.65950404687,2.99261119833
(66- 99),2.934865746,2.64745673301,2.72778300959,2.69559809227,3.05538850895,2.70935912026
(66- 10),2.18356032736,1.91583732606,3.00591555558,2.96113488737,2.45786418077,3.3689953405
(66- 19),1.88500495307,2.38922831234,2.37910130833,2.52538872221,2.98650953588,3.65961073227
(66- 52),2.82213506868,2.9938799028,2.83833846672,2.41529800173,3.07166314052,2.60106421833
(66- 58),2.86444025299,2.85040395537,2.66304779754,2.80234699897,2.33789899348,3.08510186527
(5- 99),3.24232186019,2.57893684386,2.71393099126,2.35305891483,2.71253387593,3.0716339577
(5- 10),1.19630083636,0.484557641836,1.17501902222,1.27158838254,0.982645657289,0.716107180166
(5- 19),2.28538893971,3.21350751564,2.22603221065,2.21402459632,2.3107261771,2.21933041506
(5- 52),2.60750285054,1.83886208067,3.48709910154,2.58529190936,2.92404741536,1.30453988331
(5- 58),2.30802133895,2.81801589098,2.43469518012,3.30681232512,2.72044726917,2.92192416739
(41- 99),3.17232356415,3.10940200444,2.61230682822,3.14038579629,2.35260368964,2.21816058644
(41- 10),2.23850691981,2.08730983604,3.49173430437,2.0028094253,3.15586075955,2.69057200458
(41- 19),2.31309508059,3.20870044366,2.79500556773,2.91313138598,2.42765623633,2.34486157189
(41- 52),3.08278225109,2.89370802028,2.39149745169,2.92139987532,2.54281129329,2.89758974124
(41- 58),3.58373204438,2.59739920124,2.99962504902,3.26656293049,3.00423562364,4.00365975371
(48- 99),1.48120659933,1.29488866799,1.65489673442,1.09979123646,2.08340359968,0.92192474571
(48- 10),2.05454817602,2.51922362339,2.91850411085,3.56811119634,2.2255023726,3.17746021591
(48- 19),2.24914075931,1.79620564743,2.15951010607,2.88976021277,1.99590551136,3.24667902814
(48- 52),2.98419096268,3.17373738768,2.50419605781,2.84284436742,2.61169653615,2.56481878811
(48- 58),2.27668149126,3.04837352496,3.07691923277,2.98581935443,2.36907523844,2.61357002322
(49- 19),2.61859682044,3.12972176977,2.13884565545,3.21026047615,2.36452682642,2.89298123516
(49- 52),3.42927063535,2.97862008458,1.76698452849,2.07725313385,3.10919349964,3.07539306021
(49- 58),2.34789940044,2.80610885952,2.17997252674,1.7826971433,3.19457852609,2.79701811301
(89- 99),2.63772739775,3.38804147264,2.99497698279,2.82503563299,2.27920374393,2.60555807022
(89- 10),1.774147106,2.23184705509,2.67544288784,2.17127468599,2.94877918776,3.22676873362
(89- 19),1.90553410927,1.78908228925,3.11903967239,2.85224549159,2.53667133551,3.19330827794
(89- 52),2.14752625363,2.84620966374,2.29795126772,2.24286371777,1.38097533077,3.09489715679
(89- 58),2.90064879389,2.16222713621,2.08812041888,2.84560361176,2.49718025385,3.51297934374
(99- 65),2.89355009174,3.00148307289,2.83929514408,2.65257506958,2.5749155019,2.83113229103
(99- 90),2.40552045893,2.53569125355,2.80908578361,3.20041415918,2.75305003232,2.95499169479
(99- 19),2.73305437096,3.0833408738,2.57525751189,2.53633446827,2.7793125676,2.9813947013
(93- 65),2.81299500047,2.32584469952,2.97243986445,2.26811427145,2.38682588637,3.30540604019
(93- 90),3.19419605928,2.94705422779,2.66890211002,2.45540316197,2.6834649401,2.71660433178
(93- 19),2.51063362397,2.18677836185,2.73869238274,3.00536755485,3.12540312955,2.65059175602
(93- 38),2.99134714478,2.63172046221,2.69393340719,2.69750562854,2.92917422343,2.71000552292
(65- 56),3.06585367507,3.04736845013,2.80166346034,2.47088823449,2.52246057956,2.80167420903
(65- 53),2.88816851472,2.71817769433,3.03850092622,2.70039541864,2.32345430741,2.71109901296
(65- 54),2.93530490269,2.96799011969,2.71039458914,2.82466439939,3.01663979574,2.18041350476
(65- 71),2.83569755362,2.86028005119,2.63006363665,2.60555846484,3.00205207829,2.71220171172
(90- 56),2.51301191521,2.88830971389,3.01061421122,2.63884111635,3.04210464506,2.58898025031
(90- 99),2.75868868632,2.90449093884,2.83152749601,2.78170347038,2.6671439589,2.6466306895
(90- 53),2.82710472013,2.83614745113,2.39329588451,3.14762399724,2.73663987751,2.74500289239
(90- 54),2.44529951126,2.88942132233,3.05461191782,2.8917905999,2.74347437974,2.60637046078
(90- 71),2.51506611855,2.96065001278,2.70180287438,2.53623487819,3.01306366312,2.83000248266
(19- 56),3.38760608574,3.18937153014,2.55300391184,2.02641818407,2.00365628767,3.24127186946
(19- 99),2.55617454914,3.02564999742,2.51252250235,2.89128170996,2.59826080193,3.1228056024
(19- 53),2.3500455091,3.12602640897,2.62327143295,2.87577225505,2.89198455553,2.81645521006
(19- 54),1.26518762372,1.03446391453,1.59173931457,1.5531511674,0.509212295885,0.438145330935
(19- 71),2.55985178046,3.19064595807,2.32343950043,2.40194579819,3.26215601637,2.94992854675
(38- 56),2.62261935927,2.11405919429,3.33467898721,2.49708362153,2.70789819274,2.88816930326
(38- 99),3.18501185593,1.20490699618,3.38500543161,1.77563118796,2.43135138084,2.60466134465
(38- 53),2.78844562622,2.42718888118,2.7656971461,2.52646506792,2.73467177448,3.22385827067
(38- 54),3.21326684938,3.07030014658,3.51787305474,1.96552515094,1.90347674308,3.0548169624
(38- 71),2.2025579334,2.93489453809,2.98819411795,3.60945490605,2.27493353401,2.52523797341
(56- 39),2.7616018388,3.18396777809,3.08274302404,2.79487544372,2.56107700711,2.16346799406
(56- 74),2.61497531173,2.61663638183,2.55370092877,2.89821805225,2.91692308869,3.01926350608
(56- 12),3.06724557975,2.73587158668,2.74584897843,2.66659776678,2.74255017005,2.70659502133
(56- 80),2.49494682909,2.62222305148,2.84660105893,2.9529805228,3.13584471928,2.51321591618
(56- 26),3.46601857865,2.77339423649,2.66673421961,2.39113886502,2.95559108279,2.42838934175
(56- 30),2.58239071944,2.82976780088,2.69696083578,3.21619620603,2.74260826511,2.58024703824
(99- 39),2.36755109978,2.49761278005,2.91772358204,2.8664798941,3.00616651001,2.8297067026
(99- 74),2.88586465215,2.57453776071,2.40823973166,2.9340060579,2.77924463871,3.11503490114
(99- 12),1.77419729609,2.65010657417,2.98176310659,3.0636676371,2.82159744238,2.73352971059
(99- 80),3.04301785897,1.99047445622,3.26648725698,3.36111643129,2.78985200144,2.40432324252
(99- 26),2.76341433113,2.61974869797,2.49902392033,2.96533260713,3.24486531924,2.57619645483
(99- 30),2.93073144662,2.1346035886,3.15338942235,2.26180543289,2.75614201806,3.00121964102
(53- 39),2.63837008482,3.50825397014,2.40224449039,2.55694017442,2.74493165239,2.74075029895
(53- 74),3.01370238829,2.54434714756,2.91588173504,2.59745485206,2.14268209259,3.25481478654
(53- 12),3.31803301251,2.22157862603,3.39344128907,2.10090094473,2.67893085707,2.58458892743
(53- 80),2.70041056392,2.91159151107,2.8085073547,2.79875564723,2.53506838241,2.89124133039
(53- 26),2.83911805863,3.4530423411,2.8193919621,2.54494791638,2.81053427408,2.43911182301
(53- 30),2.42964323064,3.11897977885,3.20217089427,2.58453424475,3.08409349863,1.55343956324
(54- 39),2.86079281551,3.17531708145,2.70603272274,2.82189542423,2.3331080586,2.82478919483
(54- 74),2.0869069718,2.80003631643,3.22963633438,2.21940004743,2.45008524981,3.41433421778
(54- 12),3.34777160473,3.53767719459,2.80181630691,2.1126922719,2.97641085427,2.14641151609
(54- 80),2.46929876287,2.12838702748,3.04406694087,2.55161234128,2.92104180306,2.97120266019
(54- 26),2.82340130959,2.48390805155,2.51661729812,2.70815884587,3.37728663247,2.78378382795
(54- 30),2.69873854944,3.07810233256,2.40811566952,2.88466580537,2.85482529895,2.74515068923
(71- 39),2.69508892709,2.5477835218,2.66691172286,2.81736446459,2.08794183358,3.00838525503
(71- 74),2.9652987899,2.528926459,2.95245318209,2.67918594842,2.81115605584,2.64581885084
(71- 12),3.15300797179,2.73329742916,2.92146959788,2.36255616591,2.48513352735,2.985506959
(71- 80),2.99734592989,2.87974252976,3.0287038181,3.14169601749,2.49074063514,2.25579984251
(71- 26),2.77978173536,2.98897405376,2.69532228387,2.96747047786,2.74669314756,2.63379750775
(71- 30),1.87975327635,3.42914022592,3.226954408,3.18421338858,2.66600854899,2.3722463018
(61- 64),2.89020833136,2.74696413408,2.55309969095,2.80016079264,2.38647555636,3.19212944327
(102- 64),2.9605877915,2.70751330757,3.21242299268,2.28986464947,3.07079189202,2.52066692205
(102- 57),2.87292840146,2.73620464132,3.05971952239,2.53848494501,2.64381521894,2.74634880462
(64- 24),1.98470601093,2.74829986997,1.82379127717,1.99099118958,2.78178518798,6.00671692842
(64- 18),2.49542787126,2.87474477683,2.66811527752,2.77632456051,3.33416649342,2.32193242717
(64- 85),2.29576471902,2.4801020098,3.1241406486,2.76920650881,3.47583518501,2.19452810289
(64- 22),3.09516702472,2.80245718634,3.0482325762,3.09250596062,3.03157349876,1.82194354275
(57- 24),2.22197268826,2.79539215636,2.7963673137,2.40200026915,2.92604184396,3.37980636823
(57- 18),2.27619066014,2.53375241667,3.26720542605,2.6755814616,2.58650197755,3.06960813403
(57- 85),2.42112086196,2.85703565734,2.66775046864,2.5466606172,3.30192592668,2.94219504776
(57- 22),1.60717463347,2.90043341224,2.9070569431,2.16729229273,2.58547784709,2.79475874318
(8- 99),2.42654762062,2.91098499194,2.77701187846,3.29145175412,2.29319016876,2.8791081102
(8- 100),2.66445901319,3.36886078745,2.86309181747,2.84929980987,2.09630540086,2.43657165487
(8- 101),2.82012956109,2.51967220817,3.01577035078,2.51147088841,2.86881986567,2.95468559805
(8- 38),2.57970488311,3.03791520662,2.6506076826,2.67747817549,2.98118357022,2.94161994259
(8- 41),2.52669457421,2.90867456778,2.78155230727,3.04947806259,3.05635365372,2.45641804574
(8- 11),2.29866636619,1.68528049545,3.1152061407,2.60627861991,1.98003744549,3.06269377184
(8- 110),3.38283759542,2.78031030552,2.36515213123,3.14535908394,2.52094083086,2.48957293288
(8- 61),2.76676212093,3.02707435236,2.47271134031,2.89655245605,2.88752827585,2.66416454483
(99- 36),2.60602701918,3.04683027738,2.44525576488,2.69010326581,3.01772720998,2.96621963962
(99- 53),2.53603690089,3.27412802677,2.99488558363,2.60487845923,2.53882473444,2.71339177913
(99- 52),3.00298069255,2.97910845168,2.63114369401,2.72164831891,2.93221076135,2.39603965918
(100- 36),2.58396341587,2.45882144178,2.85872853473,3.32404425947,2.87562734674,2.55656195069
(100- 12),2.99779710252,3.59177369989,2.70931886971,2.57199950944,2.76758124281,2.44386597599
(100- 53),2.26185911034,2.71296200365,2.65552340759,2.67132204362,2.80144864703,3.44915524811
(100- 52),2.47112122262,3.26004629758,2.66308281682,2.63503189814,2.79330606624,2.8467634809
(101- 36),2.6698907967,1.99865312344,2.77099025454,3.20303943692,2.7002646615,2.89058555277
(101- 61),2.90598213968,2.66968455425,2.53214985544,2.99229220244,3.13254593467,2.41779480971
(101- 12),2.88518632501,2.7372471735,2.74983265275,2.89946314288,3.28774665627,2.10659526297
(101- 53),2.84167149161,2.92166284222,2.92745472865,2.54611372227,2.8737164332,2.66676124098
(101- 52),2.52656980717,2.69258471387,2.27483117669,3.22633918769,2.602494797,3.16651738347
(38- 36),2.54098379509,2.01374955231,3.40204588097,1.9490915218,3.06883615386,2.90926244759
