patterns\K,0,1,2
(1- 1),7.80873415722,-1.03111826962,7.09127002017
(1- 2),4.82234745029,4.24455367699,3.73505616823
(1- 3),4.24979134665,4.03451563985,4.20328981387
(1- 4),4.27344518215,4.35915252626,3.94565091565
(1- 5),4.14515533282,4.55941096899,3.91773291241
(1- 6),4.56306276407,3.81534471554,4.1582377945
(1- 8),2.99056813331,5.3901817512,4.2586882041
(1- 9),4.0342742173,4.50860737516,4.04556321023
(1- 10),3.95481185704,3.76246853472,4.86650801603
(1- 11),4.63465618348,4.81421529139,3.21562987999
(1- 12),4.78569642543,3.95182773896,3.82673817991
(1- 14),4.09652037155,4.26718879173,4.18415527273
(1- 15),4.0347863427,4.11483382587,4.32750234406
(1- 16),4.18679747628,4.56917439968,3.87608121846
(1- 17),3.77881419446,3.77243282653,4.73437843383
(1- 18),4.23295821652,3.98045875014,4.4467916183
(1- 19),4.34872381053,4.26578584651,4.00842126068
(1- 20),4.10551078962,4.04232949426,4.33801170824
(1- 22),4.32442753922,8.94477310771,0.780655069374
(1- 24),3.04676024842,4.15500238404,4.32717692497
(1- 25),3.70029196828,4.06728230346,4.54083331117
(1- 26),4.30904182054,3.71589825549,4.63678106731
(1- 27),4.64589375241,3.60785561533,4.41642855575
(1- 28),4.05071950235,4.55591744137,3.95248622456
(1- 29),3.72941419889,4.02943788437,4.64013931242
(1- 30),4.33244395212,4.39555995746,3.8264425174
(1- 31),3.43635959423,6.38312598373,3.27764993147
(1- 32),4.69352145677,4.53558693741,3.58674462027
(1- 33),4.20489774031,4.26523925969,4.1106272061
(1- 34),4.41885693754,4.11826698063,4.07389451264
(1- 35),4.28978787931,4.51451200709,3.82973031671
(1- 36),4.25946897466,4.2416366899,4.08033781567
(1- 37),4.31128909631,3.95601954678,4.29937513482
(1- 38),3.81105763549,4.53495193737,4.2376268858
(1- 39),4.07607813683,4.82214971074,3.7088750715
(1- 40),5.30056076609,3.62110216242,3.81286430424
(1- 41),3.9579504972,4.25892571645,4.13154782753
(1- 42),3.7157895292,3.92502941507,4.60150357917
(1- 43),4.34193130689,4.5293559226,3.77248743559
(1- 44),4.39707258209,4.32331576879,3.89731821595
(1- 45),4.13569513622,4.4643107337,4.01040640678
(1- 46),4.349900069,4.15458029617,4.14540809784
(1- 47),3.96766158853,4.84396792932,3.73640613616
(1- 48),4.09756381333,3.83653300981,4.23581188633
(1- 49),4.12739916479,4.24443920994,4.14918076963
(1- 50),3.59899889816,3.58983519569,4.76981523434
(1- 51),4.12916666109,3.51759996798,3.92057526668
(1- 52),4.75548856424,4.48624720824,3.53628297242
(1- 53),4.22187763539,4.1185480497,4.39252072729
(1- 54),4.93414827128,4.74378285396,3.05302911813
(1- 55),4.21079762681,3.72587546356,4.58594689164
(1- 56),4.76154825577,3.37780165691,4.65709887582
(1- 57),3.87750218082,4.44665430541,4.22226544466
(1- 58),4.34753260425,4.38933657105,3.90147767712
(1- 60),4.01967493722,4.39875956046,4.24436521677
(1- 61),5.04663349452,4.11219820518,3.60677491897
(1- 62),4.2055184467,4.23049108467,4.17388118243
(1- 63),5.35068134249,4.02517138519,3.38480311641
(1- 64),4.00702802806,5.05952441587,3.7396049567
(1- 65),4.16118443409,4.4343922464,4.2033396476
(1- 66),3.58568448426,4.65926227777,4.33915210265
(1- 67),3.49208900701,3.72420724114,4.60080867453
(1- 70),4.53345392928,4.68756674496,3.60241974392
(1- 71),4.24616286665,3.59957243285,4.55408157031
(1- 72),3.90369867693,3.74042227738,4.16274651614
(1- 73),4.21333212061,4.0333448554,4.19517921799
(1- 74),4.53034785624,4.63714762648,3.61963869213
(1- 75),4.7122670615,3.91443524684,4.03891494719
(1- 76),4.79260868867,4.52259982133,3.46972580617
(1- 77),4.21289323572,4.16701068197,4.23571075732
(1- 78),4.35793922098,4.23918167733,4.04442656948
(1- 79),4.87065727983,3.98423167776,3.76857331393
