patterns\K,0,1,2,3,4,5,6,7
(1- 1),2.80955801774,7.04491714073,-3.26195241634,5.63552524808,3.49753794338,-2.37929247236,5.03503406115,4.58008042886
(1- 2),2.50307221767,2.46270837828,1.50048752503,2.78049616367,2.97594870838,3.64697797511,1.46714534527,2.60636067669
(1- 3),2.6734345165,2.57147074476,2.50899644488,2.35663805498,2.28831113692,2.66059743418,2.08759658148,2.49774023333
(1- 4),2.62612456965,2.2447536067,2.48196441547,2.5508696983,2.53641436531,2.65461345603,2.35741063447,2.34673604856
(1- 5),2.52767504932,2.33089610528,2.59630346733,2.681496584,2.64267764725,2.42283267199,2.34152300831,2.26152413941
(1- 6),2.83117502151,2.27429848799,2.85928223514,2.52280123998,2.59718481825,2.18131751671,2.20329447171,2.27368507304
(1- 8),0.440192463668,2.53871298546,3.72996785119,3.92057171741,3.6373519139,3.03769311898,1.50133307955,0.838650934315
(1- 9),2.69826734862,2.36667408815,2.30044349513,2.2894582626,2.47835568129,2.73931830587,2.57696319977,2.27163155993
(1- 10),2.5743948728,3.15871685274,2.57768393863,1.78259516511,2.42063175714,2.80153415271,2.21313804173,2.35802777651
(1- 11),2.08139090022,2.53745078368,2.91709495429,2.51364165526,1.95126236285,2.53367335135,2.52785770758,2.68642884524
(1- 12),2.58472067576,2.79588419334,2.08952669268,2.37029365605,2.54325438123,2.30207879594,2.33011711103,2.6477449375
(1- 14),2.73269839876,2.40760325011,2.60089962036,2.29306808972,2.60102365865,2.14590752924,2.64773466272,2.28310806215
(1- 15),2.31272412244,2.69095268557,2.70541940039,2.2697893494,2.47348161373,2.32006660996,2.63524477432,2.24679398426
(1- 16),2.66831047196,2.56261921691,2.24263610518,2.71095610432,2.61667097449,2.21884900472,2.4474095431,2.25706166271
(1- 17),2.62490604382,2.66884537845,2.13903432846,2.34115601431,2.43004185524,2.41952377807,2.37991429837,2.60267287219
(1- 18),3.03108008203,1.88547349759,1.92457520765,1.45009671785,3.29495994541,2.28272341545,3.24253514783,2.71338683657
(1- 19),2.49220869684,2.59064931472,2.58732332308,2.15879458881,2.48952368726,2.64023267562,2.42032529339,2.37958271067
(1- 20),2.77215277305,2.4576902874,2.45443532479,1.91431768407,2.42313369113,2.67917924606,2.63878635839,2.33967151609
(1- 22),0.630144265747,1.09118404361,4.27567790605,0.294661782378,4.24106085622,3.87442798531,1.41874184789,5.37441249777
(1- 24),1.95708988304,2.58793904951,2.0049423428,2.3076108882,2.47193453048,2.82266143353,2.47161374504,2.56588324731
(1- 25),2.43754069878,2.7504405528,2.59783967735,2.38864544389,2.56138626296,1.9355882789,2.55975250149,2.33030862436
(1- 26),2.18177568096,2.1387994464,1.9275112021,2.78858297619,1.80496447234,2.02883849461,3.85945823637,2.76340192864
(1- 27),1.60928089279,1.74668889752,3.72216318388,1.89157541924,3.43527703161,2.25340629409,1.30044883532,3.96918021128
(1- 28),2.25418139847,2.3343136538,1.86246826138,2.65853967373,2.69664526381,2.90626213466,2.38867086102,2.46308318185
(1- 29),2.3335849514,2.55685994592,2.36587393789,2.71344672935,2.06728322501,2.44799267416,2.59165737391,2.41025658696
(1- 30),2.68392214241,2.30599634356,2.28767482204,2.62513135229,2.41902904698,2.37676952546,2.36116989035,2.67339344156
(1- 31),1.84514377907,1.17915113609,1.76896172784,2.07328158737,3.04312380774,2.2387943557,3.97912108086,4.18165813128
(1- 32),1.72771922854,3.07362171749,3.27911712495,1.47090503606,3.59113723987,2.51784371727,1.98815735858,2.41118627271
