patterns\K,0,1,2,3,4,5,6,7,8
(1- 1),0.882382383794,1.4050772216,1.29697719617,-4.07352909292,5.50858731478,5.99559344138,-0.0372711939811,7.90591730036,3.51421204847
(1- 2),2.62719822909,2.51846833232,2.33235519893,2.6166142219,1.79623988171,1.94526594834,2.07825562492,2.1489913218,2.0896917057
(1- 3),2.15747129129,2.4042193745,2.28515276658,2.22940782156,2.22010808695,2.2270813399,2.03722941973,2.18474133831,2.12680540886
(1- 4),2.30486765881,2.19514235807,2.19841272259,2.27649659313,2.35737906532,2.23684626322,2.00431316652,2.2310722157,2.11674401955
(1- 5),2.33501875043,2.328037616,2.07253207825,2.18903273999,2.30936553333,2.22801537916,2.19199201468,2.03936570808,2.32007904466
(1- 6),2.16301579255,2.31597251908,2.06043903625,2.34832415986,2.3504853989,2.08382175836,1.93158621095,2.39075710972,2.20377249568
(1- 8),1.34441219275,2.38242467739,3.18815336148,1.2575885493,1.18305623551,2.32398449549,2.15006930307,1.53596692504,4.62934449729
(1- 9),2.31101323182,2.46638238237,2.14657302962,2.19177433735,2.30830493012,2.35063044378,2.0844424012,2.03223988201,2.11971879123
(1- 10),2.12299038023,1.71267381882,2.64892895856,3.30888460679,1.32607023464,3.13339055585,1.23752972367,2.5825530281,1.08474477886
(1- 11),2.33952647987,2.04487529741,2.32861669756,2.25703662424,2.39625794896,2.14187845779,1.9333633292,1.97067870047,2.60184660863
(1- 12),2.1605806637,2.2079844358,2.22392642208,2.20209380047,2.27635624018,2.2453254348,1.823746778,2.3982519472,2.33534412945
(1- 14),2.46995733384,2.21123630906,2.02326138946,2.22279470564,2.41935865978,2.30986990301,2.00062468306,2.22771260656,1.89641585532
(1- 15),2.3253980797,2.12237311703,2.31506549145,2.03815276867,2.02214314179,1.72894386599,2.18708448175,2.71808457686,2.36317543187
(1- 16),2.29240353999,2.21793907699,2.28440617448,2.13721322781,2.35139989806,2.13949249912,2.37888625899,2.07750933784,2.1054977108
(1- 17),2.08045712686,2.25867867423,1.91542533907,2.57744993966,2.12730025286,1.97984520345,2.13783277404,2.617925613,2.00790947851
(1- 18),3.89895289022,1.77248568787,2.99755909784,2.82959062415,1.33940012126,0.876314369727,2.54611467057,2.11571790877,1.50368720794
(1- 19),2.24772405915,2.24419513909,2.14901482876,2.10211461105,2.39095558134,2.12424221675,2.33747743826,2.07163952205,2.37224461051
(1- 20),2.14289065109,2.21723796666,2.12542551454,1.88417417262,2.00719986342,2.36907593224,2.39322751216,2.35678060112,2.39133842756
(1- 22),-0.0686078529675,1.41200989635,4.05152368333,1.4944908092,4.68732009869,1.76321710338,4.24801035409,1.07867138873,2.99751704649
(1- 24),1.80576162361,1.71753510354,2.28269060973,2.51610834461,1.89022028826,1.53634038627,2.60966969273,2.82593486371,2.16258775699
(1- 25),2.31153408214,2.00146920163,2.17260633294,1.91535567236,2.12707565289,2.2650010043,2.12016784785,2.46463916723,2.31715414139
(1- 26),1.32016823163,2.3683794481,2.0019744942,2.46290854695,2.2933772182,1.69277521064,0.757795263962,3.44398497575,3.07530365346
(1- 27),0.888976204182,0.689943493399,1.27930211273,2.95771884094,2.60619678676,3.58119033079,3.69038704932,2.59180128351,1.57602852442
(1- 28),1.91451496205,2.05401519285,2.47721777837,2.55398034826,2.29038039386,1.97007701694,2.59303208137,2.00377707943,1.9440199371
(1- 29),2.61899684265,2.38634463318,1.88302085178,2.42915938957,1.98287351082,1.81117703504,2.21867182091,1.84394255293,2.61944962239
(1- 30),2.12225406442,2.10461182119,2.15148570018,2.16941187727,2.49240852423,2.47328735098,2.22941892033,2.05255187361,2.27041707974
(1- 31),2.98268898151,1.80506498968,2.29636013984,1.90538494127,1.22842237658,1.41494830527,3.59928980159,1.90710729551,3.34881119287
(1- 32),2.00115135937,1.83722675096,3.71106269011,1.31021128492,2.40846743529,2.83478065162,3.02721917366,1.35013116744,1.95408578427
(1- 33),2.22421578891,2.32146579772,2.03727495754,2.37758532193,2.19164020913,2.19371085968,2.38447625583,1.93712536945,2.35267326133
(1- 34),0.690402543317,2.13966243417,2.99183390783,3.51258250236,2.40380089053,1.76864705371,2.41120268617,1.95601410046,1.97891415267
(1- 35),2.17633668657,2.19175978629,2.36929792396,2.23504199395,2.17169760343,2.26407107919,2.12565500951,2.06269598513,2.37274690665
(1- 36),2.12020449376,2.24664731731,2.14873895306,2.41562337485,2.25731437884,2.00371984657,2.25875645407,2.23225062716,2.18921905745
(1- 37),2.22063392551,2.55808321702,2.05090221996,2.22633259408,1.40815126924,1.89148269754,2.24814269204,2.66431155335,2.16051119393
(1- 38),2.23443530557,2.15710226834,2.2786495054,2.31809233317,2.38421600795,2.2578612273,2.16314698149,2.01743118513,2.22114072393
(1- 39),2.34217861563,2.19550021328,2.21212207677,2.25452944572,2.09977527415,2.1595102368,2.20096088242,2.0899866507,2.41681339716
(1- 40),2.38809053765,2.16727134608,2.31581903055,1.56110596134,2.38673616901,2.08057408549,2.57780256869,2.26906123555,2.502368664
(1- 41),2.24259732525,2.37242973378,1.90544308903,2.25377412318,2.07080341904,2.11414925003,2.23180307511,2.43564209126,1.98234831495
(1- 42),2.12191458558,2.18562717206,1.89163053581,2.54688835615,2.20121470807,1.7320801109,2.1928211624,2.55080500775,2.24238396673
(1- 43),2.2682717523,2.40389360417,2.34987573367,2.29142516638,2.19674725644,2.07204221242,2.15628937281,2.16130975667,2.04847615936
(1- 44),2.23502061198,2.29491278178,2.3336859069,2.05610929564,2.14976682116,2.17485928725,2.13771983392,2.2870989306,2.23874949608
(1- 45),2.45649562289,2.2123455173,1.83697915361,2.32817051246,2.37141624067,2.53091220675,1.94378450316,2.0856073682,2.19553325106
(1- 46),2.04531768542,2.5897685136,2.29607363673,2.44910503438,2.26273833227,2.33168873489,2.01726663874,2.16292313785,1.80998436949
(1- 47),2.10733429768,1.86807708764,2.25011179014,2.02725315879,2.18856405747,2.15917251123,2.62044865439,2.3655152432,2.29590356348
(1- 48),2.32667056367,1.90902335128,2.35332682902,2.0539618017,1.86848506469,2.12185750582,1.86298827801,2.86364423619,2.00837235767
