patterns\K,0,1,2,3,4,5,6,7
(1- 1),6.25863043105,4.33472125922,-1.66233089922,-3.3514182729,1.60899908981,3.20177079941,6.42125097445,7.62568088211
(1- 2),3.04206047389,2.23393429647,1.85740590237,2.8965765654,1.79909291284,2.84446390135,2.28320373149,3.45590682183
(1- 3),2.27355317805,2.95211704374,2.70365195227,2.26358719054,2.30325651233,2.66946247673,2.54279390745,2.37461352157
(1- 4),2.28332551198,2.5594324359,2.48631468901,2.59269440735,2.37068797844,2.77336492373,2.38336203508,2.47947536641
(1- 5),2.17533641383,2.55692968979,2.28117256874,2.62069073352,2.54768852234,2.28974139671,2.77496090972,2.89623496088
(1- 6),2.95471661042,2.60361445102,2.35399178397,2.29048876869,2.38443369511,2.74630575705,2.48633284365,2.21687393579
(1- 8),1.35481613928,2.38046705403,2.95892900466,2.61639765735,1.67032766529,3.93723398317,2.84538350305,2.77100587054
(1- 9),2.28413328987,2.40254203377,2.65421643511,2.41046530955,2.4459993465,2.64235463388,2.43828827929,2.7847357445
(1- 10),2.1377782308,1.89496533576,2.99800406598,2.6628603997,2.83245236339,2.55886921083,2.32343127737,2.44143969713
(1- 11),2.15550844442,3.14754561981,2.23930250281,2.54241319841,2.92458001989,1.62820586752,2.63332745937,2.96312675532
(1- 12),3.15969483885,2.22961472387,2.8814504648,1.80940527656,2.50919049495,2.47831234732,2.3053825519,2.51913228547
(1- 14),2.29788762186,2.78803303712,2.38967694729,2.23430658029,2.46756716698,2.56143477786,2.85960217565,2.48514147817
(1- 15),2.56534567377,2.35525491854,2.54982403554,2.4760275719,2.60960678657,2.30256097905,2.48233549,2.62876990546
(1- 16),2.30512529772,2.4377909431,2.27185305084,2.41595006458,2.51602790679,2.6354552833,2.67658700599,2.84491747651
(1- 17),2.38705463453,2.74873522843,2.25406923057,1.90916257312,2.28692115478,3.21935662316,1.74821294936,2.77837417668
(1- 18),2.37135851513,2.68523242713,2.44420325291,2.92131659092,2.25867420559,2.14486828632,2.81544273213,2.74643247976
(1- 19),2.4859565805,2.76677009519,2.6920132294,2.55480322147,2.46626309954,2.30597803548,2.55985928782,2.39068235031
(1- 20),2.00239766854,2.67724927257,2.36311917853,2.41564694839,3.06748627421,2.09062135957,2.45572460259,2.70692288121
(1- 22),0.0409549304027,3.41186818062,3.61588633201,5.98104189707,2.66747057902,2.60571920819,1.07964358063,2.4608235436
