patterns\K,0,1,2,3,4,5,6
(99- 38),-1.24752666736,1.33105148056,3.55281860443,0.646608481781,7.44882303822,10.1713739653,-0.607198974635
(99- 72),2.81482494596,2.23019405823,2.37515209684,2.53267253441,2.1314982263,2.9857725692,3.19714942489
(99- 11),2.48496428608,2.73622588893,2.32862647108,2.51548421064,2.64781293795,2.56832175512,2.72757951489
(99- 76),2.87389488944,2.69578447876,2.59887376824,2.38821462834,2.51090875955,2.44943408011,2.64446023975
(99- 86),2.75395591276,2.64462274762,2.4666652891,2.61851011398,2.35115159018,2.65333380096,2.72322402914
(99- 57),2.76974063079,2.37830412228,2.6392039634,2.63253877396,2.59931842579,2.74105520173,2.45738471871
(72- 38),3.76570029753,1.28540851348,2.94878399257,0.735758285987,3.95441403501,1.48624245015,4.19930499766
(72- 72),2.49618608839,2.64128648767,2.48293639362,2.33156567711,2.79826333669,2.68467412069,2.71744053779
(72- 11),2.13688811712,3.16276174746,1.92565107164,2.79880117095,3.31548288742,2.14833969198,2.5029465045
(72- 76),2.42043062686,2.58135951384,2.76799534232,2.85718852831,2.2296679049,2.68257789742,2.71199406618
(72- 86),2.03113630432,2.85653040201,2.72667766633,2.90156647032,2.68224832933,2.90188234186,2.07277709687
(72- 57),2.37160774604,2.89302850084,2.39297781744,2.64856224168,2.55030309295,2.63008824769,2.64838856889
(105- 38),2.36423865946,2.52185270416,2.36772217859,2.61945248155,2.6674715439,2.65610662079,2.9886181564
(105- 72),2.37246513539,2.8874622688,2.81925927911,2.70928573497,2.47136962618,2.572650246,2.37575571459
(105- 11),2.53138085169,2.57665709568,2.18929872731,2.78166942866,2.57390424585,2.44583631995,2.99083107859
(105- 76),3.30546346656,1.7202699093,2.94014738717,2.47138932857,3.45103336771,2.97392674303,1.37378413939
(105- 86),2.42329381739,2.77978352283,2.78958269888,2.41791471114,2.61179134603,2.54534211952,2.66401138298
(105- 57),2.36151643152,2.8173000146,2.63173555746,2.79207217063,2.2096058753,2.79849789509,2.61135538169
(11- 38),1.56836408244,2.03312024609,4.64722436998,3.01504776149,0.214913371958,4.41226228286,3.70410424957
(11- 72),2.59616640096,1.95646269567,2.50627350619,2.65998586073,2.98183765842,2.22520808982,2.08977694075
(11- 11),2.79062230761,2.34723036268,2.66748326807,2.77311087289,2.33576621559,2.49920477532,2.64543916554
(11- 76),3.27890354276,1.81753231095,3.09465694662,0.850218763276,2.84806424765,3.81045411712,2.61651367133
(11- 86),1.75964822025,2.34471400896,2.21016166206,4.88243410148,3.24706054142,1.97844498868,1.67072786233
(11- 57),2.16665571587,3.09539205125,2.32954577116,2.5556853561,2.44800741264,2.53994621849,3.00480453602
(79- 38),2.6870660142,2.65808540744,2.85629755961,2.39429785512,2.60584080599,2.52705488151,2.48940508271
(79- 72),2.45139459452,2.5721651798,2.48813955808,2.71641804973,2.60831229838,2.66537555949,2.61157306473
(79- 11),3.59066864682,2.39020704949,3.2002372512,2.70541773969,2.90968307395,1.92771034766,1.82963200884
(79- 76),1.79472729698,3.16172496662,2.08239735516,3.40496551297,2.96882736494,2.20599403185,2.71213514231
(79- 86),2.58721766674,2.55109580838,2.69051183449,2.77506969082,2.23066641105,2.68176035476,2.69030797703
(79- 57),2.26040689034,2.70828611418,2.70869667194,2.96938676722,2.35482233144,2.30143829927,2.94779272149
(61- 38),2.42821371778,2.57804975188,2.7418907732,2.55681122414,2.46290452407,2.71650451235,2.72201545102
(61- 72),2.46070353193,2.63456753603,2.41877633421,2.78450026636,2.57193763454,2.65026189631,2.60143955721
(61- 11),2.6103032114,2.4831499906,2.81890951399,2.44818233866,2.43735863493,2.74573432555,2.55662385185
(61- 76),2.59446426368,2.76199885571,2.53133340938,2.52707524637,2.54501130128,2.81441598126,2.42427026392
(61- 86),2.42971469881,2.76354233758,2.50900310511,2.35670807907,2.61202065193,2.87596719536,2.70180018437
(61- 57),2.00005300778,2.62923900721,3.07819799767,3.34839837889,2.82112948227,2.53144730144,2.01502320769
(16- 76),2.61500836058,2.13338274496,2.29131993751,2.75558738957,2.43539451391,2.62987683244,2.94237353159
(16- 58),3.18117953477,2.17072774773,2.63190125127,2.37225544817,2.54682548679,2.58052987096,2.57161622287
(16- 66),2.46599518722,2.76246524772,2.58322293819,2.51863556652,2.74611011776,2.5085506923,2.6228884656
(16- 37),2.55267711453,2.72819824022,2.68716433273,2.46018651359,2.51058717929,2.66232683918,2.59432155229
(90- 76),2.55646397742,2.77972381439,2.57948340884,2.62724899868,2.60415914035,2.55179021161,2.5381491495
(90- 58),2.49529776246,2.90235947742,2.67635994025,2.35901972802,2.61991055567,2.53649667234,2.66692066024
(90- 66),2.36049903074,2.72260703325,2.38865892931,2.27124358865,2.63178639714,2.88683969849,2.92763223238
(90- 37),2.22451013811,2.03042333111,2.82728985622,2.9100367773,2.32632991366,2.75290780993,2.7813953278
(56- 79),2.68627699183,2.34058277634,2.69639135339,2.52452030719,2.61431191037,2.66582350099,2.54455740825
(11- 79),2.65320923379,2.15570775307,2.73058633184,2.63307123251,2.53489959699,2.93701021743,2.15893821123
(100- 79),2.32858010021,2.67742375053,1.75517422998,2.67831992916,2.90868355163,2.40118682795,2.79761836147
(109- 79),2.62929819126,2.90671769779,2.82288713456,2.48512804134,2.28512560175,2.91452391635,2.34964098068
(79- 18),2.91910830793,2.45396347393,2.50660600794,2.53429198457,2.25187749936,2.81048595556,2.88545303725
(79- 99),2.56414825624,2.59423093856,2.63814377767,2.96840184819,2.33310582807,2.59535422046,2.49744918832
(79- 34),2.4313648727,2.36909429311,3.11051373529,2.70221577543,2.58635987288,2.46311995585,2.48156433396
(18- 100),2.78762599502,2.16142212736,2.46573480965,2.57999315833,2.62085986792,3.07487512219,2.52804024053
(18- 84),2.89193872209,2.65764267094,2.41975812137,2.60906935436,2.32113545363,2.51737777041,2.739863462
(18- 61),2.52846740291,2.48050580412,2.83832352051,2.67907693638,2.51355080997,2.46260724578,2.69371877917
(18- 109),2.4083774641,2.54328919449,2.92949463947,2.68452225991,2.62966635389,2.47760407973,2.56533727239
(99- 100),2.63626246146,2.58959182616,3.29064444473,3.04166325678,2.72727585727,2.43606075204,1.69206810677
(99- 84),2.48207643425,2.80634783422,2.67048566632,2.60549625622,2.60170481556,2.52222929769,2.54919197783
(99- 61),2.26912591511,2.88284008568,2.11797589433,3.38468198319,2.85344121986,1.78096280908,3.07174606627
(99- 109),1.41382582446,5.01934145058,3.41181664818,1.80591120435,2.35528941326,2.29768458787,2.34437058071
(76- 100),3.08205440969,2.16700484739,2.48613620731,2.23279319553,2.46393355344,3.17857016055,2.75220470757
(76- 84),2.43216129897,2.68417428734,2.28550481592,2.58778684755,2.60244354645,2.99442271982,2.59823094722
(76- 61),2.86086078946,2.09946972397,1.81568195912,2.7936136774,2.8663679051,2.61993590288,2.36673312265
(76- 109),3.11482989988,3.09190041824,2.77696718654,3.55073440787,2.36124804647,1.73167577232,1.54795344352
(34- 100),2.80765001174,2.49902105881,2.32390300658,2.10678466535,2.41644862385,2.67190257677,3.11469333982
(34- 84),2.4427558643,2.7576652717,2.23125337638,3.17233831591,3.10754150878,2.14380066428,1.75966261173
(34- 61),2.60394693884,2.68982538627,2.50557098255,2.32212489283,2.74849630581,2.73640462253,2.53980230907
(34- 109),3.02821260892,2.63473289915,2.69830588789,2.47867460146,1.98612289576,3.18637654878,2.32315463677
(100- 49),2.20418227556,1.94736804475,2.60928470795,3.64491375869,2.70795708169,2.76696306215,2.36417344736
(100- 99),1.93013098928,2.53276008379,3.08159162172,3.58285774517,2.24517819564,2.82089371176,2.17250427466
(100- 110),3.05017121281,2.85896184839,2.0461474785,2.19155712858,2.68368319332,2.46173201085,2.80315478305
(100- 102),2.56741184189,2.70330704144,2.63147245803,2.74573556064,2.57105597979,2.31510908722,2.5859879132
(100- 65),2.35262804262,3.12255026302,2.65742447006,3.5039624727,1.86719764218,2.57401552795,2.15456017556
(84- 49),2.72679899134,2.7620534936,2.73493329321,2.53378642542,2.37814734803,2.87959303339,2.25829726317
(84- 99),1.8761121429,2.83349865627,3.00106329118,2.7208036376,2.63063321518,2.63828288929,2.46522150264
(84- 110),2.85092985632,3.03832328575,2.74259008745,2.19494660982,2.23644649275,2.54802061993,2.55837973219
(84- 102),2.72084296124,2.6679939026,2.6458378115,2.51601042094,2.39148819756,2.66374262071,2.56723635091
(84- 65),2.54591267578,2.63478417784,2.63926727488,2.88023530587,2.49826445842,2.41001402666,2.52803975677
(61- 49),2.30337201645,2.2976343519,2.1022541835,2.85071804716,2.84383701154,2.57537972574,3.06037969964
(61- 99),2.09863411758,2.7292606514,2.8369306496,2.489307065,2.81179440641,2.56781347533,2.62229520546
(61- 110),2.56317584103,2.84163332351,2.71453603254,2.46417348738,2.37458286948,3.02563343516,2.29058753583
(61- 102),2.14034308756,2.43072185173,2.49257923522,3.14130138301,2.64932640022,2.56219230796,2.60608545859
(61- 65),2.10800672003,3.17537858796,3.0031585518,2.56630061289,2.59308380556,2.59835417186,2.2493716191
(109- 49),2.57127695977,2.50688696499,2.49635718178,2.76302485831,2.68696863941,2.38184870781,2.76079552835
(109- 99),2.43879018906,2.94095683264,2.57327413222,2.59034210862,2.69632691547,2.42842940244,2.45516750895
(109- 110),1.55847101152,2.51656187536,1.48728919431,4.25783440362,2.92340927693,2.34699471133,3.01916691644
(109- 102),2.62554535195,2.424411746,2.85871795028,2.30866416329,2.50627246534,2.52395539936,2.88275234699
(109- 65),2.45305894705,2.77230816177,2.36284328356,2.64944192346,2.64613627768,2.69109985309,2.63228142238
(49- 33),2.17593541686,2.90722974082,2.73971140242,2.72702179012,2.02016855666,2.76571709882,2.87026917757
(49- 99),2.40858215368,2.45494427418,2.91209495861,2.59428393982,2.68933248429,2.22502759311,2.83912237014
(49- 10),2.89950465137,2.39674813799,2.40373566649,2.96971131963,2.44461545643,2.72367509298,2.13173864198
(49- 11),3.22276902036,2.85284474076,2.49070729702,2.30880570486,2.46385886753,2.22575632049,2.79526947202
(49- 49),2.61472337405,2.56750134575,2.47701102513,2.88580179637,2.51419649958,2.59134907647,2.4896541212
(49- 83),2.90808929285,2.32059557526,2.99517070362,2.50628006602,2.38333607359,2.67095210445,2.50125330346
(49- 61),2.45941096183,3.06746176154,2.54734610772,2.8366777027,1.98231052182,2.11651505132,3.10469321001
(99- 33),2.88677599579,2.79651409345,2.7295363377,2.75308596938,2.56769056101,2.44841085767,2.05710841623
(99- 99),2.64131180648,2.80107029764,2.52858367852,2.45943181314,2.58434221078,2.50543174678,2.55240133831
(99- 10),2.94582170702,2.14763106691,2.37876405595,2.53686772989,2.83983488176,2.5234546876,2.49083607636
(99- 49),2.83190475083,2.63780214107,3.22792306321,2.35800744413,1.89361244254,2.30468511118,2.48931006199
(99- 83),2.98015972962,2.90099933303,2.00050611431,2.46095948457,2.2428650048,2.83357317421,2.68750616965
(110- 33),2.17836410374,2.59567109761,2.56243011284,2.96596503614,2.8254989652,2.82227996522,2.07569483284
(110- 99),2.47123336815,2.49552625535,1.94369685263,3.12227542969,2.39705475825,3.65556465742,2.46975209415
(110- 10),2.1731192471,2.73272163887,3.3060585379,3.5087483346,2.62363266022,1.91134163445,1.994122894
(110- 11),2.77006055061,3.06491506218,2.6694176707,2.12685936189,2.76759185319,2.35517729792,2.20514962753
(110- 49),1.55531725439,2.46160233114,2.58319551285,3.50656734345,1.82772997263,2.4450326543,2.23388808205
(110- 83),2.72378155201,1.27477889066,2.47303363649,2.76781420264,2.57098545698,2.48201631757,3.00374828865
(110- 61),2.30675484765,2.11532467763,2.46859363934,3.09205950132,2.83092545726,2.76080421402,2.30175933259
(102- 33),2.60337200966,1.88171529624,2.93706873561,2.49396901436,2.92716345605,2.46123892606,2.50442680332
(102- 99),2.46391567174,2.69716211631,2.33678880395,2.66535966286,2.73427164774,1.88377837458,3.14657241928
(102- 10),2.63127218753,2.25840593257,2.74362136202,2.39743006653,2.95158728943,2.61664612886,2.54634657922
(102- 11),2.78033183733,2.71292939333,2.83286526951,2.03212073841,2.67669965823,2.41124426407,2.99401885953
(102- 49),2.83403260067,2.4859039025,2.14777423017,2.93120946419,2.70283129017,2.69597977937,2.30350015723
(102- 83),2.33079829517,2.53988423887,2.50573121157,2.41348567471,2.85397698015,2.87833932002,2.6556142828
(102- 61),2.38880112398,2.42718245192,2.53654433304,2.11441424976,2.85005705987,2.99082732245,2.81248412177
(65- 33),2.82171190414,2.33390086836,2.14416195069,2.55641401142,2.7953474986,2.78667832159,2.70058009667
(65- 99),2.00345061548,2.14840932657,3.2327210007,2.48474930844,2.4396009038,2.59146160956,2.80778309116
(65- 10),1.51649767114,1.76042015687,1.08339674741,2.19311522783,2.46726084711,2.49954264564,2.06774325938
