patterns\K,0,1,2,3,4,5,6,7
(1- 1),4.87194024593,2.43488207674,-0.945710752198,7.8293608151,-2.60442826075,3.77990443301,2.50970536312,4.37232560261
(1- 2),2.09061205378,2.65358853963,3.01825242117,3.26059006448,1.7362804727,2.02848070411,2.11627272328,2.17605592993
(1- 3),2.32476967995,1.89765505834,2.47335441233,2.42765768274,2.58214740969,2.63369067705,2.27703512237,2.31366119313
(1- 4),2.35755766542,2.27659843497,2.48372541538,2.43662397024,2.33537137306,2.35132666291,2.1683462498,2.43034171965
(1- 5),2.2877083516,2.27195717787,2.40137367192,2.33452055513,2.30706349571,2.492786636,2.39634307902,2.38424134194
(1- 6),2.57143847891,2.16164358441,2.68956034595,2.5060907131,2.3438847525,2.41092219151,2.08973442529,2.0389394827
(1- 8),0.560024977168,2.50911873337,1.0759356692,2.10718503841,3.03527682117,1.06378552082,3.8916424986,4.3029908819
(1- 9),2.10305472162,2.3532271843,2.23690332898,2.36852395952,2.24984232822,2.49901615519,2.65332816759,2.45189105278
(1- 10),1.14298378011,3.09461162652,2.26823861153,3.2586010175,3.16617777318,1.90532320603,2.329816497,2.0441537643
(1- 11),2.34495794642,2.30522216207,2.90551265792,2.13104206873,2.43358388648,2.25612728554,2.12704790094,2.2642846712
(1- 12),2.25276170058,2.34073062277,2.26506313354,2.57174443049,2.2422072831,2.36227157982,2.51955380737,2.38227143711
(1- 14),2.31724630177,2.26151384544,2.43545446219,2.38986561326,2.407651858,2.47860677652,2.29501193428,2.27499163296
(1- 15),2.95610191189,2.17604308823,2.46056421093,1.88807051503,2.20499119333,2.54089442802,1.96222441765,2.52018097261
(1- 16),2.4001464207,2.27374687413,2.41136919225,2.30517980032,2.46952499744,2.64194087253,2.09640169922,2.34856290397
(1- 17),2.66508610878,2.54973077287,2.21054730079,2.0391436461,2.28438692933,2.56856120696,2.20040851794,2.18098139009
(1- 18),2.70919853491,3.21236139019,0.979599446977,2.24857994967,3.02556434156,2.05097852983,3.07360406239,1.53594405736
(1- 19),2.28911730306,2.21657985181,2.42659526488,2.42789427106,2.35404427155,2.47384941145,2.35376528578,2.37828536571
(1- 20),2.2466317862,2.83898065837,2.13894054931,2.26312947004,2.35109413858,1.97007023743,2.12511621695,2.66937952388
(1- 22),1.30949410108,1.10962067085,1.33898815741,2.59517858142,1.97127093933,3.98687838605,2.81668435886,5.52544015329
(1- 24),2.88531084629,1.92159308077,1.9543666781,1.77260161617,2.52002886799,2.30094904893,2.28289612313,2.68585231297
(1- 25),2.11583012764,2.36869510455,2.16265292608,2.49171037371,2.36071869043,2.34721873337,2.67926159401,2.27711271571
(1- 26),2.1916341864,1.78328608567,2.62398064707,3.51897632389,0.861799502488,1.6102989345,3.90964011203,2.27406273167
(1- 27),3.36545117765,2.63810469699,3.5887300937,2.42621971862,2.33259311795,0.0801554304067,1.78755680041,1.69870980096
(1- 28),2.26703104738,2.17457767599,2.48224337158,2.65890202877,2.26882114385,1.75391895628,2.17897765808,2.76000968788
(1- 29),2.39375293296,2.44970816298,2.44500803206,2.12054843004,2.18801133472,2.29601414309,2.38881689188,2.46543168567
(1- 30),2.4113306692,2.42071981552,2.4138045952,2.29428374638,2.24928795079,2.38964955038,2.40009669711,2.22297837381
(1- 31),1.5666233801,2.54108512615,2.08986232588,2.82228850377,2.43130265344,1.53772038981,2.59478160866,3.79659799524
(1- 32),2.52222405761,3.6432988964,1.05878918804,1.26232679074,2.34537341565,2.32721152987,2.17206327423,3.63035923529
(1- 33),2.3819564144,2.52081711282,2.41776547316,2.32679172332,2.25859504579,2.46774478996,2.27100843491,2.24829133219
(1- 34),3.01099853076,1.55723294249,3.37767036797,0.581304223353,2.86478631644,3.02051762856,2.5403876365,1.81325779565
(1- 35),2.31676742511,2.35175160538,2.33691786456,2.37117636329,2.29083024121,2.6692731694,2.18550681485,2.42992005612
(1- 36),2.29364946216,2.44411892953,2.28816642656,2.43388684706,2.20613988944,2.41020536649,2.3393956991,2.45578993892
(1- 37),2.35616084899,2.25097797882,2.50677451201,2.1314358468,2.03301886507,2.03089826603,2.24831532399,2.86694185734
(1- 38),2.01455168625,2.33465823126,2.60720205213,2.59748585841,2.39770139095,2.42618568633,2.20950312831,2.36430200631
