patterns\K,0,1,2,3
(1- 1),2.84643204739,4.39259467466,10.0850391748,-2.12604093593
(1- 2),3.71029102931,3.68442398679,2.48289754475,4.43612009634
(1- 3),3.48877515226,3.72398355901,3.39611506023,3.38424855995
(1- 4),3.75746040962,3.19744738795,3.41990151926,3.80631800573
(1- 5),3.77015483702,3.19155531838,3.56207412355,3.65147982761
(1- 6),3.59795323461,3.341255299,3.60937558427,3.56148314143
(1- 8),5.65209390117,2.39320680535,3.67042958513,2.47204467381
(1- 9),3.72753490837,3.27182635167,3.46909493161,3.68152956919
(1- 10),3.89154718037,3.22272866647,3.57715625974,3.62040279591
(1- 11),3.34540322826,3.28554087415,4.06195645507,3.34764372589
(1- 12),3.08032337839,3.90874985208,3.70101760734,3.23508767053
(1- 14),3.68701320278,3.42364342624,3.28071422864,3.76112451976
(1- 15),3.95578569533,3.41364990698,3.49891382315,3.26745972249
(1- 16),3.73130747446,3.44424018508,3.50344416999,3.46210982281
(1- 17),3.55365383259,3.27494103133,3.87934583165,3.21266245398
(1- 18),4.43474127538,3.31436028934,3.36362267077,3.23012913352
(1- 19),3.80537602382,3.48381087496,3.33090757467,3.55954012249
(1- 20),3.99428969124,3.31519894837,3.17908808696,3.71901530184
(1- 22),4.51726261607,2.57990320164,3.85249961868,3.529093061
(1- 24),3.478453398,3.58788858282,3.37126352274,3.48456425022
(1- 25),3.5588645665,3.56534462342,3.50402664304,3.37690675019
(1- 26),2.0344480113,4.73252648892,4.18344926844,2.46696366385
(1- 27),1.8007488287,3.77832483454,3.42754041993,5.16318594902
(1- 28),3.64862045715,3.33804261646,3.56106281549,3.58471460379
(1- 29),3.49881694026,3.34096145443,3.59512005101,3.60229005874
(1- 30),3.70311050339,3.57854732009,3.51790334383,3.25135552382
(1- 31),4.41481942178,4.55672574235,2.79288661687,2.58081033931
(1- 32),4.92128765315,3.33862826075,3.26909459907,2.78223057695
(1- 33),3.82080029509,3.26653482009,3.36758187527,3.76748975188
(1- 34),3.68474173452,3.41978948733,3.69409816127,3.36091380239
(1- 35),3.79112950117,3.36267391722,3.55672751573,3.43917427338
(1- 36),3.81710998805,3.4706446195,3.40888411918,3.44165211438
(1- 37),3.86350995166,3.43222932577,3.66179010665,3.03406146322
(1- 38),3.77923436361,3.43547435799,3.38149290337,3.57382072114
(1- 39),3.79777005268,3.42503363395,3.39938907831,3.54008642026
(1- 40),3.70980015829,2.57172319163,4.21212871964,3.86603291769
(1- 41),3.62261420271,3.36691245467,3.4903660724,3.51566807667
(1- 42),3.51365654125,3.58273392667,3.60469488574,3.19444241885
(1- 43),3.43996577532,3.55171438899,3.57077559864,3.53363405481
(1- 44),3.70987042744,3.43130122423,3.46720389434,3.51445503539
(1- 45),3.84621740028,3.57415443497,3.26904501904,3.49398468488
(1- 46),3.51622467993,3.52446420584,3.47831184346,3.61879925413
(1- 47),3.94278624571,3.54592795087,3.12019450882,3.53676718635
(1- 48),3.25367325644,3.60716381993,3.92418897216,2.8794517826
(1- 49),3.78361661887,3.32485435393,3.40099520513,3.63763489257
(1- 50),3.42413748456,3.5888477783,3.42616460378,3.45743034547
(1- 51),3.44110731699,3.4977764326,3.51182808203,3.53941255471
(1- 52),4.00788215203,3.29936534664,3.29310476029,3.61723426102
(1- 53),3.96611606022,2.88911784313,4.06622776023,3.39350221789
(1- 54),3.20821011479,3.0680610963,4.14208422166,3.56928136881
(1- 55),3.54312612246,3.95460449167,3.09890182025,3.52531691442
(1- 56),3.77415525833,3.29233511363,3.10139197573,4.23896560745
(1- 57),3.93089434014,3.5120218236,3.21171295305,3.50239260182
(1- 58),3.55321946285,3.34286028579,3.63825119962,3.60940271171
(1- 60),3.56646753174,3.74895566139,3.23632279008,3.52843504003
(1- 61),3.10258070942,3.73817505648,3.16884873986,4.25503364259
(1- 62),3.68568356994,3.49529217634,3.40658698281,3.56863753333
(1- 63),4.86250025896,3.73819815975,2.66864840373,3.09403706969
(1- 64),4.03196008146,3.09320096166,3.77710254728,3.32407390226
(1- 65),3.76430934564,3.10081078673,3.08678826988,4.43313155739
(1- 66),4.04337644674,3.21769218547,3.41117636128,3.59405776905
(1- 67),3.26346000671,3.92462063327,3.20601113909,3.36678187345
(1- 70),3.30583139357,4.01867837308,2.8250781469,4.14644231285
(1- 71),4.14352767016,3.28745013457,3.38148352723,3.24225775281
(1- 72),2.78290292784,3.8045748965,3.56850458278,3.57120573678
(1- 73),3.59642973848,3.31333659521,3.58784239868,3.58310206641
(1- 74),4.02206865026,3.33135037491,3.45062525495,3.37308611799
(1- 75),4.19754034456,2.22666243744,4.06854439279,3.89190636003
(1- 76),3.54944777793,2.87252444893,3.71813871821,4.15490058233
(1- 77),3.69079061204,3.32630955343,3.5321048331,3.65057847187
(1- 78),3.5806356718,3.57181659899,3.50050543289,3.52216746635
(1- 79),2.79034482722,3.77202259259,3.12235284265,4.19356173823
(1- 80),3.70071447111,3.45404845097,3.74661357225,3.20372734568
(1- 81),3.30199546982,4.06731773766,3.49014010824,3.09055226966
(1- 82),3.23612785951,3.67429298804,3.64867643284,3.39306062684
(1- 83),3.75428039224,3.13380413657,3.65651089105,3.61107021807
(1- 84),3.25969682538,3.72953319138,3.32125257392,3.6600076425
(1- 85),3.76338943733,3.22510249401,3.56851146027,3.56392204148
(1- 86),3.61753702155,3.47370957765,3.42688490949,3.56259339064
(1- 87),3.58925961407,3.61201367916,3.35611961986,3.56165415326
(1- 88),4.01789305491,3.88766112172,2.92657689773,3.23242994944
(1- 89),3.41382547022,3.94962887697,2.96798877557,3.74623865768
(1- 90),3.82105167346,3.33035296487,3.54250681716,3.48736773442
(1- 91),3.56218479091,3.68277323002,3.15470745065,3.59510254745
(1- 93),2.63867757488,1.90286694483,4.87427712775,4.80149242674
(1- 94),3.0376990654,3.7595015332,3.43631777165,3.67029553236
(1- 95),3.99809100396,3.28125238153,3.4739211615,3.44552767953
(1- 96),3.68221167136,3.66207092741,3.20581974994,3.63799982465
(1- 97),3.99131000388,3.32360985396,3.3763881539,3.47896033471
(1- 98),3.14718634534,3.66522212365,3.55875744464,3.54449764982
(1- 99),3.85323282714,3.28100337784,3.38348615282,3.75906634001
(1- 100),3.41841636818,3.56142060009,3.72499748811,3.35211800984
(1- 101),3.80612539861,3.45390009041,3.5781816984,3.32265923751
(1- 102),3.61650268847,3.55031365186,3.54350848661,3.48795378665
(1- 103),3.11611426967,3.31012468987,3.76612609022,3.86371089183
(1- 104),3.31580840027,3.66502640963,3.56366248869,3.46278993286
(1- 105),3.6235243798,3.35098430863,3.59794074131,3.4681167751
(1- 106),3.1384126253,3.96242844618,3.02480303017,3.36167766194
(1- 107),3.11872626628,3.58721032548,3.47480813111,3.77886858617
(1- 108),3.40011077937,3.59605206913,3.02490414797,4.03873931018
(1- 109),4.79069325501,2.36789113746,3.80674093096,3.55945831612
(1- 110),3.11306485542,3.43127412374,3.46764237922,4.21099114844
(2- 1),3.44193252269,3.57413271642,3.86992021145,3.02373870672
(2- 2),3.36320917891,3.89095930161,3.15210770962,3.3480959166
(2- 3),3.6611514527,3.52910207475,3.11108480359,3.75729936973
(2- 4),2.33151269285,4.06620243294,3.46114802709,3.71409348033
(2- 5),3.41153951654,3.65368242934,3.71319177782,3.17554934264
(2- 6),3.39348857492,3.42937267875,3.75128126706,3.43440488267
(2- 8),3.04504208671,3.3114850612,3.64540927568,4.11473849349
(2- 9),2.75905374319,4.52176429414,2.76893884286,3.7875620873
(2- 10),3.4792815619,3.33144500561,3.55591769882,3.82871326118
(2- 11),2.97941292686,3.72510067485,3.34674635883,3.92931513289
(2- 12),3.62289922878,3.5116924172,3.4884805793,3.51500190456
(2- 14),2.78904009002,3.80532292342,3.79955858448,3.53703344799
(2- 15),3.115844672,4.08881348603,3.56346047004,2.71136185592
(2- 16),1.7933423215,3.07406766862,3.16265996044,2.16041819242
(2- 17),1.23815001315,3.0344287271,2.34173915825,2.09803838869
(2- 18),3.42922675913,3.45411078142,3.61291632507,3.56245020041
(2- 19),3.95974114331,3.01902624254,3.18876050918,4.06759000203
(2- 20),3.10087831685,3.65812093435,3.76680751279,3.47011846486
(2- 22),3.18968928665,3.92533531763,3.28786259405,3.58259839227
(2- 24),1.02904241454,0.866234917114,0.627971764893,0.682088079215
(2- 25),3.24324375196,4.21163301433,3.38765870741,3.0972152068
(2- 26),3.54214083158,3.20526449455,3.94229280081,3.27831162131
(2- 27),3.07772505004,3.53981847774,4.0397523818,3.27598115718
(2- 28),3.40508516957,2.6922038777,4.68452841173,3.08345947484
(2- 29),0.748760795124,1.46492716195,0.790512840036,1.31595108612
(2- 30),3.67081147384,3.87808530427,3.1734368762,3.30190061157
(2- 31),2.60080885696,3.36376625982,3.9376883888,3.99936942286
(2- 32),3.60718920785,2.98603911452,3.75462776236,3.79374300461
(2- 33),3.64920126361,3.91310328371,3.15531794187,3.22157791218
(2- 34),3.42822753583,3.24033953316,3.02644733335,4.66346340485
(2- 35),3.82705968342,3.63249719507,3.53930313873,3.0708885316
(2- 36),3.22878878059,3.43254953427,3.65255725021,3.785421623
(2- 37),0.681784921893,2.93211305906,2.92460771065,2.22298180476
(2- 38),3.58544147737,3.50749906159,3.53597877672,3.37901214694
(2- 39),1.80596522037,4.04997005065,3.42470558093,3.23788853696
(2- 40),2.928742315,3.39082098022,3.66329143133,2.21873695734
(2- 41),1.35995068439,4.29824335473,4.39881262284,1.87288394324
(2- 42),3.51315170243,3.99730121541,3.08824789464,3.32822661796
(2- 43),3.33514431026,2.92202039295,2.90559310813,4.78065770251
(2- 44),3.66762702648,3.21338095521,3.46787147211,3.82291889426
(2- 45),3.71125870975,3.65840056521,3.45395823977,3.27812938121
(2- 46),1.04451072414,2.71795502751,2.83809077972,1.58342707147
(2- 47),0.32222914092,1.0408558599,0.762797612522,1.16077359104
(2- 48),1.55553156389,4.61839583185,2.32709008351,3.56414621479
(2- 49),2.53851766645,3.76910757954,3.71991175822,3.35817843568
(2- 50),3.13673574929,4.55879196725,2.72038693115,3.44488410066
(2- 51),0.619801346199,2.23735190007,1.41389981036,1.79868297934
(2- 52),2.01494022117,4.31430188181,3.58606165918,2.80129185942
(2- 53),3.20492034006,3.16923887936,3.77873825109,4.01446452636
(2- 54),3.07695747161,3.93885158889,3.38896815197,3.18839723816
(2- 55),3.06579523343,3.84738238413,3.58332626886,3.30365566987
(2- 56),3.50009581672,3.38215515567,3.94225040329,2.90591265242
(2- 57),2.20638832746,4.31657486904,3.6923224944,2.27336874107
