Cluster1:,0.2,1,(35- 60),non_similarity:1.0,
Cluster2:,1.0,1,(76- 32),(36- 22),(86- 109),(76- 22),(18- 32),non_similarity:1.0,
Cluster3:,0.193498002179,5506,(61- 61),(61- 99),(99- 61),(61- 11),(61- 58),non_similarity:0.84,
Cluster4:,0.352073732719,217,(61- 61),(99- 61),(61- 109),(61- 58),(11- 61),non_similarity:0.88,
Cluster5:,1.0,1,(98- 29),(49- 5),(49- 29),(83- 5),(109- 10),non_similarity:1.0,
Cluster6:,0.6,2,(56- 61),(91- 27),(61- 99),(61- 27),(99- 1),non_similarity:0.96,
EvaValue:,0.199930167598
