Cluster1:,0.18,10,(18- 60),(45- 61),(61- 18),(61- 81),(45- 30),non_similarity:0.933333333333,
Cluster2:,1.0,1,(60- 62),(9- 11),(60- 84),(22- 11),(88- 62),non_similarity:1.0,
Cluster3:,1.0,1,(26- 74),(26- 64),(26- 81),(61- 81),(61- 64),non_similarity:0.933333333333,
Cluster4:,0.19944016795,5716,(61- 61),(61- 99),(99- 61),(61- 11),(61- 58),non_similarity:1.0,
EvaValue:,0.19968575419
