Cluster1:,0.529644268775,1012,(61- 61),(99- 61),(61- 99),0.47619047619,
Cluster2:,0.343101343101,2184,(61- 99),(99- 61),(61- 61),0.47619047619,
Cluster3:,0.537688442211,199,(99- 4),(99- 61),(61- 61),0.571428571429,
Cluster4:,0.48806112703,349,(61- 61),(70- 61),(44- 61),0.666666666667,
Cluster5:,0.474820143885,278,(61- 61),(110- 45),(61- 45),0.666666666667,
Cluster6:,0.316831683168,101,(61- 61),(28- 11),(61- 99),0.571428571429,
Cluster7:,0.322893363162,447,(45- 66),(61- 61),(45- 61),0.666666666667,
Cluster8:,0.460784313725,34,(64- 46),(61- 61),(64- 61),0.666666666667,
EvaValue:,0.409788589632,,,,NonSimilarityMeans:,0.595238095238
