Cluster1:,0.0666666666667,1,(35- 60),
Cluster2:,1.0,1,(76- 32),(36- 22),(86- 109),(76- 22),(18- 32),(86- 56),(15- 22),(76- 109),(27- 109),(18- 56),(27- 56),(27- 22),(27- 32),(15- 109),(66- 109),
Cluster3:,0.153541590992,5506,(61- 61),(61- 99),(99- 61),(61- 11),(61- 58),(99- 99),(58- 61),(109- 61),(61- 109),(11- 61),(61- 45),(45- 61),(61- 44),(58- 99),(109- 99),
Cluster4:,0.206758832565,217,(61- 61),(99- 61),(61- 109),(61- 58),(11- 61),(61- 99),(58- 61),(61- 11),(61- 45),(109- 61),(61- 18),(36- 61),(45- 61),(61- 35),(33- 61),
Cluster5:,1.0,1,(98- 29),(49- 5),(49- 29),(83- 5),(109- 10),(25- 5),(16- 29),(83- 29),(25- 61),(53- 10),(25- 10),(5- 61),(109- 5),(83- 61),(5- 5),
Cluster6:,0.533333333333,2,(56- 61),(91- 27),(61- 99),(61- 27),(99- 1),(27- 1),(8- 91),(12- 61),(56- 45),(56- 74),(39- 56),(39- 8),(42- 74),(39- 42),(8- 61),
EvaValue:,0.182860826046
