Cluster1:,0.00815886290797,729
Cluster2:,0.00884970037412,1892
Cluster3:,0.00762936753649,968
Cluster4:,0.0264778428444,61
Cluster5:,0.0226415310042,71
Cluster6:,0.0292626212941,55
Cluster7:,0.0279368213228,55
Cluster8:,0.0587896585478,21
Cluster9:,0.00836386956231,422
Cluster10:,0.0782975136957,15
Cluster11:,0.018683707888,88
Cluster12:,0.174825174825,6
Cluster13:,0.0109460811562,250
Cluster14:,0.00837685192665,461
Cluster15:,0.0169197550529,108
Cluster16:,0.0124885188182,176
Cluster17:,0.00783892746914,640
Cluster18:,0.0106021288886,223
