Cluster1:,0.2,10,(18- 60),(45- 61),(61- 18),non_similarity:1.0,
Cluster2:,1.0,1,(60- 62),(9- 11),(60- 84),non_similarity:1.0,
Cluster3:,1.0,1,(26- 74),(26- 64),(26- 81),non_similarity:1.0,
Cluster4:,0.229006298111,5716,(61- 61),(61- 99),(99- 61),non_similarity:1.0,
EvaValue:,0.229224860335
