Cluster1:,0.333333333333,1,(35- 60),
Cluster2:,1.0,1,(76- 32),(36- 22),(86- 109),
Cluster3:,0.220062961618,5506,(61- 61),(61- 99),(99- 61),
Cluster4:,0.443932411674,217,(61- 61),(99- 61),(61- 109),
Cluster5:,1.0,1,(98- 29),(49- 5),(49- 29),
Cluster6:,0.666666666667,2,(56- 61),(91- 27),(61- 99),
EvaValue:,0.228992085661
