Cluster1:,0.339328063241,1012,(61- 61),(99- 61),(61- 99),(61- 109),(61- 58),(58- 61),(11- 61),(61- 45),(61- 11),(109- 61),non_similarity:0.457142857143,
Cluster2:,0.258012820513,2184,(61- 99),(99- 61),(61- 61),(99- 99),(109- 61),(61- 11),(58- 61),(11- 61),(61- 58),(61- 109),non_similarity:0.485714285714,
Cluster3:,0.372864321608,199,(99- 4),(99- 61),(61- 61),(99- 99),(61- 99),(61- 4),(99- 11),(58- 99),(4- 61),(99- 58),non_similarity:0.685714285714,
Cluster4:,0.303151862464,349,(61- 61),(70- 61),(44- 61),(61- 99),(99- 61),(11- 61),(109- 61),(61- 11),(61- 109),(61- 45),non_similarity:0.485714285714,
Cluster5:,0.323741007194,278,(61- 61),(110- 45),(61- 45),(45- 61),(61- 99),(11- 61),(45- 45),(99- 61),(110- 61),(99- 45),non_similarity:0.571428571429,
Cluster6:,0.235643564356,101,(61- 61),(28- 11),(61- 99),(109- 61),(99- 61),(61- 11),(11- 61),(11- 11),(61- 109),(28- 61),non_similarity:0.528571428571,
Cluster7:,0.244295302013,447,(45- 66),(61- 61),(45- 61),(61- 45),(61- 66),(45- 12),(45- 99),(99- 61),(61- 99),(45- 45),non_similarity:0.628571428571,
Cluster8:,0.320588235294,34,(64- 46),(61- 61),(64- 61),(61- 99),(64- 58),(61- 64),(64- 99),(45- 61),(99- 11),(61- 46),non_similarity:0.757142857143,
EvaValue:,0.286880973067
