Cluster1:,0.375,8,(99- 61),(99- 49),(56- 61),non_similarity:0.888888888889,
Cluster2:,0.305555555556,12,(61- 109),(60- 109),(34- 61),non_similarity:1.0,
Cluster3:,0.833333333333,2,(34- 99),(34- 62),(73- 99),non_similarity:1.0,
Cluster4:,0.47537717051,1171,(61- 61),(61- 99),(99- 61),non_similarity:0.722222222222,
Cluster5:,0.4140625,128,(61- 61),(61- 18),(61- 58),non_similarity:0.888888888889,
Cluster6:,0.666666666667,2,(90- 1),(2- 20),(48- 1),non_similarity:1.0,
Cluster7:,0.159137343927,4405,(61- 61),(61- 99),(99- 61),non_similarity:0.722222222222,
EvaValue:,0.230505121043
