Cluster1:,119,149,163,204,323,330,370,387,471,604,686,886,1074,1122,1193,1208,1243,1502,1662,1665,1723,1847,1966,1996,2049,2073,2160,2257,2270,2282,2295,2420,2423,2438,2593,2629,2747,2810,2931,2955,2963,2973,3061,3128,3207,3305,3346,3381,3467,3478,3583,3586,3616,3674,3683,3689,3744,3746,3842,4057,4116,4168,4208,4297,4305,4352,4368,4405,4425,4443,4567,4619,4642,4714,4795,4809,4831,4905,4909,5136,5235,5241,5249,5293,5310,5526,5596,5751,5770,5771,5774,5834,5913,5990,6135,6148,6233,6236,6429,6436,6459,6466,6524,6541,6566,6607,6662,6696,6779,6939,7040,7138,7164,7212,7300,7357,7381,7406,7538,7692,7870,8020,8021,8130,8260,8317,8375,8384,8429,8541,8570,8576,8598,8599,8639,8798,8930,8980,9000,9088,9103,9161,9194,9213,9342,9413,9427,9550,9555,9582,9676,9682,9799,9801,9924,9999,10029,10035,10109,10116,10137,10171,10259
Cluster2:,106,180,252,281,287,302,307,325,361,395,453,499,657,734,854,939,1113,1180,1244,1270,1301,1322,1330,1340,1347,1416,1422,1649,1677,2301,2353,2397,2415,2586,2619,2626,2631,2645,2815,2891,2954,3015,3107,3135,3321,3369,3477,3616,3669,3701,3738,3817,4025,4030,4054,4115,4247,4385,4406,4594,4916,5151,5179,5337,5568,5570,5573,5839,5876,5878,6130,6192,6229,6247,6342,6352,6617,6699,6708,6711,6933,7036,7087,7299,7334,7425,7480,7488,7539,7610,7666,7767,7796,7924,7953,7988,8221,8545,8619,8639,8665,8757,8809,8997,9038,9045,9112,9114,9279,9280,9359,9452,9608,9737,9793,10053,10064,10072,10172,10216
Cluster3:,55,232,566,934,1820,2150,2931,4137,4834,4916,7125,8530,8799,8811,9223,10061
