Cluster1:,0.0123519440539,1329
Cluster2:,0.0196064349325,118
Cluster3:,0.0109640262888,4111
Cluster4:,0.0182056480514,123
Cluster5:,0.0113092463882,1508
Cluster6:,0.022648039484,93
Cluster7:,0.0223917534104,93
Cluster8:,0.0436951689264,31
Cluster9:,0.0106178480246,853
Cluster10:,0.0523555555556,25
Cluster11:,0.0131308681644,210
Cluster12:,0.082388197326,15
Cluster13:,0.0115470424169,1613
Cluster14:,0.0114647038415,510
Cluster15:,0.0105550513632,792
Cluster16:,0.0110864280862,745
Cluster17:,0.0132452410013,197
Cluster18:,0.0112737070444,366
Cluster19:,0.0105634927656,1296
Cluster20:,0.0104174043835,423
