Cluster1:,1.0,1,(110- 20),(6- 40),(6- 58),non_similarity:1.0,
Cluster2:,1.0,1,(66- 61),(22- 53),(60- 22),non_similarity:1.0,
Cluster3:,0.222781171398,5566,(61- 61),(61- 99),(99- 61),non_similarity:0.916666666667,
Cluster4:,0.833333333333,2,(15- 101),(15- 50),(15- 61),non_similarity:1.0,
Cluster5:,0.455696202532,158,(61- 61),(61- 109),(61- 58),non_similarity:0.916666666667,
EvaValue:,0.229690409683
