Cluster1:,0.0117923346693,160
Cluster2:,0.0130549983373,146
Cluster3:,0.012217388024,170
Cluster4:,0.0796370967742,16
Cluster5:,0.0736434108527,16
Cluster6:,0.0937829293994,13
Cluster7:,0.0772978959025,15
Cluster8:,0.164399092971,7
Cluster9:,0.0183436598201,86
Cluster10:,0.357723577236,3
Cluster11:,0.0521168274384,24
Cluster12:,0.516666666667,2
Cluster13:,0.0258777239709,56
Cluster14:,0.0175266903915,96
Cluster15:,0.0633642930857,19
Cluster16:,0.0324939716172,41
Cluster17:,0.015350877193,114
Cluster18:,0.0296709753231,46
