Cluster1:,0.85,1,(110- 20),(6- 40),(6- 58),(110- 44),(14- 44),(14- 104),(110- 104),(14- 58),(14- 20),(110- 58),(6- 44),(14- 83),(6- 104),(110- 83),(6- 20),(6- 83),(14- 40),non_similarity:1.0,
Cluster2:,0.75,1,(66- 61),(22- 53),(60- 22),(104- 26),(22- 22),(66- 53),(22- 61),(66- 26),(60- 53),(22- 26),(104- 61),(60- 26),(104- 22),(60- 61),(104- 53),non_similarity:1.0,
Cluster3:,0.14209486166,5566,(61- 61),(61- 99),(99- 61),(61- 11),(61- 58),(99- 99),(58- 61),(11- 61),(109- 61),(61- 109),(61- 45),(45- 61),(61- 44),(58- 99),(109- 99),(99- 11),(61- 18),(44- 61),(11- 99),(99- 109),non_similarity:0.85,
Cluster4:,0.5,2,(15- 101),(15- 50),(15- 61),(65- 49),(73- 49),(60- 65),(49- 101),(10- 65),(27- 65),(49- 73),(73- 15),(10- 73),(15- 66),(49- 50),(60- 73),(65- 15),(49- 65),(27- 73),non_similarity:1.0,
Cluster5:,0.168670886076,158,(61- 61),(61- 109),(61- 58),(61- 99),(11- 61),(99- 61),(61- 45),(109- 61),(58- 61),(61- 18),(45- 61),(33- 61),(36- 61),(61- 1),(61- 11),(61- 33),(83- 61),(61- 36),(61- 35),(61- 81),non_similarity:0.85,
EvaValue:,0.143182611732
