Cluster1:,0.00821830680831,738
Cluster2:,0.0268731865506,60
Cluster3:,0.00881465259968,1889
Cluster4:,0.0226415310042,71
Cluster5:,0.00789740996804,769
Cluster6:,0.0292626212941,55
Cluster7:,0.028203544626,54
Cluster8:,0.0587896585478,21
Cluster9:,0.00830208665527,427
Cluster10:,0.0782975136957,15
Cluster11:,0.0188723205965,87
Cluster12:,0.174825174825,6
Cluster13:,0.00731118001014,765
Cluster14:,0.0110215668203,250
Cluster15:,0.00877850876679,393
Cluster16:,0.00889066782178,389
Cluster17:,0.0171840455495,106
Cluster18:,0.0125170983781,176
Cluster19:,0.00782585353835,631
Cluster20:,0.011474231551,201
